date,600000.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600104.SH,600196.SH,600276.SH
2022-05-18,100,100,100,-100,-100,-100,-100,100,-100,-100
2022-05-19,100,100,100,-100,-100,-100,-100,100,-100,-100
2022-05-20,100,100,100,-100,-100,-100,-100,100,-100,-16
2022-05-23,100,100,100,-100,-100,-100,-13,100,-100,0
2022-05-24,100,100,100,-100,-100,-100,0,100,-92,0
2022-05-25,100,100,100,-43,-100,-100,0,100,0,0
2022-05-26,100,100,100,0,-100,-100,0,100,0,0
2022-05-27,100,100,100,0,-100,-100,0,100,0,0
2022-05-30,100,100,100,0,-100,-100,0,100,0,0
2022-05-31,100,100,100,0,-100,-100,0,100,0,0
2022-06-01,100,100,100,0,-100,-100,0,100,0,0
2022-06-02,100,100,100,0,-100,-100,0,100,0,0
2022-06-06,100,100,100,0,-100,-100,0,100,0,0
2022-06-07,100,100,100,0,-100,-100,0,100,0,0
2022-06-08,100,100,100,0,-100,-100,0,100,0,0
2022-06-09,100,100,100,0,-100,-100,0,100,0,0
2022-06-10,100,100,100,0,-100,-100,0,100,0,0
2022-06-13,100,100,100,0,-100,-100,0,100,0,0
2022-06-14,100,100,100,0,-100,-100,0,100,0,0
2022-06-15,100,100,100,0,-100,-100,0,100,0,0
2022-06-16,100,100,100,0,-100,-100,0,100,0,0
2022-06-17,100,100,100,0,-100,-100,0,100,0,0
2022-06-20,100,100,100,0,-100,-100,0,100,0,0
2022-06-21,100,100,100,0,-100,-100,0,100,0,0
2022-06-22,100,100,100,0,-100,-100,0,100,0,0
2022-06-23,100,100,100,0,-100,-100,0,100,0,0
2022-06-24,100,100,100,0,-100,-100,0,100,0,0
2022-06-27,100,100,100,0,-100,-100,0,100,0,0
2022-06-28,100,100,100,0,-100,-100,0,100,0,0
2022-06-29,100,100,100,0,-100,-100,0,100,0,0
2022-06-30,100,100,100,0,-100,-100,0,100,0,0
2022-07-01,100,100,100,0,-100,-100,0,100,0,0
2022-07-04,100,100,100,0,-100,-100,0,100,0,0
2022-07-05,100,100,100,0,-100,-100,0,100,0,0
2022-07-06,100,100,100,0,-100,-100,0,100,0,0
2022-07-07,100,100,100,0,-100,-100,0,100,0,0
2022-07-08,100,100,100,0,-100,-100,0,100,0,0
2022-07-11,100,100,100,0,-100,-100,0,100,0,0
2022-07-12,100,100,100,0,-100,-100,0,100,0,0
2022-07-13,100,100,100,0,-100,-100,0,100,0,0
2022-07-14,100,100,100,0,-100,-100,0,100,0,0
2022-07-15,100,100,100,0,-100,-100,0,100,0,0
2022-07-18,100,100,100,0,-100,-100,0,100,0,0
2022-07-19,100,100,100,0,-100,-100,0,100,0,0
2022-07-20,100,100,100,0,-100,-100,0,100,0,0
2022-07-21,100,100,100,0,-100,-100,0,100,0,0
2022-07-22,100,100,100,0,-100,-100,0,100,0,0
2022-07-25,100,100,100,0,-100,-100,0,100,0,0
2022-07-26,100,100,100,0,-100,-100,0,100,0,0
2022-07-27,100,100,100,0,-100,-100,0,100,0,0
2022-07-28,100,100,100,0,-100,-100,0,100,0,0
2022-07-29,100,100,100,0,-100,-100,0,100,0,0
2022-08-01,100,100,100,0,-100,-100,0,100,0,0
2022-08-02,100,100,100,0,-100,-100,0,100,0,0
2022-08-03,100,100,100,0,-100,-100,0,100,0,0
2022-08-04,100,100,100,0,-100,-100,0,100,0,0
2022-08-05,100,100,100,0,-100,-100,0,100,0,0
2022-08-08,100,100,100,0,-100,-100,0,100,0,0
2022-08-09,100,100,100,0,-100,-100,0,100,0,0
2022-08-10,100,100,100,0,-100,-100,0,100,0,0
2022-08-11,100,100,100,0,-100,-100,0,100,0,0
2022-08-12,100,100,100,0,-100,-22,0,100,0,0
