date,600016.SH,600028.SH,600050.SH,600196.SH,600276.SH,600340.SH,600547.SH,600585.SH,600887.SH,601066.SH,601088.SH,601166.SH,601186.SH,601288.SH,601328.SH,601336.SH,601390.SH,601668.SH,601688.SH,601888.SH
2020-06-03,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-04,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-05,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-08,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-09,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-10,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-11,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-12,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-15,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-16,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-17,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-18,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-19,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-22,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-23,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-24,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-29,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-06-30,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-07-01,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-07-02,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-07-03,100,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,100,0,100
2020-07-06,4,0,100,100,100,0,100,52,0,0,0,100,0,1,0,0,0,0,0,100
2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
