date,600016.SH,600028.SH,600050.SH,600196.SH,600276.SH,600340.SH,600547.SH,600585.SH,600887.SH,601066.SH,601088.SH,601166.SH,601186.SH,601288.SH,601328.SH,601336.SH,601390.SH,601668.SH,601688.SH,601888.SH
2021-03-31,-100,0,0,0,0,0,-100,0,0,0,-100,0,-100,-100,-100,-100,0,-100,0,38
2021-04-01,-76,0,0,0,0,0,-100,0,0,0,-100,0,-100,-81,-100,-100,0,-100,12,35
2021-04-02,0,3,0,0,0,0,-100,0,0,0,-100,0,-100,0,-100,-100,0,-100,5,32
2021-04-06,0,3,0,0,0,0,-100,0,0,0,-100,0,-100,0,-28,-100,0,-100,13,32
2021-04-07,0,3,0,0,0,0,-100,0,0,0,-100,0,-100,0,0,-100,0,-100,12,32
2021-04-08,0,0,0,0,0,0,-100,0,0,0,-100,0,-100,0,0,-100,0,-100,13,32
2021-04-09,0,1,0,0,0,0,-100,0,0,0,-100,0,-100,0,0,-100,0,-100,9,33
2021-04-12,0,1,0,0,0,0,-100,0,0,0,-100,0,-100,0,0,-100,0,-100,0,34
2021-04-13,0,3,0,0,0,0,-100,0,0,0,-100,0,-100,0,0,-100,0,-100,2,37
2021-04-14,0,3,0,0,0,0,-100,0,0,0,-100,0,-100,0,0,-100,0,-100,6,34
2021-04-15,0,0,0,0,0,0,-100,0,0,0,-100,0,-100,0,0,-100,0,-100,11,34
2021-04-16,0,0,0,0,0,0,-100,0,0,0,-100,0,-100,0,0,-100,0,-100,16,34
2021-04-19,0,3,0,0,0,0,-100,0,0,0,-4,0,-100,0,0,-100,0,-100,12,27
2021-04-20,0,0,0,0,0,0,-100,0,0,0,0,0,-100,0,0,-100,0,-100,7,27
2021-04-21,0,3,0,0,0,0,-100,0,0,0,0,0,-100,0,0,-100,0,-100,16,26
2021-04-22,0,1,0,0,0,0,-100,0,0,0,0,0,-100,0,0,-100,0,-100,2,27
2021-04-23,0,1,0,0,0,0,-100,0,0,0,0,0,-100,0,0,-100,0,-100,13,26
2021-04-26,0,3,0,0,0,0,-100,0,0,0,0,0,-100,0,0,-100,0,-69,13,25
2021-04-27,0,3,0,0,0,0,-40,0,0,0,0,0,-100,0,0,-100,0,0,2,20
2021-04-28,0,2,0,0,0,0,0,0,0,0,0,0,-100,0,0,-100,0,0,14,17
2021-04-29,0,1,0,0,0,0,0,0,0,0,0,0,-100,0,0,-100,0,0,1,18
2021-04-30,0,1,0,0,0,0,0,0,0,0,0,0,-100,0,0,-100,0,0,0,18
2021-05-06,0,1,0,0,0,0,0,0,0,0,0,0,-100,0,0,-100,0,0,16,18
2021-05-07,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,-32,0,0,0,8
