account_value,date,daily_return
995926.7609999996,2021-09-01,
997103.3279999995,2021-09-02,0.0011813790391761447
998260.8499999996,2021-09-03,0.001160884702212206
998857.3689999996,2021-09-06,0.0005975582434190052
1002504.8169999997,2021-09-07,0.0036516204547318853
1004129.1069999997,2021-09-08,0.0016202316163036468
1004070.3199999998,2021-09-09,-5.8545260355535866e-05
1005664.4829999998,2021-09-10,0.0015877005506943487
1008121.5609999999,2021-09-13,0.0024432383180823525
999229.4629999999,2021-09-14,-0.00882046207917575
998610.6039999999,2021-09-15,-0.0006193362214740317
997635.7639999999,2021-09-16,-0.0009761963232668425
997546.9899999999,2021-09-17,-8.898438007476361e-05
991992.2859999997,2021-09-22,-0.00556836325073784
993237.7039999998,2021-09-23,0.0012554714563577374
990358.1149999998,2021-09-24,-0.0028991942094055423
993261.6469999998,2021-09-27,0.002931800079206681
992158.1469999998,2021-09-28,-0.0011109862173103169
992903.6619999999,2021-09-29,0.0007514074265824178
990005.1379999998,2021-09-30,-0.0029192399131267033
999986.7079999999,2021-10-08,0.010082341613059542
1004304.9929999999,2021-10-11,0.004318342399407316
1003260.1509999998,2021-10-12,-0.0010403632435193044
1002079.37,2021-10-13,-0.0011769439848905439
1005502.617,2021-10-14,0.003416143573537367
1005189.7209999999,2021-10-15,-0.0003111836754176034
1002948.8289999999,2021-10-18,-0.0022293224385250276
1005075.9939999998,2021-10-19,0.002120910796736153
1003163.0949999999,2021-10-20,-0.0019032381744459315
1008996.2609999999,2021-10-21,0.005814773319586797
1007935.245,2021-10-22,-0.0010515559284118847
1008732.264,2021-10-25,0.0007907442506387419
1007071.2570000001,2021-10-26,-0.0016466282077797212
1003532.3040000001,2021-10-27,-0.0035141038684216586
1000821.4610000001,2021-10-28,-0.002701301183026028
998743.7010000001,2021-10-29,-0.0020760546021104664
997277.0360000001,2021-11-01,-0.0014685098875032443
998524.4140000001,2021-11-02,0.0012507838393664983
995985.7720000001,2021-11-03,-0.002542393520285069
996840.2010000001,2021-11-04,0.0008578726965990935
1005151.621,2021-11-05,0.008337765663606111
1009038.8420000001,2021-11-08,0.003867298145659559
1004507.9270000001,2021-11-09,-0.004490327637952207
1001324.1270000001,2021-11-10,-0.0031695120709585023
1005547.4360000001,2021-11-11,0.00421772419751143
1005675.5980000001,2021-11-12,0.0001274549518119894
1003550.7470000002,2021-11-15,-0.002112859260208433
1001888.9570000002,2021-11-16,-0.0016559102815355553
999082.1940000003,2021-11-17,-0.0028014711414768856
997037.5070000003,2021-11-18,-0.0020465653499575076
998766.8880000003,2021-11-19,0.0017345195018825255
997971.1970000004,2021-11-22,-0.0007966733875141019
997724.5230000004,2021-11-23,-0.0002471754703357032
994270.8560000003,2021-11-24,-0.0034615436629897856
993684.2540000003,2021-11-25,-0.0005899820923644938
990437.6840000004,2021-11-26,-0.003267204835873283
988359.2200000004,2021-11-29,-0.0020985308147866144
987803.8260000006,2021-11-30,-0.0005619353659692683
989491.3750000007,2021-12-01,0.0017083847577648026
990879.9050000008,2021-12-02,0.0014032765065790098
990889.4360000009,2021-12-03,9.618723673776586e-06
990459.9290000008,2021-12-06,-0.00043345602889255375
994109.4230000008,2021-12-07,0.0036846457823735967
