date,600016.SH,600028.SH,600104.SH,600519.SH,600547.SH,601012.SH,601111.SH,601628.SH,601668.SH,601818.SH
2021-09-01,100,100,100,0,100,0,-100,-100,0,0
2021-09-02,100,100,100,0,100,0,-100,-100,0,0
2021-09-03,100,100,100,0,100,0,-100,-100,0,0
2021-09-06,100,100,100,0,100,0,-100,-100,0,0
2021-09-07,100,100,100,0,100,0,-100,-100,0,0
2021-09-08,100,100,100,0,100,0,-100,-100,0,0
2021-09-09,100,100,100,0,100,0,-100,-100,0,0
2021-09-10,100,100,100,0,100,0,-100,-100,0,0
2021-09-13,100,100,100,0,100,0,-100,-100,0,0
2021-09-14,100,100,100,0,100,0,-100,-100,0,0
2021-09-15,100,100,100,0,100,0,-100,-100,0,0
2021-09-16,100,100,100,0,100,0,-100,-100,0,0
2021-09-17,100,100,100,0,100,0,-100,-100,0,0
2021-09-22,100,100,100,0,100,0,-100,-100,0,0
2021-09-23,100,100,100,0,100,0,-100,-100,0,0
2021-09-24,100,100,100,0,100,0,-100,-100,0,0
2021-09-27,100,100,100,0,100,0,-100,-100,0,0
2021-09-28,100,100,100,0,100,0,-100,-100,0,0
2021-09-29,100,100,100,0,100,0,-100,-100,0,0
2021-09-30,100,100,100,0,100,0,-100,-100,0,0
2021-10-08,100,100,100,0,100,0,-100,-100,0,0
2021-10-11,100,100,100,0,100,0,-100,-100,0,0
2021-10-12,100,100,100,0,100,0,-100,-100,0,0
2021-10-13,100,100,100,0,100,0,-100,-100,0,0
2021-10-14,100,100,100,0,100,0,-100,-100,0,0
2021-10-15,100,100,100,0,100,0,-100,-100,0,0
2021-10-18,100,100,100,0,100,0,-100,-100,0,0
2021-10-19,100,100,100,0,100,0,-100,-100,0,0
2021-10-20,100,100,100,0,100,0,-100,-100,0,0
2021-10-21,100,100,100,0,100,0,-100,-100,0,0
2021-10-22,100,100,100,0,100,0,-100,-100,0,0
2021-10-25,100,100,100,0,100,0,-100,-100,0,0
2021-10-26,100,100,100,0,100,0,-100,-100,0,0
2021-10-27,100,100,100,0,100,0,-100,-100,0,0
2021-10-28,100,100,100,0,100,0,-100,-100,0,0
2021-10-29,100,100,100,0,100,0,-100,-100,0,0
2021-11-01,100,100,100,0,100,0,-100,-100,0,0
2021-11-02,100,100,100,0,100,0,-100,-100,0,0
2021-11-03,100,100,100,0,100,0,-100,-100,0,0
2021-11-04,100,100,100,0,100,0,-100,-100,0,0
2021-11-05,100,100,100,0,100,0,-100,-100,0,0
2021-11-08,100,100,100,0,100,0,-100,-100,0,0
2021-11-09,100,100,100,0,100,0,-100,-100,0,0
2021-11-10,100,100,100,0,100,0,-100,-100,0,0
2021-11-11,100,100,100,0,100,0,-100,-100,0,0
2021-11-12,100,100,100,0,100,0,-100,-100,0,0
2021-11-15,100,100,100,0,100,0,-100,-100,0,0
2021-11-16,100,100,100,0,100,0,-100,-100,0,0
2021-11-17,100,100,100,0,100,0,-100,-100,0,0
2021-11-18,100,100,100,0,100,0,-100,-100,0,0
2021-11-19,100,100,100,0,100,0,-100,-100,0,0
2021-11-22,100,100,100,0,100,0,-100,-100,0,0
2021-11-23,100,100,100,0,100,0,-100,-100,0,0
2021-11-24,100,100,100,0,100,0,-100,-100,0,0
2021-11-25,100,100,100,0,100,0,-100,-100,0,0
2021-11-26,100,100,100,0,100,0,-100,-100,0,0
2021-11-29,100,100,100,0,100,0,-100,-100,0,0
2021-11-30,100,100,100,0,100,0,-100,-100,0,0
2021-12-01,100,100,100,0,100,0,-100,-100,0,0
2021-12-02,100,100,100,0,100,0,-100,-100,0,0
2021-12-03,100,100,100,0,100,0,-100,-100,0,0
2021-12-06,100,100,100,0,100,0,-100,-100,0,0
