account_value,date,daily_return
1000000.0,2021-06-03,
1000068.642,2021-06-04,6.864200000000764e-05
999958.211,2021-06-07,-0.00011042342031553076
1000028.833,2021-06-08,7.062495134602109e-05
999984.43,2021-06-09,-4.4401719765163605e-05
999540.037,2021-06-10,-0.0004443999193067816
998701.732,2021-06-11,-0.0008386907667211618
998571.566,2021-06-15,-0.00013033521003247284
998815.418,2021-06-16,0.00024420082476095395
998766.239,2021-06-17,-4.923732564965366e-05
998772.065,2021-06-18,5.833196770721472e-06
999009.89,2021-06-21,0.0002381173926806479
999221.693,2021-06-22,0.000212012916108284
999035.478,2021-06-23,-0.0001863600453277936
999297.277,2021-06-24,0.00026205175468252406
1000568.057,2021-06-25,0.0012716736343112434
999827.7520000001,2021-06-28,-0.0007398847033149858
998208.493,2021-06-29,-0.001619537962174955
998258.3289999999,2021-06-30,4.992544177828684e-05
997114.1619999999,2021-07-01,-0.0011461632392750776
994190.0549999999,2021-07-02,-0.0029325699217177537
995530.0939999999,2021-07-05,0.0013478700508626762
997550.0689999999,2021-07-06,0.0020290446388051553
997039.9519999999,2021-07-07,-0.000511369820776375
995067.857,2021-07-08,-0.0019779498264277384
994013.8439999999,2021-07-09,-0.0010592373098833319
992449.8729999999,2021-07-12,-0.0015733895553269317
993471.9619999998,2021-07-13,0.0010298646085875607
990416.0129999998,2021-07-14,-0.0030760294370542063
990499.1729999998,2021-07-15,8.39647167538704e-05
990255.3299999998,2021-07-16,-0.0002461819319459213
991460.4949999999,2021-07-19,0.0012170245021554393
990688.6209999998,2021-07-20,-0.0007785221941697396
989793.7709999998,2021-07-21,-0.0009032606017991274
991625.9479999997,2021-07-22,0.0018510694385849291
990432.0709999998,2021-07-23,-0.001203959015400824
983408.2279999998,2021-07-26,-0.007091695842308843
979815.5799999998,2021-07-27,-0.003653262091681375
980154.0289999999,2021-07-28,0.00034542112506530387
977420.4689999998,2021-07-29,-0.002788908599181017
976136.9789999998,2021-07-30,-0.0013131400873087617
976953.5209999997,2021-08-02,0.0008365035006012711
978126.0429999997,2021-08-03,0.0012001819685338866
976058.5369999997,2021-08-04,-0.002113741899417043
975439.0789999997,2021-08-05,-0.0006346525095758393
974040.6349999997,2021-08-06,-0.0014336559095352586
977993.2219999996,2021-08-09,0.004057928240334574
979258.7229999995,2021-08-10,0.0012939772705296004
979687.1969999995,2021-08-11,0.0004375493318939938
977527.6619999994,2021-08-12,-0.0022043107296012554
977874.1709999995,2021-08-13,0.00035447487930029276
980369.6729999995,2021-08-16,0.0025519663715507512
980834.1259999995,2021-08-17,0.00047375292483153864
988727.5699999995,2021-08-18,0.008047684915074127
984403.8649999995,2021-08-19,-0.004372999328824179
987205.2399999995,2021-08-20,0.0028457578231877445
984905.5639999995,2021-08-23,-0.0023294811522677206
986098.9289999995,2021-08-24,0.00121165423733971
986733.2729999996,2021-08-25,0.0006432863694958435
983543.6059999996,2021-08-26,-0.003232552390072252
986539.9929999996,2021-08-27,0.0030465217624524588
980802.3299999996,2021-08-30,-0.005815945669422007
983216.7609999996,2021-08-31,0.002461689706630299
