date,600016.SH,600028.SH,600104.SH,600519.SH,600547.SH,601012.SH,601111.SH,601628.SH,601668.SH,601818.SH
2021-05-17,100,-100,100,-49,100,100,-100,-100,100,-100
2021-05-18,100,-65,100,0,100,100,-100,-100,100,-100
2021-05-19,100,0,100,0,100,100,-100,-100,100,-100
2021-05-20,100,0,100,0,100,100,-100,-100,100,-100
2021-05-21,100,0,100,0,100,100,-100,-100,100,-100
2021-05-24,100,0,100,0,100,100,-100,-100,100,-100
2021-05-25,100,0,100,0,100,100,-100,-1,100,-100
2021-05-26,100,0,100,0,100,100,-100,0,100,-100
2021-05-27,100,0,100,0,100,100,-100,0,100,-100
2021-05-28,100,0,100,0,100,100,-100,0,100,-100
2021-05-31,100,0,100,0,100,100,-100,0,100,-100
2021-06-01,100,0,100,0,100,100,-100,0,100,-100
2021-06-02,100,0,100,0,100,100,-100,0,100,-100
2021-06-03,100,0,100,0,100,100,-100,0,100,-100
2021-06-04,100,0,100,0,100,100,-100,0,100,-100
2021-06-07,100,0,100,0,100,100,-100,0,100,-100
2021-06-08,100,0,100,0,100,100,-100,0,100,-100
2021-06-09,100,0,100,0,100,100,-100,0,100,-100
2021-06-10,100,0,100,0,100,100,-100,0,100,-100
2021-06-11,100,0,100,0,100,100,-100,0,100,-100
2021-06-15,100,0,100,0,100,100,-100,0,100,-100
2021-06-16,100,0,100,0,100,100,-100,0,100,-100
2021-06-17,100,0,100,0,100,100,-100,0,100,-100
2021-06-18,100,0,100,0,100,100,-100,0,100,-100
2021-06-21,100,0,100,0,100,100,-100,0,100,-100
2021-06-22,100,0,100,0,100,100,-100,0,100,-100
2021-06-23,100,0,100,0,100,100,-100,0,100,-100
2021-06-24,100,0,100,0,100,100,-100,0,100,-100
2021-06-25,100,0,100,0,100,100,-100,0,100,-100
2021-06-28,100,0,100,0,100,100,-100,0,100,-100
2021-06-29,100,0,100,0,100,100,-100,0,100,-100
2021-06-30,100,0,100,0,100,100,-100,0,100,-100
2021-07-01,100,0,100,0,100,100,-100,0,100,-100
2021-07-02,100,0,100,0,100,100,-100,0,100,-100
2021-07-05,100,0,100,0,100,100,-100,0,100,-100
2021-07-06,100,0,100,0,100,100,-100,0,100,-100
2021-07-07,100,0,100,0,100,100,-100,0,100,-100
2021-07-08,100,0,100,0,100,100,-100,0,100,-100
2021-07-09,100,0,100,0,100,100,-100,0,100,-100
2021-07-12,100,0,100,0,100,100,-100,0,100,-100
2021-07-13,100,0,100,0,100,100,-100,0,100,-100
2021-07-14,100,0,100,0,100,100,-100,0,100,-100
2021-07-15,100,0,100,0,100,100,-100,0,100,-100
2021-07-16,100,0,100,0,100,100,-100,0,100,-100
2021-07-19,100,0,100,0,100,100,-100,0,100,-100
2021-07-20,100,0,100,0,100,100,-100,0,100,-100
2021-07-21,100,0,100,0,100,100,-100,0,100,-100
2021-07-22,100,0,100,0,100,100,-96,0,100,-100
2021-07-23,100,0,100,0,100,100,0,0,100,-100
2021-07-26,1,0,0,0,2,22,100,0,100,-100
2021-07-27,1,0,0,0,0,0,0,0,73,-100
2021-07-28,0,0,0,0,0,0,0,0,74,-100
2021-07-29,0,0,0,0,0,0,0,0,74,-100
2021-07-30,0,0,0,0,0,0,0,0,74,-100
2021-08-02,0,0,0,0,0,0,0,0,74,-100
2021-08-03,0,0,0,0,0,0,0,0,72,-100
2021-08-04,0,0,0,0,0,0,0,0,62,-87
2021-08-05,0,0,0,0,0,0,0,0,0,0
2021-08-06,0,0,0,0,0,0,0,0,0,0
2021-08-09,0,0,0,0,0,0,0,0,0,0
2021-08-10,0,0,0,0,0,0,0,0,0,0
2021-08-11,0,0,0,0,0,0,0,0,0,0
