date,8+,3+,sse
2022-01-17,996277.1107100012,990677.0850000004,3351.3524494465973
2022-01-18,997050.8789200012,993768.8400000004,3371.907999813197
2022-01-19,997297.1584200012,989323.5330000004,3372.7436136926167
2022-01-20,997908.5240000013,998051.3130000004,3433.807500116751
2022-01-21,997906.9608100012,1000056.9250000004,3441.7749964974546
2022-01-24,998022.0286800012,999994.4990000004,3411.479428384626
2022-01-25,996258.2625100012,993441.0740000004,3347.487087283426
2022-01-26,996416.9995300014,994272.7680000004,3341.75402792696
2022-01-27,995575.9892000016,992269.4470000004,3309.0969504506606
2022-01-28,994285.7612000016,985591.1610000004,3246.509270069583
2022-02-07,996511.7246400012,1003518.9900000005,3350.5209452201934
2022-02-08,997027.9705800012,1007530.5150000004,3378.481249708121
2022-02-09,996859.4600600012,1007216.9730000003,3377.1664876476902
2022-02-10,997077.125240001,1008014.4360000005,3377.7278755895945
2022-02-11,997386.885240001,1017004.4360000005,3409.4326343809835
2022-02-14,995544.196780001,1001425.8670000004,3312.286041189932
2022-02-15,995135.6083000012,994146.5670000004,3293.0611310885915
2022-02-16,996034.3381000012,998515.3930000004,3321.1283799561015
2022-02-17,995758.340110001,999248.1410000004,3328.8860972306547
2022-02-18,996943.3741100013,1004879.8790000004,3372.1718582169715
2022-02-21,996858.1318800012,1002420.5080000004,3356.44463643581
2022-02-22,996965.0518800012,996732.1870000004,3311.956148134311
2022-02-23,996379.7525200011,995394.9710000004,3311.428244524354
2022-02-24,996104.6605200012,986815.7830000004,3244.820763087844
2022-02-25,995823.5795200012,984404.7650000002,3241.2118806332605
2022-02-28,995791.0455200012,984351.794,3235.995096436744
2022-03-01,996846.1145200012,986902.8270000002,3270.674730304021
2022-03-02,997210.315520001,981722.805,3232.791248307103
2022-03-03,998428.5385200012,984169.89,3245.5858590575817
2022-03-04,998134.651520001,976644.921,3196.330686965862
2022-03-07,998263.769520001,962522.1160000002,3070.4438892261714
2022-03-08,997029.7845200008,952751.625,2983.6299444262827
2022-03-09,995251.6765200008,945511.3640000004,2914.86092560594
2022-03-10,995134.8045200008,946444.2780000004,2934.870078924018
2022-03-11,995508.1465200008,946700.1690000002,2957.7637416522675
2022-03-14,995591.1525200008,935043.0490000003,2870.3770139634794
2022-03-15,990262.857520001,918659.2180000003,2703.7404847522535
2022-03-16,991428.503520001,936640.8090000004,2865.3941997851775
2022-03-17,992734.197520001,943514.9330000004,2963.373931723719
2022-03-18,998033.6595200008,953230.8770000004,3056.1662541446785
2022-03-21,996639.101520001,945370.5530000004,3002.932657731284
2022-03-22,998687.528520001,948316.4510000004,3027.45000700509
2022-03-23,998632.873520001,948972.2630000004,3027.858683977023
2022-03-24,998058.690520001,948535.0560000004,3034.715359828141
2022-03-25,996954.3035200008,945582.8620000004,2980.0538924952134
2022-03-28,997785.0165200008,946132.7600000002,2972.8185214589266
2022-03-29,997108.4765200008,945336.6400000002,2974.82319151917
2022-03-30,1001100.7745200008,951603.5460000002,3067.854901228226
2022-03-31,1001296.4305200008,953043.2370000002,3074.600523046747
2022-04-01,1003673.8105200008,954845.878,3099.2208004483255
2022-04-06,1004425.3525200008,956133.454,3107.9371409891182
2022-04-07,1001069.4655200008,953054.9840000002,3052.9724466445623
2022-04-08,1003861.8065200008,954998.6320000002,3068.887918554149
2022-04-11,1002179.1345200008,950046.2010000002,2979.251295941717
2022-04-12,998941.2005200008,951471.9780000002,2988.048895530753
2022-04-13,1001903.7045200008,950666.6980000002,2972.7445944052674
2022-04-14,1007548.0265200008,951360.4550000002,2996.459020221361
2022-04-15,1009660.6325200008,953291.1780000002,3044.08181945547
2022-04-18,1004400.4755200008,945356.8040000002,2889.446971465932
2022-04-19,1004851.6635200006,943701.8530000002,2823.3849063652915
2022-04-20,999698.7815200008,941380.0170000002,2780.1950684163826
2022-04-21,999934.2275200008,941154.3200000002,2761.1630785037128
2022-04-22,1001507.2995200006,943188.629,2805.9934619156584
2022-04-25,995753.1225200006,935942.797,2598.1271657404377
2022-04-26,999295.7815200004,934553.4470000002,2557.368654555644
2022-04-27,994524.7275200004,934584.228,2547.8074067155467
2022-04-28,1001360.0865200006,937068.991,2623.4919908466813
2022-04-29,1003484.7075200004,938425.572,2671.780367066735
2022-05-05,999739.9125200004,937434.021,2645.6943445570446
2022-05-06,991854.9695200004,935207.57,2566.4146546490447
2022-05-09,990928.9055200004,934150.34,2506.522626441881
2022-05-10,992247.5165200004,934719.26,2529.754681735394
2022-05-11,988290.7865200004,934902.096,2554.9874842385466
2022-05-12,986836.5875200004,934755.898,2525.3381590622516
2022-05-13,994537.7905200004,935988.765,2561.991313687947
2022-05-16,996410.1965200003,935445.534,2541.235137533274
2022-05-17,996791.2355200005,935748.3589999998,2610.5749311166114
2022-05-18,995113.3755200004,935314.3589999998,2607.865035258955
2022-05-19,997762.3335200005,934923.6699999996,2585.894550039696
2022-05-20,997688.9825200004,936467.1109999996,2684.307336664642
2022-05-23,990210.0395200002,935950.1769999996,2659.1355251482746
2022-05-24,990187.0625200002,934339.2249999996,2604.962032410218
2022-05-25,990657.2045200004,934391.5639999995,2607.6687059263063
2022-05-26,992881.6365200004,934676.8899999995,2606.742446177556
2022-05-27,992618.5485200004,935571.1869999996,2639.1500490356325
2022-05-30,988141.2595200002,935854.4429999996,2635.2060897585575
2022-05-31,986045.6285200004,936492.5689999996,2667.0613178910007
2022-06-01,987491.4345200004,935883.6639999996,2661.1875029187877
2022-06-02,983937.8315200004,934558.7999999996,2627.952972493345
2022-06-06,981261.1385200004,934948.0439999996,2641.774762994443
2022-06-07,984502.8005200004,936216.2389999996,2669.6332134684535
2022-06-08,982507.4175200006,936233.3449999996,2688.1944146079486
2022-06-09,987495.7295200004,935938.4399999996,2701.8869845421004
2022-06-10,985517.2655200004,936073.5909999995,2708.221827861579
2022-06-13,979371.0055200008,933623.7249999996,2638.7831691028814
2022-06-14,984196.4545200006,937866.9439999996,2690.7402979498434
2022-06-15,992135.2085200006,942246.9609999995,2767.083173772942
2022-06-16,987753.2115200008,937671.799,2723.1720917199837
2022-06-17,988204.3725200008,940005.831,2731.1665810488958
2022-06-20,993144.7335200008,940500.766,2732.212627842899
2022-06-21,995581.8125200006,943527.661,2758.377667771914
2022-06-22,991473.1845200006,939964.4399999998,2706.094708821744
2022-06-23,997650.7285200004,942736.3539999998,2762.4098911875963
2022-06-24,993882.9535200004,940727.169,2763.4267034044738
2022-06-27,998800.1685200004,945887.056,2836.0247980198947
2022-06-28,995468.4275200004,945943.7559999998,2835.1870826133654
2022-06-29,1005913.5655200002,940946.4689999998,2819.257600523047
2022-06-30,1009066.2755200004,951185.3559999998,2896.23219539532
2022-07-01,1011920.5285200002,955728.8929999998,2891.1621911922666
2022-07-04,1010623.0585200002,960713.279,2909.633587073273
2022-07-05,1005219.7715200002,957787.5029999998,2888.6765049269125
2022-07-06,993465.7665200002,951837.819,2817.5547097557555
2022-07-07,992795.8285200002,952023.295,2808.1224489795923
2022-07-08,994647.24252,966255.76,2820.7754168028778
2022-07-11,990498.1315200004,958039.831,2784.7191425769392
2022-07-12,994426.31952,944936.122,2757.784430019147
2022-07-13,999726.97852,941352.764,2711.852846401718
2022-07-14,997641.55052,942807.488,2675.997384766263
2022-07-15,981636.62852,915359.1660000002,2564.9980385746976
2022-07-18,995793.12752,939778.495,2632.6666510997984
2022-07-19,994649.72352,933568.26,2627.3387661700835
2022-07-20,991991.83052,932199.172,2633.5589595105776
2022-07-21,979098.07152,922044.1120000002,2612.3070564610284
2022-07-22,977682.18752,920729.2140000002,2620.046840704245
2022-07-25,982693.6545200002,924147.3470000002,2624.8427123709894
2022-07-26,995317.54352,921152.4070000002,2624.246765983281
2022-07-27,995582.56652,917314.5330000004,2612.4238546677248
2022-07-28,992165.09552,909789.7320000004,2595.734974081166
2022-07-29,984233.78852,890881.0800000002,2541.7985336010834
2022-08-01,978709.39652,889226.7900000003,2514.163872413954
2022-08-02,971182.62152,867721.5280000003,2456.290524447765
2022-08-03,960545.75052,861497.6610000002,2422.0403493205063
2022-08-04,961354.69552,870299.9010000002,2472.115443889226
2022-08-05,963782.03052,879563.9830000002,2522.211740531453
2022-08-08,961243.25252,880391.9060000002,2510.5994489328914
2022-08-09,961260.0755199996,871795.8110000002,2485.5919301358986
2022-08-10,956614.2305199996,866464.8640000003,2460.441180591229
2022-08-11,966250.5665199996,882491.0040000002,2532.8166534348293
2022-08-12,970858.3425199996,889682.8860000003,2537.636202307009
2022-08-15,970415.2995199992,880494.6560000002,2502.8982860878905
2022-08-16,970845.9495199992,879564.6560000002,2504.0136832765143
2022-08-17,980797.2108499992,884773.9390000002,2528.9786111240833
2022-08-18,975832.4651199993,874922.1290000002,2494.097277354878
2022-08-19,983029.5063199992,873561.5280000002,2499.5434549105685
2022-08-22,982214.5910399992,872557.9600000002,2481.029141175921
2022-08-23,976731.1713299992,859635.4930000002,2448.2434035399056
2022-08-24,971388.9255499992,846516.2630000003,2422.402605893616
2022-08-25,979833.9005199992,854545.2520000002,2474.700135431747
2022-08-26,976885.7517599992,853750.0630000002,2459.7696259281743
2022-08-29,975039.8400399992,845262.9080000002,2433.718068463083
2022-08-30,980372.3536299992,844451.9230000002,2446.6081819455467
2022-08-31,987294.6579199992,855650.9860000001,2514.2069770700036
2022-09-01,987079.6055999992,855121.7750000003,2487.773875682996
2022-09-02,981284.7527599992,846652.6090000002,2468.9730537523933
2022-09-05,983767.477759999,815185.6050000002,2452.0857423060756
2022-09-06,991594.586139999,809687.0420000002,2437.3759865502266
2022-09-07,988800.279739999,807314.5510000002,2420.1197403446504
2022-09-08,990599.315899999,795689.3816000002,2415.8082473263903
2022-09-09,1007579.8927699992,815508.3286600002,2494.363470788773
2022-09-13,1003824.4166899988,818069.2288600003,2532.526969597908
2022-09-14,1001823.462999999,807213.8683800001,2507.298790454397
2022-09-15,1011907.8412799992,805840.7766400002,2551.248960911596
2022-09-16,993408.4194199992,785016.9239600003,2471.6910288142717
2022-09-19,993501.4066799992,782904.8967800002,2473.242749731472
2022-09-20,982252.3434099992,778285.6138400002,2439.762667538411
2022-09-21,985400.0312099992,772292.5738600001,2427.870219025825
2022-09-22,978994.1226399991,760966.9285400002,2402.088450941017
2022-09-23,979089.6951199992,757905.2270600002,2409.356839303227
2022-09-26,974536.0225499992,745013.8698500003,2371.590482417223
2022-09-27,977580.8547999992,755335.9117200002,2393.944706486713
2022-09-28,972993.9531299992,744141.7771000002,2371.297109232709
2022-09-29,966947.7920599992,743638.1218500002,2358.5507402045487
2022-09-30,977303.5780099992,746217.1437700002,2385.0523046747303
2022-10-10,979833.0477199992,724975.4878100002,2300.256059403166
2022-10-11,973221.7474199992,720494.4858200002,2279.350908326717
2022-10-12,983638.9640799992,727685.9344300001,2270.428431326764
2022-10-13,976553.4646899994,733438.0747700002,2240.506841638257
2022-10-14,974192.7561799992,768510.2434700002,2335.5494325876803
2022-10-17,974363.6897099994,777901.9048800002,2354.6589922009994
2022-10-18,968878.9588099992,779147.1105900002,2342.267267547751
2022-10-19,967290.6001799994,767341.0544800003,2311.166814551908
2022-10-20,963538.2080799992,768512.2245300002,2303.861439312567
2022-10-21,965305.6757499996,779201.2859700003,2298.9760892915515
2022-10-24,953149.2205299994,752899.5034500002,2208.6155606407324
2022-10-25,953659.3783599994,755193.8371900002,2205.9379348993602
2022-10-26,946905.3621099996,770420.3463100003,2213.8627002288326
2022-10-27,950987.8798199994,770828.8055900004,2218.225937514594
2022-10-28,941729.3441699996,753637.9637300002,2164.5048335123524
2022-10-31,912905.8360599997,772572.1941100003,2151.1160042964557
2022-11-01,922711.0911099996,799226.4353900001,2242.914210993322
2022-11-02,931904.7901899996,820458.8780100002,2269.5070284406665
2022-11-03,927283.5134699994,808611.0006300003,2247.7941904450568
2022-11-04,936177.2151399994,828634.9272800003,2303.2029608181947
2022-11-07,935224.3766499996,822156.5963100003,2305.3008919815065
2022-11-08,932459.9237899992,805095.5508200002,2284.9854294120396
2022-11-09,936306.4927499994,806430.1220800002,2288.7359547938167
2022-11-10,935983.7602199994,798167.0055600002,2283.123990099472
2022-11-11,965226.8486099996,798300.2926100002,2377.3002381730726
2022-11-14,972862.5593299996,813089.1950100003,2474.6848176341473
2022-11-15,973488.0920899996,814195.4048000003,2484.9352729650213
2022-11-16,965268.7219899996,817258.9957200002,2481.591229626862
2022-11-17,964902.6099499996,814618.4368400002,2439.442815112315
2022-11-18,961166.7643199996,840186.0426700002,2430.7040115817495
