date,account_value
2021-11-15,941065.4710800003
2021-11-16,932245.0210800002
2021-11-17,931725.6410800003
2021-11-18,919201.0310800002
2021-11-19,930692.9910800002
2021-11-22,923340.2710800002
2021-11-23,926487.8110800002
2021-11-24,928132.5410800002
2021-11-25,923745.6210800003
2021-11-26,899014.7410800002
2021-11-29,876664.5810800003
2021-11-30,867326.3110800002
2021-12-01,885004.1710800003
2021-12-02,894295.1110800003
2021-12-03,906732.6310800003
2021-12-06,908622.0610800002
2021-12-07,916480.1210800003
2021-12-08,921270.6810800002
2021-12-09,937308.7510800003
2021-12-10,934449.0310800002
2021-12-13,919776.0210800002
2021-12-14,903069.1710800003
2021-12-15,897621.6810800002
2021-12-16,899218.5610800002
2021-12-17,889301.9910800003
2021-12-20,887367.4710800002
2021-12-21,897449.0110800003
2021-12-22,892506.3110800002
2021-12-23,894528.5410800002
2021-12-24,894738.9010800003
2021-12-27,899976.2710800002
2021-12-28,899611.1310800003
2021-12-29,889316.7010800003
2021-12-30,900141.4610800003
2021-12-31,901143.5310800002
