date,account_value
2021-03-11,1393040.4400400007
2021-03-12,1401569.3600400009
2021-03-15,1373854.1200400009
2021-03-16,1380908.2400400008
2021-03-17,1384306.3200400008
2021-03-18,1400193.0400400008
2021-03-19,1362745.5200400008
2021-03-22,1397568.0000400008
2021-03-23,1381393.5200400008
2021-03-24,1345956.880040001
2021-03-25,1330830.0400400008
2021-03-26,1357347.9200400007
2021-03-29,1356276.8000400008
2021-03-30,1377077.5200400008
2021-03-31,1333081.4400400007
2021-04-01,1343168.4400400007
2021-04-02,1345852.3600400009
2021-04-06,1341818.4400400007
2021-04-07,1335155.0800400008
2021-04-08,1329105.1200400009
2021-04-09,1311256.4400400007
2021-04-12,1285818.4000400007
2021-04-13,1285694.160040001
2021-04-14,1283395.5200400008
2021-04-15,1279451.2800400008
2021-04-16,1289452.4800400008
2021-04-19,1327976.4400400007
2021-04-20,1320933.3200400008
2021-04-21,1322920.4400400007
2021-04-22,1314936.7600400008
2021-04-23,1335521.9200400007
2021-04-26,1304917.640040001
2021-04-27,1295053.8000400008
2021-04-28,1294577.3600400009
2021-04-29,1325308.4000400007
2021-04-30,1309557.1200400009
2021-05-06,1315354.9200400007
2021-05-07,1316416.0000400008
2021-05-10,1310330.0800400008
2021-05-11,1302585.0400400008
2021-05-12,1299541.8800400007
2021-05-13,1277411.4400400007
2021-05-14,1333948.3200400008
2021-05-17,1344667.9600400007
2021-05-18,1345029.9600400007
2021-05-19,1331811.9200400007
2021-05-20,1341847.4000400007
2021-05-21,1312354.2800400008
2021-05-24,1328380.2400400008
2021-05-25,1381032.8400400009
2021-05-26,1393791.8400400009
2021-05-27,1396324.5200400008
2021-05-28,1399283.0400400008
2021-05-31,1392080.680040001
2021-06-01,1394034.9600400007
2021-06-02,1384752.9600400007
2021-06-03,1367034.640040001
2021-06-04,1379359.640040001
2021-06-07,1377399.6000400009
2021-06-08,1375470.2400400008
2021-06-09,1367937.9600400007
2021-06-10,1356601.160040001
2021-06-11,1337654.680040001
2021-06-15,1313754.640040001
2021-06-16,1310903.7600400008
2021-06-17,1303466.3200400008
2021-06-18,1301971.9600400007
2021-06-21,1284394.680040001
2021-06-22,1321214.8800400007
2021-06-23,1313532.640040001
2021-06-24,1317136.4000400007
2021-06-25,1348986.8000400008
2021-06-28,1321371.680040001
2021-06-29,1296402.9600400007
2021-06-30,1315949.160040001
2021-07-01,1325415.2800400008
2021-07-02,1265066.680040001
2021-07-05,1251936.9600400007
2021-07-06,1261966.8800400007
2021-07-07,1259155.2400400008
2021-07-08,1213025.160040001
2021-07-09,1211082.2400400008
2021-07-12,1220315.7600400008
2021-07-13,1219720.9200400007
2021-07-14,1192949.4800400008
2021-07-15,1223179.0000400008
2021-07-16,1218013.680040001
2021-07-19,1217889.4800400008
2021-07-20,1212768.5200400008
2021-07-21,1209832.0000400008
2021-07-22,1241052.4400400007
2021-07-23,1236547.9600400007
2021-07-26,1190827.0400400008
2021-07-27,1150219.640040001
2021-07-28,1162331.0800400008
2021-07-29,1176053.3200400008
2021-07-30,1146104.160040001
2021-08-02,1195656.8400400009
2021-08-03,1210900.200040001
2021-08-04,1220273.0400400008
2021-08-05,1211061.3200400008
2021-08-06,1221223.2400400008
2021-08-09,1260370.0800400008
2021-08-10,1278071.640040001
2021-08-11,1279924.640040001
2021-08-12,1270596.4000400007
2021-08-13,1283756.3200400008
2021-08-16,1263541.3200400008
2021-08-17,1242016.640040001
2021-08-18,1301173.4400400007
2021-08-19,1264939.200040001
2021-08-20,1251888.680040001
2021-08-23,1273268.1200400009
2021-08-24,1275637.8400400009
2021-08-25,1251013.160040001
2021-08-26,1229217.680040001
2021-08-27,1242736.8400400009
2021-08-30,1199962.0400400008
2021-08-31,1227236.7200400007
2021-09-01,1291749.640040001
2021-09-02,1300113.3600400009
2021-09-03,1296003.1200400009
2021-09-06,1301989.0400400008
2021-09-07,1323875.9600400007
2021-09-08,1308255.160040001
2021-09-09,1303967.680040001
2021-09-10,1332058.0000400008
2021-09-13,1321273.3600400009
2021-09-14,1285467.200040001
2021-09-15,1270830.3200400008
2021-09-16,1255307.5200400008
2021-09-17,1260956.9200400007
2021-09-22,1232315.640040001
2021-09-23,1236858.4800400008
2021-09-24,1227660.1200400009
2021-09-27,1217824.9200400007
2021-09-28,1240696.8000400008
2021-09-29,1245847.9200400007
2021-09-30,1232301.0800400008
2021-10-08,1253080.6000400009
2021-10-11,1273443.9200400007
2021-10-12,1257988.2800400008
2021-10-13,1253838.9200400007
2021-10-14,1248846.9600400007
2021-10-15,1258792.3600400009
2021-10-18,1238592.160040001
2021-10-19,1253257.200040001
2021-10-20,1243909.8400400009
2021-10-21,1259049.0000400008
2021-10-22,1273784.6000400009
2021-10-25,1277169.9600400007
2021-10-26,1277797.6000400009
2021-10-27,1255535.2800400008
2021-10-28,1236780.8000400008
2021-10-29,1248405.4000400007
2021-11-01,1252342.0000400008
2021-11-02,1217648.6000400009
2021-11-03,1211435.8400400009
2021-11-04,1213009.8000400008
2021-11-05,1213781.0400400008
2021-11-08,1209271.200040001
2021-11-09,1201062.0800400008
2021-11-10,1185556.5200400008
2021-11-11,1228124.0000400008
2021-11-12,1214411.7600400008
2021-11-15,1219393.0800400008
2021-11-16,1198963.200040001
2021-11-17,1192290.160040001
2021-11-18,1183505.5600400008
2021-11-19,1199840.4400400007
2021-11-22,1193394.8400400009
2021-11-23,1202710.6000400009
2021-11-24,1199008.0000400008
2021-11-25,1195618.7200400007
2021-11-26,1175658.8800400007
2021-11-29,1166104.160040001
2021-11-30,1159908.4400400007
2021-12-01,1173624.8400400009
2021-12-02,1189847.8000400008
2021-12-03,1199405.2400400008
2021-12-06,1220746.0800400008
2021-12-07,1241941.0400400008
2021-12-08,1242177.0400400008
2021-12-09,1260319.0000400008
2021-12-10,1251832.7600400008
2021-12-13,1252636.9600400007
2021-12-14,1228759.2400400008
2021-12-15,1226838.8000400008
2021-12-16,1235823.2800400008
2021-12-17,1222782.680040001
2021-12-20,1212688.4400400007
2021-12-21,1218286.9200400007
2021-12-22,1206013.4000400007
2021-12-23,1213095.3600400009
2021-12-24,1203872.8000400008
2021-12-27,1203598.200040001
2021-12-28,1210240.0400400008
2021-12-29,1181024.640040001
2021-12-30,1193877.2800400008
2021-12-31,1192996.8400400009
