date,td3,sac,ppo,sse,ewtf,our,van
2020-07-15,1133909.384,1047918.1780000002,1016231.8799300006,1106080.8427416517,1045989.8319999998,1095830.7279999997,1023892.9857800006
2020-07-16,1065229.0470000005,1023746.6030000002,1008024.7396600008,1067861.3139017618,1021786.2389999998,1041249.5169999998,1013133.1924700006
2020-07-17,1057994.0770000005,1022682.861,1009227.152220001,1065044.648680667,1023719.4799999996,1042059.1869999996,1013599.8545900002
2020-07-20,1114709.81143,1041145.1540000002,1019582.8345400008,1128877.6863356575,1048223.6559999996,1097580.8289999997,1020832.4926700004
2020-07-21,1105520.9952700003,1037130.8510000004,1017337.0326500004,1108507.4132203816,1049038.0409999995,1090060.6789999998,1020198.85285
2020-07-22,1100674.30239,1037908.6730000004,1016964.6507800004,1100073.037646015,1044202.3999999998,1084418.7629999998,1019225.7250200004
2020-07-23,1104940.9375200004,1035990.4710000004,1019319.1700400003,1095100.8592094183,1053738.9049999998,1090405.0169999998,1021728.7126100004
2020-07-24,1057814.5386800002,1023866.3250000004,1012143.2199000004,1062617.5939496525,1041366.1289999996,1046993.6697599996,1015087.5055700004
2020-07-27,1063417.9220800002,1038864.5250000004,1015408.1546400002,1063078.2536986258,1055676.7059999998,1058713.0997599997,1019061.3649100006
2020-07-28,1059987.6289500005,1031820.3080000002,1014984.6485500002,1060622.3800511966,1049405.8849999998,1056015.8597599997,1017355.4284000006
2020-07-29,1097275.4952000005,1051756.2810000002,1020543.96377,1079807.5342840431,1074468.2329999998,1090166.9697599998,1027449.2121500006
2020-07-30,1088573.4892000002,1037038.7290000004,1021840.22256,1068936.1590902924,1078973.921,1088224.6597599995,1026181.8142300008
2020-07-31,1091176.8544600003,1044544.5540000002,1021992.21798,1070253.077271198,1092075.4929999998,1089410.5197599998,1028148.7058600008
2020-08-03,1109423.27948,1048589.1910000003,1025247.32947,1082770.0893639757,1123216.7369999995,1107298.6297599997,1033010.3282700006
2020-08-04,1122712.5309800005,1047440.7290000004,1027012.34144,1106106.390002392,1130631.221,1121647.3697599994,1035055.4755800008
2020-08-05,1108510.9649200002,1055209.2940000002,1024695.76126,1090485.1081704148,1149789.528,1107849.0597599996,1035063.0365400004
2020-08-06,1133015.9031900002,1080978.6780000003,1026088.80483,1096006.67672876,1160241.3889999995,1120193.1897599995,1042637.8275000004
2020-08-07,1132416.3298400005,1079838.4760000005,1028066.64662,1085382.7839797272,1124266.012,1123731.9897599996,1043722.2880700004
2020-08-10,1171644.3768200006,1098775.2990000003,1033635.11434,1096689.2480396482,1105754.434,1157624.5897599997,1053242.5228700002
2020-08-11,1134798.99081,1070512.7100000004,1026022.6908899996,1084500.3109637853,1090789.258,1127453.3497599994,1041887.38216
2020-08-12,1134200.77832,1067089.7220000003,1022885.3792899998,1083864.4109431498,1076706.4,1120481.1697599995,1041755.94302
2020-08-13,1130760.9422600002,1057421.8050000002,1022374.94294,1078856.911617397,1080558.835,1116383.8497599994,1039279.3033700004
2020-08-14,1151155.0827700002,1064457.0850000004,1025111.7069,1099011.0074264638,1081940.191,1138569.1097599997,1042937.7801500002
2020-08-17,1195018.5526500002,1096011.2240000004,1032929.8160200004,1138778.0057785828,1111450.519,1180290.7597599996,1054909.7874000005
2020-08-18,1195173.3598900002,1097243.7440000004,1033724.65174,1127370.0790541265,1096975.268,1183329.7197599995,1054483.11557
2020-08-19,1164101.1115500005,1025996.2400000005,1025982.2520700002,1097861.4633703628,1061022.295,1151514.0497599996,1044439.2256699998
2020-08-20,1134859.6958400002,1003896.0800000004,1017784.0583800002,1085037.7719439024,1059329.9999999998,1121809.8497599994,1035170.6053300002
2020-08-21,1152889.5847200002,1009382.3290000004,1021994.0964100003,1094621.1128338354,1057056.7359999998,1138359.4997599996,1039269.4539700004
2020-08-24,1157292.80435,1003432.4780000004,1029613.8178000004,1094826.7074559843,1057934.5129999998,1150054.5097599996,1040228.4742100004
2020-08-25,1150817.6650100003,991049.7330000002,1027620.2830300002,1096222.5351371244,1051247.2739999995,1142737.0297599996,1036980.8795300004
2020-08-26,1126060.9038900002,976768.2050000004,1022477.3031400002,1077998.8638142203,1040035.1519999998,1122687.9697599995,1030076.0548300004
2020-08-27,1140298.2348900004,986312.9230000004,1026491.7218300002,1079038.7896886603,1037540.7641599998,1134753.6197599994,1034451.08098
2020-08-28,1174192.7823100002,1005859.4790000004,1036061.8023900004,1102402.385620452,1072632.2041599995,1167655.1797599995,1044549.8567200002
2020-08-31,1159625.8636500002,992120.7090000004,1031575.2633600004,1087528.9310473944,1056275.9641599995,1152168.4697599995,1039606.1942700002
2020-09-01,1175445.5137900005,999175.1640000005,1035573.1977900004,1089861.8991029302,1052041.9641599995,1166654.6097599997,1043252.1079300002
2020-09-02,1172844.7537900005,990152.5050000004,1034352.4576500003,1083904.450339317,1044965.2441599998,1164827.5797599994,1042041.78793
2020-09-03,1159050.7637900002,981946.9890000004,1031003.6468000006,1075103.5725576428,1037495.67628,1152594.4671699996,1038565.7677
2020-09-04,1146254.4637900004,972833.6010000004,1028793.4481900004,1066742.4371884775,1030112.7921199998,1141349.67911,1035061.97252
2020-09-07,1108963.6037900003,948400.3530000004,1016341.8035000004,1058326.6462718896,1011145.6027199996,1104120.2738699997,1024984.4538
2020-09-08,1140074.3237900003,969961.4750000004,1022731.7773900004,1084899.1045307156,1031964.70913,1129626.5541599994,1033938.57712
2020-09-09,1125710.4437900004,959340.2750000004,1017023.3458300002,1072427.724357435,1009796.6958099996,1112655.0932299998,1029933.6622400002
2020-09-10,1130957.4737900004,960293.2310000004,1019262.03814,1073629.195612724,1009484.2922799998,1121554.1128,1031991.7633400004
2020-09-11,1153764.7037900002,963430.1730000004,1027843.0179300004,1085458.0438712845,1011470.1232299996,1145067.26273,1036364.2413700002
2020-09-14,1166324.4737900002,963417.0700000004,1034631.6650600004,1100750.4239141543,1014961.41966,1157250.0969899995,1038892.83189
2020-09-15,1170036.5937900003,969091.9670000004,1033985.4265000002,1113601.7649649293,1033946.11339,1156354.77295,1041527.7524099991
2020-09-16,1167394.1137900003,964406.7850000004,1035154.5668400002,1102000.8518942562,1013223.58248,1158684.5080499996,1038502.4676399992
2020-09-17,1160632.1037900003,944405.2521800004,1032712.30109,1102424.3423276723,1008615.5581199998,1151093.18175,1035154.5852799992
2020-09-18,1202316.7237900004,986503.8221800004,1041486.38827,1148400.2522056762,1046631.0731199996,1187085.6315299997,1049339.909159999
2020-09-21,1186420.0537900005,984009.6521800004,1038046.41839,1128868.8103456227,1036457.82711,1175553.2967299998,1045294.7267999992
2020-09-22,1171150.7137900004,965060.7521800004,1031897.1037,1106508.809555937,1025829.5945499998,1159838.3910899996,1040713.7664699992
2020-09-23,1182405.92379,954235.7021800004,1038399.2388,1106555.9473819267,1042307.9810499996,1176590.3269899995,1039473.128079999
2020-09-24,1150964.76379,943209.2521800004,1024095.54047,1083126.3159740367,1028267.0775499998,1143676.1674699995,1034206.854899999
2020-09-25,1161998.4237900004,953199.9321800004,1025879.03313,1090320.6041262208,1034983.5926899998,1149955.4162199995,1036087.328209999
2020-09-28,1170941.7337900004,951639.6921800004,1028704.6534299996,1095281.8632643635,1027174.7140899998,1157867.8878699995,1036349.211979999
2020-10-09,1194561.3637900003,958664.0521800003,1038374.4687799996,1103808.4593712604,1048153.16534,1184903.6653299998,1038201.0719899988
2020-10-12,1230762.6137900003,987812.2421800004,1049151.5161399995,1141504.021334313,1081218.5090199998,1214718.65709,1048777.3261599988
2020-10-13,1225826.9437900006,976540.7421800004,1046189.1035899996,1145064.2086934117,1099983.3293499998,1209717.03635,1047993.5823899988
2020-10-14,1209285.3037900005,961601.3221800004,1037106.3762399998,1139651.4197335036,1100140.5335599997,1191017.8191899995,1044220.896269999
2020-10-15,1206924.4637900004,964394.9221800003,1035294.90568,1140002.313662925,1104034.40502,1190925.663959999,1044757.9002699988
2020-10-16,1209896.9537900002,969679.8721800004,1032435.8561199995,1147217.2120647584,1119246.91902,1194987.1684599996,1047117.3269399988
2020-10-19,1190191.4837900002,966482.6821800004,1020564.5193599996,1139494.7050644634,1096271.4706899996,1173541.4021599996,1042625.640779999
2020-10-20,1185697.8737900003,951956.6721800003,1021610.3274399996,1134847.1646346685,1095277.4476899998,1173888.68474,1039863.1060099988
2020-10-21,1188582.87379,953087.6921800004,1019540.4337099998,1146427.1603688784,1100835.0588699998,1178179.7228799998,1041707.8995499988
2020-10-22,1180642.9337900004,944595.8421800004,1013793.9729199996,1139195.791483872,1080228.8959,1162849.4200199998,1037903.3580499988
2020-10-23,1161157.9937900004,934369.0421800005,1005103.0452199996,1147528.6453385465,1058245.12761,1144305.0078799997,1032610.9063399988
2020-10-26,1141474.1937900004,914724.7821800004,998933.8919299996,1130874.5006288576,1042423.7963899998,1134040.4068999998,1025768.4052699988
2020-10-27,1146896.6437900004,921749.9421800004,1004746.5049199996,1122495.4479251837,1041797.3721199998,1143346.0855,1027347.2488299984
