date,our,ewtf,td3,sac,ppo,sse
2021-06-30,1438407.0273400005,985577.6943600004,934333.4527899998,849385.00782,1161091.9004700007,1220784.476082907
2021-07-01,1445636.6273400004,989300.1243600004,938664.9027899998,853808.59782,1172955.0961700003,1234795.5128165674
2021-07-02,1364074.5973400003,936554.0643600004,913215.9327899998,828479.2178200001,1129006.0846700002,1185404.9265839215
2021-07-05,1347282.1973400004,934415.1243600004,896905.3027899999,810035.81782,1123938.8702900005,1163387.1277704448
2021-07-06,1352044.7122900004,934931.7154700004,866065.18279,810963.42782,1095394.9255100004,1161619.395367469
2021-07-07,1327970.0602500006,918596.4119700004,866530.8027899998,811222.9678200001,1082654.5896700004,1152780.0138888478
2021-07-08,1301082.1180700003,899008.6538700004,850974.5327899999,795711.8078200002,1058511.9942900005,1129458.8865243404
2021-07-09,1285339.8703300003,888473.0956700004,855490.9727899998,797165.3078200002,1055052.9309900005,1125624.5045193117
2021-07-12,1369615.9182100005,932392.9104700004,870290.3627899998,803291.5478200001,1094692.2526600007,1159144.4900628868
2021-07-13,1378349.5553200005,936561.3332700004,859377.1227899997,799303.8084900001,1098765.6898400001,1158178.5600284974
2021-07-14,1346013.6789500003,918852.5930400004,848478.4827899999,783652.87861,1087821.4670200006,1134763.9623330354
2021-07-15,1359878.3378900003,936605.4986600004,867745.4227899997,794140.2962200001,1116892.6197600001,1149709.5225103018
2021-07-16,1318526.5173600004,923001.9890600004,886317.0427899997,786971.6949500002,1119416.7662600004,1132051.4841058068
2021-07-19,1381513.9581100007,945674.6287000004,890470.7927899999,786978.8435800001,1146705.1434600004,1156117.2764268427
2021-07-20,1398050.5587100002,947658.7752000004,899371.0627899998,795005.8835800001,1150786.2296900004,1168837.21549306
2021-07-21,1361153.7042600005,946406.5498400005,931483.2527899997,796661.0989999999,1168505.6913800004,1157872.4781696715
2021-07-22,1347746.7121500005,941833.0935100004,915995.7127899999,798603.70223,1146953.8938500003,1148100.331936588
2021-07-23,1330177.7079900005,933143.1775900006,916054.9627899999,793117.8007900002,1135152.8414300005,1138339.2774361703
2021-07-26,1261631.1531200004,884020.4911800005,863283.4327899996,759997.9448500001,1070225.0636900004,1088435.4937204008
2021-07-27,1214070.1404000006,854361.9165400005,825363.8227899999,721737.4048600001,1032499.5990300004,1038198.9580246469
2021-07-28,1203949.7728000004,857921.5095400006,837921.6427899997,729940.8282499999,1039031.0759000005,1044662.3204927975
2021-07-29,1231659.5109500005,870340.9805400005,853669.5527899999,726664.4137899999,1071366.3758800006,1051746.030578648
2021-07-30,1157975.2391400004,874487.8955400004,875047.5427899997,723130.1737900001,1081891.5329200004,1029220.2304090625
2021-08-02,1152985.3031500005,890501.4795400004,888593.2227899998,745797.4718600002,1089018.1205000004,1043987.8332286247
2021-08-03,1216517.7542800005,907406.7110500004,913296.5927899998,757468.6545099999,1136379.1013400005,1079428.0674956117
2021-08-04,1219495.6260600006,905748.1812500004,909611.7327899999,749282.96281,1136386.4079900004,1072782.1211182035
2021-08-05,1218823.0013800005,906048.7630500004,901996.5527899999,747981.1188,1136645.2695900004,1072298.051924018
2021-08-06,1205515.9546800004,880468.9229100005,867938.2527899998,737917.7266100001,1097212.1812500006,1058268.0593193057
2021-08-09,1245901.6951700004,889397.0750400006,868534.17279,762732.49661,1100344.0887100005,1089578.172013708
2021-08-10,1278281.071610001,900585.1311500004,879795.8227899999,772059.2666100002,1117675.2685100005,1107563.7362935164
2021-08-11,1241295.0343400005,883795.3232800006,855237.9127899997,762765.2766100001,1080895.0434800005,1087160.0943520737
2021-08-12,1214170.1373900005,885591.2364600004,858562.3227899998,753502.85661,1080658.9378400005,1072472.9515608249
2021-08-13,1234723.2896300005,878412.4531200005,848921.5327899997,758478.50661,1072917.0623700004,1081648.6623530288
2021-08-16,1258047.4045100005,877405.8544200007,846010.5127899997,762089.67661,1073731.69127,1088867.2419125682
2021-08-17,1177201.3436000005,862103.1875000006,825807.5927899998,753310.24661,1021007.1160300004,1049126.2132856655
2021-08-18,1138951.8109100005,889322.5102100006,854062.6827899999,774036.20661,1017568.2918100005,1046585.7368551777
2021-08-19,1138036.7909100004,872236.7624300005,838153.6727899997,752866.5866100002,1016394.8457200003,1033045.9588641013
2021-08-20,1101740.7509100006,857796.8609500005,793650.4627899999,729013.72661,983307.8996500006,994445.1703478296
2021-08-23,1119080.9009100003,871140.2602700004,809308.5027899998,721627.31661,1011071.5696900004,995005.1329740863
2021-08-24,1156186.1709100006,874311.5816300004,811494.8727899998,722660.04661,1023017.9258500005,1007141.8067828964
2021-08-25,1186339.1809100003,877704.1840800006,818377.4227899999,720990.3266100001,1045346.3713200005,1018272.0207666014
2021-08-26,1177424.5809100005,856100.9754400004,788838.4627899999,703397.5566100001,1018049.4572300004,997888.8535641074
2021-08-27,1154565.3809100003,855341.6002600007,784449.4227899996,704609.70661,1016857.3236200005,996133.6418287266
2021-08-30,1151468.0509100005,843861.9823200004,771191.3727899998,692808.11661,1003411.0244000006,987449.84438399
2021-08-31,1102622.2509100004,861539.6651500004,774893.28279,709414.2766100001,988099.7008500004,982248.7710560058
2021-09-01,1142129.9509100004,899465.6008000006,808391.9327899999,753166.8466099999,1019059.2661400002,1021207.8525150494
2021-09-02,1105912.3609100005,900237.4921900005,800312.2027899997,750902.2266100001,1002474.6899000003,1008665.0714023798
2021-09-03,1143483.6709100006,903173.0123600004,804348.6027899998,754504.50661,1016839.5691700004,1022372.6842960331
2021-09-06,1173814.9009100003,927491.0159100004,838768.6227899999,781519.47661,1040377.7091700005,1050102.5955293963
2021-09-07,1205317.1809100006,933785.2853300004,842037.78279,783556.3166100002,1050529.3191700003,1062059.5932615665
2021-09-08,1202514.6709100006,925997.3685300004,834190.1427899997,774139.1566100001,1049795.7004000004,1056775.4318641059
2021-09-09,1182683.9809100004,925382.0404600004,822219.1427899997,774959.13661,1034274.9525700003,1052429.081459843
2021-09-10,1228952.4509100004,933191.6810600006,823631.3427899998,781649.30661,1054540.4946000006,1072527.4209615123
2021-09-13,1213104.9209100006,944828.2401400004,822613.5427899997,780681.99661,1053168.2975800005,1070853.188867146
2021-09-14,1189800.2609100004,921806.6291000006,810484.6127899997,768476.5866100001,1034606.2439100005,1052944.0476246625
2021-09-15,1135333.520910001,896835.6216700006,790288.2027899999,751451.9166100001,993979.0275200005,1019131.6900035389
2021-09-16,1163096.5009100004,888099.9588100006,778419.8327899998,751843.6366100002,992630.4618400005,1028262.264438578
2021-09-17,1200417.6509100003,896227.9045700005,798027.9527899998,763324.98661,1012742.7112800005,1044668.9555472935
2021-09-22,1147763.4809100006,892691.4518900005,800919.7327899998,768635.3166100001,986148.9165700002,1031248.9482839074
2021-10-08,1293512.6909100004,870952.6221500004,789878.9327899998,789796.49661,1030925.7328900003,1105824.1429168356
2021-10-11,1264476.5009100004,875333.1698300007,777026.4427899998,783975.0466100001,1021656.0379100004,1098162.1438644493
2021-10-12,1280629.3509100005,863626.0750300005,765075.7827899997,777092.6466100002,1015181.4413000004,1098916.4516336103
2021-10-13,1329844.6309100003,862137.1932600006,764292.8527899998,774042.70661,1035307.9448200003,1109353.202496987
2021-10-14,1306443.7209100004,855159.4069800007,756271.6827899998,760354.61661,1023644.4745000001,1089072.9186093854
2021-10-15,1290791.9409100006,856320.1744400004,749106.3527899998,755051.9666099999,1016955.6587000004,1080417.1702579765
2021-10-18,1247014.9109100003,857440.3496400006,741793.7727899998,748207.73661,1000277.9322800005,1063422.9071019627
