tic,date,close,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,temporal_feature_0,temporal_feature_1,temporal_feature_2,temporal_feature_3,temporal_feature_4,temporal_feature_5,temporal_feature_6,temporal_feature_7,temporal_feature_8,temporal_feature_9,temporal_feature_10,temporal_feature_11,temporal_feature_12,temporal_feature_13,temporal_feature_14,temporal_feature_15,temporal_feature_16,temporal_feature_17,temporal_feature_18,temporal_feature_19,temporal_feature_20,temporal_feature_21,temporal_feature_22,temporal_feature_23,temporal_feature_24,temporal_feature_25,temporal_feature_26,temporal_feature_27,temporal_feature_28,temporal_feature_29,temporal_feature_30,temporal_feature_31,temporal_feature_32,temporal_feature_33,temporal_feature_34,temporal_feature_35,temporal_feature_36,temporal_feature_37,temporal_feature_38,temporal_feature_39
600585.SH,2021-08-03,39.18,-1.404174242097291,41.299657518192845,35.08334248180715,41.33419358307505,-9.43018939410633,7.340807910016888,39.21266666666667,43.632666666666665,-1.0167525,1.2213092,0.68410975,-0.21706748,1.7815682,-0.2221831,0.9605957,-0.385705,0.1260895,-0.08484228,-0.6004362,-0.8353591,0.36948305,-1.2893232,-0.66974545,-0.6773668,-0.5777742,-0.22747524,-0.7911662,-0.19517191,-0.41139337,2.1517746,-0.9760163,-0.9614798,0.2061022,-0.05870539,1.1294789,0.2011063,-0.7369478,-0.57241577,0.38854337,2.9600883,0.22153038,0.27176338,0.11854752,-1.1267891,-0.32189384,1.3002043,-0.10654461,0.6112378
600585.SH,2021-08-04,39.4,-1.1655614004474444,41.10861089259784,35.16438910740216,42.021687285346836,6.766329552210518,7.340807910016882,39.129999999999995,43.4655,-1.1611577,1.1645371,0.816669,-0.15754057,2.2504866,-0.08273756,0.73241377,-0.079585694,0.09798232,0.013826595,-0.49418184,-0.62900865,0.21290694,-0.9837837,-0.3518158,-0.89523745,-0.23270132,0.15362808,-0.32511732,-0.2176916,-0.6991673,1.6542759,-1.0317509,-0.80081683,-0.39799276,0.13290925,1.1222615,-0.32990775,-1.0853453,-0.675755,0.08280899,2.7399776,0.4488414,0.1654669,-0.014429569,-1.4450115,-0.21933746,1.235841,-0.5929781,0.2415992
600585.SH,2021-08-05,40.1,-0.9094908105457407,41.20356267960671,35.126437320393286,44.17501872548048,46.68748858379673,1.6906090044240762,39.083666666666666,43.31216666666667,-0.99608094,0.93732816,0.9586721,0.036722478,2.5455134,-0.25900963,0.7066967,0.33185753,0.11163828,0.019628072,-0.36600447,-0.5053234,0.27034965,-0.5169367,-0.22775543,-0.7517996,0.02555986,0.23207751,0.025230667,-0.4641127,-0.84381443,1.1964409,-0.9793079,-0.7405478,-0.57892966,-0.011514065,1.1404412,-0.3424163,-1.2846326,-0.6401845,0.035716455,2.3355844,0.18140402,0.098746404,-0.0595026,-1.5386411,-0.4902878,1.371842,-0.41290632,0.23249239
600585.SH,2021-08-06,39.29,-0.7631165214712397,41.21233604925443,35.12466395074557,42.29465845315742,16.93338170636137,1.6906090044240878,38.99066666666667,43.150333333333336,-0.89575577,0.6556765,1.1767895,-0.05027981,2.2386868,-0.029136011,0.28454477,0.14108098,0.045505654,-0.0027600375,0.062028985,-0.44094792,0.2709829,-0.034960948,-0.030270817,-0.35339746,0.11360713,0.49018282,0.032137953,-0.4569095,-1.0413055,0.9066709,-0.908703,-0.58609223,-0.5981421,0.1006848,1.2886974,-0.4988458,-1.1619143,-0.5395778,-0.16075516,2.1408722,0.25614712,0.25315776,0.32763538,-1.2970877,-0.42071387,1.1351418,-0.6111242,0.3050321
600585.SH,2021-08-09,41.42,-0.46982479616818296,41.6283503919065,34.930649608093496,48.28311033055547,124.90548413530331,23.16493120514707,38.967,43.01016666666666,-0.746222,0.65797216,1.120086,-0.08902962,2.3659573,-0.41266418,0.29921168,0.3840266,-0.010023133,-0.009661469,0.28528863,-0.6041173,0.24606964,0.2606009,-0.025701458,-0.2376912,0.15365367,0.65590763,0.013661182,-0.4246295,-1.1166589,0.7128603,-0.77271193,-0.47379133,-0.6949892,-0.11021386,1.1030484,-0.48702896,-1.1113312,-0.593957,-0.26349536,1.863362,-0.12958726,0.22054034,0.4595054,-1.1508267,-0.47764638,1.0744742,-0.6355338,0.076312356
600585.SH,2021-08-10,41.56,-0.22351561200005676,42.03568165831118,34.75831834168882,48.64547757373942,108.15661627212472,23.164931205147067,38.98133333333333,42.86416666666666,-0.79866177,0.9101255,1.7241374,0.03148993,1.7678193,0.14863276,0.116188034,-0.13898218,-0.24641086,-0.20118882,0.40507847,-0.5597229,0.3465315,0.32039574,0.3654665,0.28279176,0.071478955,0.59915864,-0.16853203,-0.10913375,-1.3684758,0.76508147,-0.83481574,-0.2811142,-0.465051,0.2771778,1.4116766,-0.56581813,-0.5720396,-0.54884654,-0.15102462,2.0207603,0.31577113,0.50136954,0.8230402,-0.6922543,-0.42754686,0.6495164,-0.811778,0.4187452
600585.SH,2021-08-11,41.03,-0.07027034677431487,42.35699124010527,34.710008759894734,47.34628499013282,126.15545600053352,25.83079506282574,38.98066666666667,42.7165,-0.8793883,0.8196685,1.7105019,-0.025777696,1.7361666,-0.24310337,0.021321993,0.11760773,-0.510219,0.0068314546,0.6988669,-0.9160301,0.18681665,0.65232664,0.38182902,0.42587003,0.02743008,0.59625936,0.18372223,-0.022484563,-1.3539274,0.46215615,-0.8607914,0.095692724,-0.61546504,0.010824949,1.2301555,-0.4186743,-0.42974576,-0.63942266,-0.3224506,1.4683869,0.25272238,0.32058233,0.7941632,-0.37553018,-0.18361902,0.28016832,-0.9677928,0.20709378
600585.SH,2021-08-12,40.88,0.038628597169207524,42.57967548290475,34.66232451709526,46.978941007336594,105.93446220350901,19.78387647937177,38.95533333333333,42.57266666666667,-0.8538649,0.717964,1.6127416,-0.22729038,1.6846765,-0.3734148,-0.041238796,0.29444125,-0.54611206,0.03631665,0.9689041,-1.0898678,0.08741505,0.88769585,0.46573842,0.4468278,0.03279106,0.6417163,0.23044239,0.10726978,-1.3956376,0.23834607,-0.78271526,0.27476743,-0.71926874,-0.20905855,1.0293007,-0.35777864,-0.33874327,-0.76928955,-0.49562317,1.111862,0.2337709,0.19480592,0.96568054,-0.09467607,-0.22069532,-0.09264489,-1.0334545,0.1594783
600585.SH,2021-08-13,41.15,0.14504653219994879,42.86323668189485,34.62876331810514,47.73403627263198,112.06977153009892,20.698388658262996,38.98266666666667,42.4355,-0.81156063,0.68954474,1.56918,-0.3593402,1.3801326,-0.46534023,-0.12201793,0.3600699,-0.5543424,0.0514885,1.1764247,-1.2053306,0.0036320768,0.97224545,0.456384,0.5969167,-0.10448782,0.65959436,0.13149422,0.2897821,-1.3677496,0.095441744,-0.78817046,0.4385999,-0.70894355,-0.318093,0.93120563,-0.15413554,-0.19758049,-0.7461656,-0.6916266,0.84532034,0.29203722,0.1453909,1.0855579,0.27864313,-0.13984036,-0.4206476,-0.8671111,0.17738006
600585.SH,2021-08-16,41.43,0.24910563762631455,43.18645739679173,34.64254260320826,48.5205472615482,143.72790434541207,27.743064950029634,39.02433333333333,42.30733333333333,-0.99011666,0.6778031,1.3973554,-0.6154905,1.229895,-0.57507753,-0.075641945,0.5230467,-0.62926584,0.13224216,1.2116758,-1.231227,0.014545761,0.96301526,0.34618852,0.41849136,-0.10977894,0.5633101,0.20476499,0.47074002,-1.3518761,-0.033048898,-0.9164815,0.46863687,-0.7316277,-0.34982154,0.8874334,0.018052388,-0.2968107,-0.90106905,-0.6286917,0.6683856,0.32551986,0.050188832,1.1490958,0.32600033,-0.13330837,-0.639964,-0.8220855,0.20986214
600585.SH,2021-08-17,41.86,0.362096610394822,43.549190996463004,34.63480900353699,49.722515668174324,153.56334373849646,30.1548912670817,39.065000000000005,42.188166666666675,-1.1193718,0.38507265,1.135834,-1.1926402,0.85585207,-0.023568979,-0.18366317,0.4002998,-0.6390965,0.10428557,1.3631208,-0.95454234,0.07799605,1.1188455,0.32719746,0.36587068,-0.010085163,0.42840755,0.09616729,0.5483093,-1.4445194,-0.31439093,-1.0378343,0.33011442,-0.8394788,-0.39898583,0.798937,0.0071637104,-0.5734126,-1.0338422,-0.78892726,0.6307854,0.6776684,0.048898656,1.395227,0.29783607,-0.31498796,-0.737028,-0.68345547,0.48023117
600585.SH,2021-08-18,42.57,0.5031340208499699,44.001404185426,34.57759581457401,51.650759442701116,139.2350023856528,24.068038404982058,39.134,42.069833333333335,-1.1779323,0.46612525,1.0929129,-1.2028732,0.65274686,0.36441168,-0.22183625,0.39155674,-0.45435068,0.14923151,1.4522917,-0.7099633,-0.07877235,1.2309626,0.39193746,0.4634921,0.039664928,0.5736895,0.1900943,0.8076697,-1.4502732,-0.5304382,-1.1299974,0.45470184,-0.96963984,-0.34916675,0.82283074,-0.2280796,-0.5573718,-0.91901016,-0.9737642,0.54703206,0.9823663,0.082314916,1.5312243,0.48894027,-0.1344213,-0.94036406,-0.6362162,0.5742134
600585.SH,2021-08-19,41.25,0.5026005501712518,44.17697029101263,34.59102970898737,48.10265583531281,111.06574407906666,24.06803840498206,39.19133333333333,41.92933333333333,-1.3124303,0.5838368,1.1103159,-1.0883458,0.97308326,-0.0025848148,-0.09441488,0.8923547,-0.45074588,0.20976608,1.1896609,-0.7633718,-0.226451,1.3019904,0.33356377,0.22652751,0.019123502,0.46985424,0.5246289,0.7136351,-1.3538109,-0.53689057,-1.1892475,0.45981237,-1.0370136,-0.47275203,0.77594256,-0.033566933,-0.7624126,-0.953011,-0.9439129,0.43320414,0.7993487,-0.0011361539,1.3226092,0.30764243,-0.16629764,-0.7613688,-0.35930553,0.54041225
600585.SH,2021-08-20,42.15,0.5682498190107523,44.490636504777314,34.613363495222686,50.50098070600967,102.58592573219885,14.21879337546173,39.289,41.806333333333335,-0.68239343,0.82925487,1.1242096,-0.9840733,0.78365076,0.07536942,-0.21769011,0.86912245,-0.100170396,0.22028658,1.6139218,-0.64905524,-0.39362946,1.685191,0.66328853,0.5163383,0.3317513,0.67157406,0.22093628,0.7242973,-1.3985147,-0.94282985,-0.9042536,0.8135601,-0.94508475,-0.44221082,0.23419605,-0.234128,-0.41755095,-0.7329784,-1.0198172,0.21163821,0.70355415,0.053214073,1.5924824,0.5093343,-0.18042588,-0.5702785,-0.26736963,0.36701995
600585.SH,2021-08-23,41.62,0.5709294476569653,44.65619462072452,34.90180537927549,49.11817328508888,96.0552306698033,14.218793375461722,39.36966666666667,41.6825,-0.97548497,0.6422709,1.2332252,-0.9569121,0.43729258,0.2085157,-0.3033696,0.7913017,-0.2958242,0.28064126,1.668067,-0.6542408,-0.38584995,1.7916431,0.66916466,0.63440996,0.10930646,0.7212209,0.21024445,1.0037628,-1.4841715,-0.87545544,-1.0691869,0.8468677,-0.90975845,-0.3630841,0.39670643,-0.16864935,-0.27379584,-0.783771,-1.1256832,0.07080754,0.96390826,0.093937725,1.7928118,0.86598647,-0.09099667,-0.8378091,-0.15234326,0.5610592
600585.SH,2021-08-24,40.8,0.5011094479050655,44.50330020231147,35.58269979768851,47.055940953833094,69.33764160819793,8.533414738864368,39.42266666666667,41.54533333333334,-0.749508,0.51047134,0.86316574,-1.2292904,0.25639603,0.11495515,-0.46262443,0.76348835,-0.33133253,0.47839564,1.8588446,-0.6239583,-0.49520648,1.7988101,0.65615076,0.64489806,0.26467973,0.6809652,0.06690325,0.86926454,-1.3092138,-1.0899868,-0.96596783,1.0121307,-0.9040677,-0.5060043,-0.002920555,-0.16398087,-0.23690616,-0.6766248,-1.2617129,-0.15962765,0.8793035,0.009085536,1.858184,0.8374742,-0.007947385,-0.6410761,-0.19658571,0.42626774
600585.SH,2021-08-25,40.5,0.4167648959865673,44.23077075034535,36.34422924965465,46.31991388462185,46.121742797038515,3.0502107191012326,39.496,41.407833333333336,-0.3389601,0.868966,0.70730895,-1.1043586,0.16256471,0.015019913,-0.39124158,0.90145767,-0.020492166,0.40711454,1.8363893,-0.44790587,-0.61675864,1.6991451,0.81089693,0.78003705,0.43073192,0.74409133,-0.082215235,0.8348153,-1.2325041,-1.2940218,-0.8216173,1.2097206,-0.8964951,-0.44495717,-0.3308001,-0.26724327,-0.068140484,-0.4265667,-1.3016167,-0.20989616,0.70372427,0.099826865,1.9906216,0.84596616,0.04451143,-0.4373357,0.012842774,0.42625892
600585.SH,2021-08-26,39.45,0.2621728408254924,43.7010699010672,37.288930098932795,43.837271632872216,9.7706307648287,8.195748863325694,39.50666666666666,41.259499999999996,-0.27027524,1.1207649,0.2821122,-0.9594414,0.36410978,-0.6242278,-0.35193986,1.2369285,-0.043500528,0.11600583,1.4820923,-0.47566316,-0.75709856,0.9219807,0.44951597,0.44967088,0.3777447,0.56707734,0.1952269,0.67134595,-0.843289,-1.2723958,-0.9008092,1.1198863,-0.748015,-0.73207605,-0.20338503,0.02564248,-0.19442213,-0.27254418,-0.97438836,-0.1583466,0.25740537,-0.03256654,1.7212013,0.7347725,0.35591632,-0.09648827,-0.13733879,0.53073925
600585.SH,2021-08-27,39.32,0.1276956142368988,42.91422572663721,38.46777427336278,43.53839215500492,0.5832287520690208,10.987142806069702,39.529,41.108,-0.13244498,1.7494682,-0.05944589,-0.8243027,0.49775514,-0.9673321,0.04405759,1.4494797,0.418965,-0.08569489,0.8659712,-0.22271238,-0.9310773,0.17128886,0.1994602,0.36224112,0.39755994,0.4360625,0.054932855,0.5675293,-0.4447053,-1.1355704,-0.7646979,0.9977697,-0.82530564,-0.74706554,-0.28936875,0.03369095,-0.49617073,0.1091914,-0.84323347,0.11453955,-0.074014895,-0.05106494,1.5519382,0.43000892,0.55048066,0.2545596,0.3530912,0.6264699
600585.SH,2021-08-30,37.39,-0.13307937085942,43.16861843377773,38.06638156622227,39.411589136313445,-81.89068176732411,30.7144854581405,39.50666666666666,40.926500000000004,-0.23910137,1.76479,-0.25694603,-0.88574076,0.65624726,-1.1851904,0.24233623,1.651069,0.39735037,-0.074872226,0.551398,-0.36024153,-0.89378357,-0.054992486,-0.16452944,0.035317507,0.2038694,0.2448153,-0.00492812,0.6582946,-0.4228005,-0.8172906,-0.79467857,0.8316826,-0.7010672,-0.8241472,-0.43874314,0.11639821,-0.43504947,0.063794285,-0.8172987,0.03991848,-0.2068876,-0.04415161,1.5394815,0.34871942,0.4854327,0.2682018,0.6593454,0.78352004
600585.SH,2021-08-31,39.96,-0.13085943757752005,43.13798745715199,38.17501254284801,46.40892746067861,0.08022792379519794,9.311273331210874,39.56166666666666,40.78333333333333,-0.04771813,1.5153903,-0.43659973,-1.2139593,0.40923575,-0.7825101,0.50196195,1.4711419,0.8222522,-0.17001149,0.65329206,0.17814745,-0.89650947,-0.38585642,-0.23915489,0.030357396,0.26991725,0.27259132,-0.37244254,0.8005794,-0.21548654,-0.76709396,-0.95359415,0.9178691,-0.79694235,-0.8140475,-0.26036906,0.17291366,-0.5918763,0.48889703,-0.9991986,0.2513018,0.022214975,-0.010731712,1.5382026,0.45966765,0.24097928,0.9335709,0.9379116,0.6379493
600585.SH,2021-09-01,43.16,0.1276417573023494,43.489507014218624,38.19949298578138,53.34872694557636,110.82551632188226,17.133197479259973,39.713,40.68716666666667,-1.1646295,0.09696562,-0.1788495,-1.6504669,-0.23174755,-0.141067,0.18369915,0.891141,-0.21514866,-0.25176957,0.85777617,-0.19752532,-0.43192533,-0.0850306,-0.37680903,0.13571817,0.03701738,0.37570915,-0.29976234,1.0859,-0.73367304,-0.43233758,-1.3756887,0.689914,-0.7442229,-0.600466,0.33536372,0.48461115,-0.42702365,-0.024710638,-0.8541386,0.25234953,0.9915693,-0.005549185,2.0214934,0.6912238,-0.4401434,0.16539776,0.68177354,1.4982285
600585.SH,2021-09-02,43.34,0.34307555092843245,43.84902130483195,38.163978695168055,53.69762896880394,127.07972436094772,17.262870649205883,39.845666666666666,40.59616666666667,-1.2757648,-0.5023737,0.94442576,-1.592461,-0.75777936,1.5254012,-0.47296524,-0.11566653,-0.6718557,0.22342551,1.4002187,-0.00772528,-0.43748286,1.2164108,0.84286994,0.8532977,0.28408006,0.78465986,-0.23871931,0.85393924,-1.1194233,-0.6007792,-1.2705013,0.9030149,-0.961757,0.09458087,0.20143564,-0.40163752,0.2485454,-0.118644536,-1.3234982,0.15253398,2.2256687,0.33432275,2.6130712,0.710649,-0.38333607,-0.51925164,-0.17419621,1.5169151
600585.SH,2021-09-03,43.69,0.5358732462089435,44.18823686595557,38.264763134044436,54.38387084138065,123.37922638436658,12.01633495088785,40.009,40.51716666666667,-1.2310603,-0.33080047,1.2669796,-1.2307389,-0.13346437,1.3234242,-0.441023,0.3502937,-0.77345926,0.64923173,1.5845162,-0.18292177,-0.66063243,1.8099126,1.2543346,0.6775007,0.6042939,0.9260519,0.5615312,0.6469859,-1.1750525,-1.2754488,-1.1015748,1.1368569,-1.1636716,-0.17602454,-0.22018577,-0.67657965,0.20654416,-0.13965243,-1.4386504,-0.49081516,2.1750822,0.065152474,2.4696727,0.5762569,-0.48071826,-0.39732352,-0.34131742,1.3186125
600585.SH,2021-09-06,45.7,0.8411606342924287,45.0160101218681,37.8649898781319,58.07530529920437,185.15483447349197,25.450612444622735,40.29633333333334,40.477333333333334,-0.8854941,-0.24684232,1.4388536,-0.88822556,-0.15544845,1.3133087,-0.6496327,0.4219419,-0.51869476,0.59922093,1.6363674,-0.034528904,-0.8349037,2.250092,1.590521,0.9759489,0.765759,0.93254274,0.5454471,0.45135126,-1.1034423,-1.5192949,-0.93135357,1.1505088,-0.9915451,-0.08170395,-0.14172404,-0.650788,0.197539,0.041825637,-1.5421512,-0.43988094,1.9824284,0.28000084,2.5037549,0.7697488,-0.37458608,-0.16860941,-0.19060008,1.2254415
600585.SH,2021-09-07,45.27,1.0364580393801432,45.591320190164794,37.660679809835216,57.05353113799849,161.78928328115444,25.45061244462275,40.62133333333334,40.44566666666666,-0.553751,-0.18084083,1.7441362,-0.69063294,-0.26766267,1.7000172,-0.7009485,0.1451909,-0.65626675,0.7064726,2.1028173,0.1152467,-0.7144027,2.574779,2.243077,1.388786,1.1195301,0.8530829,0.06889919,0.5876692,-1.0135013,-1.5583646,-0.68198943,1.2820362,-0.78835803,0.13609947,-0.13070543,-0.83286434,0.6428781,-0.14912686,-1.4181468,-0.40500817,1.9397439,0.3737973,2.8641832,1.3421992,-0.33288163,-0.13000445,-0.6427492,1.2004834
600585.SH,2021-09-08,44.57,1.121816883373306,45.96734034707994,37.638659652920055,55.41173949938592,138.09702580757076,19.614892164077546,40.919999999999995,40.40383333333333,-0.46115756,0.022949385,1.3789247,-0.63589495,0.09660708,1.0296851,-0.5752213,0.45556757,-0.72397894,1.0190175,2.1909354,-0.07541002,-0.80350107,2.731944,2.3665462,1.3185664,1.3378575,0.8264295,0.0057435036,0.5915144,-0.82642406,-1.6940944,-0.6832771,1.4749388,-0.7761241,-0.04404548,-0.35903266,-0.7712318,0.509633,-0.30325046,-1.2379616,-0.5531182,1.4032774,0.27697235,2.8127272,1.2809002,-0.5014265,-0.12807171,-0.7050704,0.93155855
600585.SH,2021-09-09,45.97,1.287590144241186,46.5901830673979,37.52481693260209,57.9172317491985,167.6780415653579,25.340968207826865,41.275666666666666,40.4385,-0.2873688,0.39046985,1.0310986,-0.586534,-0.022672411,0.65487015,-0.48698545,0.6184744,-0.6588702,1.0421177,2.0602453,-0.015366905,-0.96651,2.511476,2.394846,1.4246,1.5906271,0.7334899,-0.17308678,0.62045634,-0.66836727,-1.7680252,-0.72608405,1.6067107,-0.8386126,-0.014848618,-0.46623015,-0.7630556,0.44961885,-0.18637972,-1.1705729,-0.3419249,1.1128925,0.22338322,2.6773806,1.0609632,-0.4659263,0.041500885,-0.54812336,0.7832493
600585.SH,2021-09-10,47.48,1.5232519281776717,47.486755565610984,37.26124443438902,60.40001993229846,240.7092398323181,41.187359226066526,41.678333333333335,40.516666666666666,-0.47948,0.24763478,1.2690879,-0.4681363,-0.234325,0.8550941,-0.551151,0.51273346,-0.7656966,1.0627829,2.0878832,-0.15710302,-0.967297,2.6062143,2.4523115,1.555288,1.4382051,0.68359566,-0.1447198,0.8510426,-0.4996254,-1.5146309,-0.648398,1.6734709,-0.78871226,0.14217426,-0.2796678,-0.5673806,0.718912,-0.33775413,-1.0907879,-0.46506932,1.3653139,0.22449252,2.8960402,1.5048432,-0.4203799,-0.37911704,-0.48115483,1.0514011
600585.SH,2021-09-13,49.38,1.8420951842170439,48.73982084293499,36.80317915706502,63.224230347073274,235.08548339806876,42.04492337741976,42.028999999999996,40.657666666666664,-0.13893455,0.33059114,1.5138748,-0.48826706,-0.2870008,1.5215137,-0.5260584,0.16952239,-0.56500906,0.93707156,2.241719,0.11640315,-0.88452315,2.548546,2.6962404,1.6221759,1.5801581,0.75918436,-0.2749712,0.99966174,-0.56102616,-1.4351155,-0.40087348,1.7173916,-0.88044024,0.25837994,-0.33769536,-0.93812734,0.9025817,-0.36064038,-1.1519719,-0.35187125,1.6710074,0.2369399,3.1714265,1.8446696,-0.3266532,-0.5978769,-0.7288875,1.137614
600585.SH,2021-09-14,48.5,2.0007091861371578,49.575780245705445,36.63121975429456,61.135195352166065,199.31951515766008,42.85086502901094,42.33966666666666,40.77616666666666,-0.15545964,0.18750906,1.7138491,-0.38631827,-0.21842751,1.438115,-0.5601923,0.17675705,-0.52271,0.971606,2.2363398,-0.04532367,-1.0036999,2.662394,2.487874,1.6169089,1.4024023,0.6629585,-0.033274557,0.98885787,-0.36741126,-1.3597722,-0.46000925,1.8360739,-0.8800942,0.21164626,-0.14107925,-0.78135526,0.9295905,-0.46755856,-1.0879513,-0.48027554,1.7481221,0.09791505,3.125546,2.1078227,-0.14114183,-0.83434707,-0.5885138,1.1852595
600585.SH,2021-09-15,45.73,1.8812106499077643,49.83247373221619,36.69052626778381,55.19646282931109,108.26127594508758,17.180328095518988,42.550666666666665,40.840333333333334,-0.11953877,0.3539517,1.263298,-0.61151433,-0.09568485,1.1091031,-0.60330325,0.43110493,-0.33989727,1.2015566,2.3656483,0.10460018,-1.1170609,2.8258207,2.6058755,1.4805636,1.5023721,0.62370783,-0.040434003,1.0421901,-0.23591651,-1.5536926,-0.43235,1.9289105,-0.945263,0.02447041,-0.49827695,-0.8554329,0.598553,-0.44157693,-1.3318956,-0.6032643,1.586574,-0.10563388,3.1179411,2.0304172,-0.22150066,-0.8559608,-0.37271214,1.0583906
600585.SH,2021-09-16,46.21,1.804438740897183,50.134992950875926,36.884007049124065,55.96329791152102,103.67486878381982,17.180328095519,42.75433333333333,40.919,-0.027073681,0.8714498,0.5110144,-0.80028206,-0.36732322,0.3473846,-0.5650191,0.70128167,-0.014100637,0.9211248,2.0742533,0.24326567,-1.0882444,2.3537889,2.1746283,1.3463688,1.3407524,0.80605984,-0.36066815,1.1962432,-0.35751402,-1.6147566,-0.5782874,1.8311073,-0.9271601,-0.097245544,-0.87520254,-0.852206,0.2068586,-0.21608871,-1.5280734,-0.3037666,1.0356975,-0.07077975,3.062774,1.2951423,-0.28218907,-0.53979856,0.21995902,0.8192499
600585.SH,2021-09-17,46.63,1.7572306783857954,50.46750256358112,36.99949743641888,56.635127390044275,89.88958926195167,12.955594199578549,42.999,40.99483333333333,-0.10561602,0.81466186,0.39350075,-0.87587,-0.60532165,0.0736796,-0.6108005,0.64506716,-0.15917517,0.96843916,2.0648117,0.12501419,-1.053662,2.1556246,1.9901549,1.2595767,1.3549563,0.64455867,-0.3514368,1.3820721,-0.1812617,-1.4546043,-0.67890084,1.8987005,-0.87625784,-0.054049794,-0.8492653,-0.7246968,0.36294433,-0.32794717,-1.4274366,-0.35308066,0.9700988,-0.16122982,2.974892,1.3921964,-0.13178897,-0.76900357,0.21070583,0.8529658
600585.SH,2021-09-22,46.63,1.7002188837870023,50.759576572863594,37.208423427136395,56.63512739004428,98.00834200326021,13.021322283245565,43.17266666666667,41.069833333333335,-0.33229145,0.6629676,0.123111874,-1.0245855,-0.72307825,-0.16893966,-0.66250604,0.6282493,-0.34612545,1.1092272,1.9386394,-0.08930984,-1.0438758,1.9750078,1.6560792,1.1557332,1.1205592,0.56003314,-0.2742892,1.3527381,-0.100442246,-1.2384264,-0.77663445,1.9243865,-0.85234,-0.08200426,-0.96520835,-0.5702669,0.33996755,-0.43425855,-1.3989456,-0.4010448,0.92611295,-0.28689826,2.8495808,1.2756727,0.0094196275,-0.93025374,0.19735505,0.8461982
600585.SH,2021-09-23,47.64,1.7167456101407979,51.11537684141468,37.536623158585336,58.27336259204598,112.36077665789541,22.134820120112575,43.37533333333333,41.178333333333335,-0.5283621,0.7099887,-0.14127481,-1.1409663,-0.6682637,-0.2712117,-0.5048306,0.7760824,-0.44032824,1.133618,1.7045751,-0.14747165,-0.8897015,1.7759596,1.4423784,0.95569056,1.0521321,0.4317761,-0.22045526,1.4058135,-0.122625686,-1.116243,-0.8437121,1.7728726,-0.96284163,-0.1605274,-1.0877702,-0.5230759,0.26984826,-0.5939851,-1.2780979,-0.42534193,0.96268123,-0.37122118,2.8239748,1.0338529,-0.06730218,-0.9028039,0.31598866,0.8929192
600585.SH,2021-09-24,43.51,1.380671158023226,51.03841331212097,37.91458668787903,50.24410759882939,24.67567308973438,7.350625467773041,43.458,41.21933333333333,-0.80833673,0.5332385,-0.1346158,-1.1818649,-0.8045915,-0.03179286,-0.2991365,0.919275,-0.6328182,1.1301806,1.5909338,-0.16406041,-0.66675264,1.6390156,1.3170124,0.97156733,0.9896881,0.5105791,-0.08129984,1.5899997,-0.23744182,-0.9585388,-0.9192957,1.6481404,-1.0328372,-0.140743,-1.0274072,-0.5506422,0.18181626,-0.7642849,-1.1307694,-0.4301017,1.1595784,-0.416669,2.9788458,0.89841735,-0.32877994,-1.1065165,0.36410546,1.0963821
600585.SH,2021-09-27,41.75,0.961231958694384,50.85639727726942,38.326602722730584,47.36693242610648,-42.67045423557233,17.296843846883892,43.487,41.22116666666667,-0.21063508,1.2023978,-0.28269425,-0.9513781,-0.8812554,-0.46737206,-0.21840568,1.1532991,0.15329963,0.5147591,1.6179907,0.19513042,-0.8568759,1.1495872,1.0547919,1.2530589,0.9069245,0.85385257,-0.33534014,1.5926249,-0.3140867,-1.363975,-0.77112734,1.669012,-0.86732537,-0.44975188,-1.1511942,-0.6502666,0.2359477,0.029473735,-1.3107183,-0.3486304,0.47723907,-0.16232932,2.9452124,0.8173112,-0.1383791,-0.24252413,0.8191848,1.065315
600585.SH,2021-09-28,42.03,0.6439934753604462,50.61789967215274,38.836100327847255,47.858331923705414,-42.73219339505091,17.296843846883885,43.516333333333336,41.2495,-0.22770558,1.2146243,-0.52800864,-1.0437303,-0.5823166,-0.8426092,-0.18096817,1.3307405,0.5248736,0.4644321,1.1883358,0.3345594,-0.8993869,0.74127054,0.86519957,0.912778,0.99960715,0.66390747,-0.31538004,1.4470502,0.03999806,-1.512335,-0.83640736,1.6419129,-1.0209707,-0.564062,-0.91283584,-0.41220304,-0.051457,0.44186726,-1.2609509,-0.43187642,0.21817666,-0.08101498,2.528842,0.59410506,-0.1508318,0.32778522,1.0726905,0.79568243
600585.SH,2021-09-29,40.82,0.29158163257334024,50.042380472541154,39.75461952745884,45.94087386438211,-65.08482805396699,21.22272560447065,43.495999999999995,41.26016666666667,-0.4167481,1.2995815,-0.84477556,-1.1249441,-0.4604403,-1.177374,-0.09709931,1.4217374,0.29383072,0.594803,0.95332515,0.12070192,-0.89655334,0.43858337,0.56637377,0.7376394,0.85400677,0.33421576,-0.29122964,1.3237339,0.11309504,-1.238612,-0.9162478,1.4304849,-0.9510275,-0.72091144,-1.1173323,-0.2777547,-0.14785554,0.38277686,-1.2959743,-0.34515992,0.039843436,-0.11579884,2.2173464,0.3466009,-0.018237207,0.54335934,1.1694105,0.86783206
