tic,date,close,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,temporal_feature_0,temporal_feature_1,temporal_feature_2,temporal_feature_3,temporal_feature_4,temporal_feature_5,temporal_feature_6,temporal_feature_7,temporal_feature_8,temporal_feature_9,temporal_feature_10,temporal_feature_11,temporal_feature_12,temporal_feature_13,temporal_feature_14,temporal_feature_15,temporal_feature_16,temporal_feature_17,temporal_feature_18,temporal_feature_19,temporal_feature_20,temporal_feature_21,temporal_feature_22,temporal_feature_23,temporal_feature_24,temporal_feature_25,temporal_feature_26,temporal_feature_27,temporal_feature_28,temporal_feature_29,temporal_feature_30,temporal_feature_31,temporal_feature_32,temporal_feature_33,temporal_feature_34,temporal_feature_35,temporal_feature_36,temporal_feature_37,temporal_feature_38,temporal_feature_39
600585.SH,2018-11-16,32.9,-0.12861052274806895,35.81333896734949,30.710661032650513,45.52431814021543,-20.69255552566068,13.694095050824961,33.60566666666667,34.75305084745762,-1.4010662,0.6029406,-0.39470327,-1.2562394,1.2092457,-1.2220708,0.78216666,0.62970424,-0.77930003,0.9662211,-0.15829995,-0.9929942,0.3559227,-0.8961063,-0.7515954,0.17909619,-0.09766575,0.03468499,0.23124795,0.50794816,-0.31929553,0.8363952,-0.8962791,0.18560618,-0.9481364,-0.8118793,0.4788879,0.01792648,-0.8640266,-1.3997478,0.015435023,1.0238426,-0.26177773,-1.1174643,0.9587585,-1.0094742,-0.07387695,-0.3056187,0.20344043,-0.059633963
600585.SH,2018-11-19,32.51,-0.2056390059875639,35.50652326565002,30.73947673434999,44.52396748122166,-98.11937159645535,24.216872461326446,33.53,34.71566666666667,0.024626795,2.5635817,-0.49543455,0.1013112,2.1071525,-1.401234,1.3748736,0.89299184,0.3687668,0.7012069,-0.34971812,-0.047583483,-0.15431798,-1.7235495,0.038031243,-0.30108342,0.8281148,-0.37572357,-0.87136865,0.6788904,-0.32506162,0.82944334,-1.2251807,-0.983748,-0.9710672,-0.29080683,-0.2787438,-0.10617641,-0.95783895,-0.519505,0.14049105,1.9331586,0.16832155,-0.6711727,0.71606076,-1.7430596,-0.15053591,1.5938255,0.52454865,-0.088731304
600585.SH,2018-11-20,32.23,-0.2857813801813407,35.499714603275365,30.666285396724636,43.80899587804662,-92.64745220262766,24.216872461326457,33.45333333333333,34.644666666666666,-0.04407088,2.5739095,-0.43961707,0.245307,1.9513777,-1.7743176,1.3333259,1.087687,0.6649554,0.1155191,-0.50346655,-0.016042106,-0.36442733,-2.1169868,-0.2643509,-0.17286673,0.62225956,-0.2660675,-1.095978,0.67924756,-0.0133719705,1.1011325,-1.0469854,-0.8714233,-0.89676523,-0.5062408,0.27814808,0.17129448,-0.8898783,-0.3259739,0.43313694,2.3378458,-0.31373873,-0.75969625,0.8461938,-1.2512866,0.029875137,1.7388594,0.92479885,0.2157405
600585.SH,2018-11-21,32.05,-0.3595491257394343,35.50645224522107,30.596547754778925,43.346100651918306,-94.51286758458231,28.935914386646903,33.348333333333336,34.56066666666666,-0.050295588,2.4502082,-0.78538656,0.10725415,1.8733222,-2.1413064,1.2063423,1.1876036,0.6139847,0.43568778,-0.5014333,-0.28707063,-0.510776,-2.1991339,-0.37457505,-0.19312389,0.4588609,-0.40840966,-1.1242958,0.7620576,0.17388427,1.0416963,-0.8137345,-0.59070814,-0.8529112,-0.8082019,-0.19446376,0.3933915,-0.6090537,-0.12914316,0.11258246,1.7522401,-0.5398996,-1.009536,0.661466,-0.9548995,0.43764195,1.5669441,1.0203023,-0.04444872
600585.SH,2018-11-22,31.9,-0.42511488043719226,35.45085053594492,30.720149464055083,42.95483344240818,-92.40035195056383,28.93591438664691,33.29533333333333,34.467999999999996,0.07348995,2.2095408,-1.0609934,0.036168553,2.2058983,-2.0613055,1.3340975,1.2508928,0.82734907,0.543244,-0.75310284,-0.30028382,-0.28745088,-2.5195756,-0.59051603,-0.3123554,0.3321015,-0.7233172,-0.99500626,0.631433,0.4905567,1.0964298,-1.0319237,-0.51899296,-0.80281436,-0.9535201,0.011039388,0.54246825,-0.6655857,0.04433431,0.09169263,1.7105268,-0.41438574,-0.98711944,-0.0028738976,-1.0966183,0.17069215,2.0151212,1.1407591,-0.34029773
600585.SH,2018-11-23,31.29,-0.5199620760055979,35.47509645277229,30.6709035472277,41.38334621684329,-106.73762906663899,33.6566136939964,33.16,34.369166666666665,0.0047249626,2.0148404,-1.2536311,-0.13173372,2.0362406,-1.9311043,1.3102201,1.1833118,0.5746996,0.78386074,-0.5278848,-0.41649058,-0.16519822,-2.3727868,-0.7545202,-0.14381243,0.18784958,-0.8249848,-1.1773041,0.69667715,0.36365718,1.2278566,-0.9268554,-0.44431058,-0.5088187,-1.1575806,-0.3460602,0.48599058,-0.36309642,-0.029824369,0.03960228,1.4914516,-0.5559106,-0.9552784,0.16527236,-0.9314236,0.107566915,2.0539608,1.1632078,-0.24717242
600585.SH,2018-11-26,31.8,-0.5479050598213888,35.39330561202018,30.832694387979824,43.181200411478365,-83.71733381304826,33.6566136939964,33.07666666666667,34.276666666666664,0.16208729,2.1100876,-1.1862555,-0.031397466,1.9766796,-1.7887913,1.3577479,1.2033055,0.82834196,0.7747621,-0.5363124,-0.35129705,-0.42784905,-2.4174576,-0.8071845,-0.10146608,0.15859163,-0.65089875,-1.233671,0.798798,0.42361894,1.2166317,-0.8527624,-0.22020277,-0.43627915,-1.1754639,-0.39022994,0.3116352,-0.23120408,0.17353807,0.05934815,1.4642473,-0.5991028,-0.93663764,0.10639469,-0.86216533,0.27877435,2.058133,1.1480722,-0.4138089
600585.SH,2018-11-27,31.47,-0.5897187627302785,35.29988436200472,30.993115637995274,42.312501715765755,-92.80336095071011,33.951529062075345,33.00033333333333,34.15983333333334,-0.36821488,1.7428873,-1.345592,-0.14271505,2.0265496,-1.8612291,1.3708057,1.2562481,0.5902368,0.81890875,-0.83722806,-0.5554274,-0.23915872,-2.4865556,-1.2868865,-0.3324162,-0.10761973,-0.7420609,-0.85838175,0.72984695,0.42198193,1.5540048,-0.87313515,-0.39325488,-0.27545455,-1.133191,-0.1309411,0.5769249,-0.31978387,-0.16668804,0.337506,1.5332483,-0.63320047,-1.0274298,0.17053968,-0.99541426,0.11468629,1.8523517,1.2470015,-0.06543525
600585.SH,2018-11-28,31.5,-0.6133698101769696,35.35553900394184,30.814460996058145,42.421436319229976,-83.4429705820664,33.951529062075366,32.910666666666664,34.058166666666665,-0.007300128,1.9002994,-1.3054154,0.01606034,2.0630915,-1.8198924,1.4248463,1.3554913,0.6608702,0.8068691,-0.63643456,-0.44875112,-0.29076847,-2.3701954,-1.1556071,-0.13505918,0.013278307,-0.78035593,-1.0399574,0.65882546,0.3210936,1.4698014,-0.88134557,-0.33247668,-0.19253024,-1.2201998,-0.38957807,0.34822372,-0.19073696,-0.025741367,0.3079766,1.5541745,-0.7275005,-0.9782795,0.095848985,-0.9739292,0.11512651,2.1324663,1.3073188,-0.15436703
600585.SH,2018-11-29,31.47,-0.6272843318119072,35.34511228007689,30.611887719923107,42.33872875665584,-60.072779881551014,23.112017833976306,32.85466666666667,33.95483333333333,-0.050187062,1.7549634,-1.257639,0.23318714,2.0990243,-1.7781603,1.3991579,1.4338459,0.60737514,0.72248095,-0.75866145,-0.50555503,-0.30213237,-2.2605095,-1.2805245,-0.014563599,-0.016357297,-0.81457984,-0.95266056,0.5655608,0.27101526,1.4706634,-0.8642751,-0.41165477,-0.023489835,-1.265911,-0.31768337,0.32174334,-0.14305438,0.03367316,0.5061116,1.5773089,-0.8605969,-0.862183,0.09643328,-0.9724472,-0.021330852,2.1314366,1.3942742,0.008527473
600585.SH,2018-11-30,31.81,-0.6040335409757631,35.153552893105335,30.535447106894658,43.627303403683406,-63.82596338574225,23.112017833976314,32.775666666666666,33.86483333333334,0.050029956,1.7919666,-1.2825935,-0.060281273,1.9665687,-1.3588227,1.4750004,1.2729105,0.52429533,0.82466,-0.64739645,-0.27905142,-0.21034743,-2.2956839,-1.1749343,-0.056623034,0.21561438,-0.674627,-0.98008883,0.524904,0.34769908,1.4834207,-0.75844777,-0.55099034,-0.010050624,-1.3457958,-0.40812704,0.07046642,-0.1319998,-0.021322655,0.49878654,1.6650246,-0.8178537,-0.9478514,0.40778434,-1.2816443,-0.094217405,2.1910021,1.19009,0.10136349
600585.SH,2018-12-03,32.54,-0.5209438091166874,34.953908132053236,30.554091867946774,46.293074534730046,-11.9080359512999,8.285261594826821,32.684,33.788333333333334,-0.45267746,1.2276622,-1.1412545,0.1282207,2.172013,-1.5031016,1.4428993,1.401414,0.31671995,0.8192361,-1.0709195,-0.644127,-0.25921842,-2.3073325,-1.5355054,-0.39850548,0.08292169,-0.54459274,-0.46739507,0.40639722,0.42645812,1.5619116,-0.6716414,-0.48616546,0.022950146,-1.3171436,-0.035989072,0.24662425,-0.06028993,-0.33395392,0.848079,1.5056702,-0.84641373,-1.1248002,0.3298609,-1.2189496,-0.09608138,1.7447585,1.0277138,0.17196882
600585.SH,2018-12-04,32.05,-0.4888424796288149,34.74681415451326,30.541185845486737,44.821320698265104,-36.64127491423221,13.764122231892955,32.65133333333333,33.70666666666666,-0.7464254,0.31265235,-0.5146856,-0.3040053,1.6417054,-0.5254621,1.1006103,0.7631122,-0.19125305,0.76512444,-0.9599909,-0.7508494,0.38271198,-2.0478292,-1.5476192,-0.16630198,0.19181095,-0.04482666,-0.1364015,0.18031481,0.19806632,1.5085241,-0.7248307,-0.50048596,0.014608429,-0.90005624,0.548541,0.22692876,0.046044715,-0.54096615,1.194552,1.5790001,-0.3541643,-0.9529624,0.94434166,-1.3965011,-0.6438047,1.1276914,0.6208352,0.85996306
600585.SH,2018-12-05,31.47,-0.5042181501796463,34.53822063952425,30.476779360475753,43.14184756159271,-64.26696455018632,19.195696284406665,32.611,33.609,-0.063223116,0.4165831,-0.5456461,0.23736854,1.8067316,-0.6951209,1.3198365,1.0876843,0.009539301,0.6403856,-0.99535453,-0.6074905,0.1585847,-2.0200095,-1.4093434,0.028053347,0.55441576,-0.08784561,-0.30545875,-0.04903193,0.098933935,1.217578,-0.4794039,-0.48127013,0.017471543,-1.2010769,0.15055278,-0.033630587,0.26793277,-0.37209842,1.2888956,1.5153043,-0.745534,-1.0945389,0.84546775,-1.374284,-0.7456296,1.7034614,0.8189214,0.645164
600585.SH,2018-12-06,31.04,-0.5447011120155381,34.22124490624953,30.442755093750467,41.93668338988807,-95.14849964012356,24.649459153486617,32.605,33.5265,0.6305833,1.2551911,-0.49445656,0.7445345,2.055242,-1.0980147,1.4869031,1.3242694,0.44428375,0.34229007,-1.0586736,-0.51297516,-0.36071998,-1.9662678,-0.9907938,0.13903297,0.9403926,-0.28757375,-0.66298074,-0.13303177,0.3335246,1.0674683,-0.14862415,-0.3007976,0.068430394,-1.4667885,-0.13949102,-0.28194615,0.41353172,-0.061542187,1.3062977,1.5496184,-1.2590407,-0.88183236,0.7087348,-1.107098,-0.43666115,2.0707266,0.8375347,0.2929079
600585.SH,2018-12-07,31.04,-0.5702066611249172,34.12603590393619,30.306964096063812,41.93668338988807,-93.15404330259777,25.524181703284615,32.58833333333333,33.4475,0.67773163,1.7138673,-0.7387193,0.54034454,2.2093184,-1.3043834,1.5835624,1.200887,0.6380547,0.45795432,-1.1173327,-0.365503,-0.4306348,-2.2714953,-0.8116623,-0.17279637,1.0290823,-0.47451392,-0.8038222,-0.07263999,0.88343996,0.9726483,-0.20367438,-0.22857586,0.03468698,-1.6006613,-0.1070854,-0.23682801,0.13458216,0.23791063,1.1082832,1.5125176,-1.2105024,-0.8291151,0.23688808,-1.1771126,-0.19400111,2.2925727,0.7680573,-0.1485096
600585.SH,2018-12-10,30.69,-0.6115272120212438,33.945853230456734,30.181146769543265,40.94048338257913,-121.15557437653304,33.53622885787694,32.577999999999996,33.358666666666664,0.3725052,1.8210723,-0.8382919,0.26757482,2.161303,-1.3332435,1.5846072,1.1194445,0.4343523,0.5776506,-1.1262437,-0.60583115,-0.46544874,-2.306246,-0.97355366,-0.33025426,0.8201718,-0.6724714,-0.6507853,0.024905391,0.9594028,1.0977428,-0.26130164,-0.12691464,0.14993891,-1.6856833,-0.25661555,-0.11142698,0.12506141,0.05949119,0.9258167,1.3911619,-1.1368499,-0.8375838,0.10725575,-1.0652279,0.028139517,2.0525632,0.63323706,-0.048867986
