date,ewtf,our,td3,sac,ppo,sse
2020-09-08,1017294.0726200002,1009695.163,1002186.5330000004,1000453.8530000002,1000143.1388599991,964384.3983436285
2020-09-09,985743.6417400002,995657.09,994156.0840000004,992287.3450000002,999811.1682199992,936778.1855587625
2020-09-10,982950.6548600002,993373.513,994701.7530000004,993039.9570000002,999736.5224599992,935083.8353773358
2020-09-11,987289.9529200002,995894.006,995115.4140000003,994153.5580000002,999816.1977799992,939046.4368579253
2020-09-14,993411.2667700002,1000730.425,1003700.0690000003,1002454.1430000002,999936.7719599993,947365.5705981174
2020-09-15,998155.3200300004,999259.807,1004629.6030000002,1002375.6110000001,999843.0444399993,950589.7008767964
2020-09-16,990335.3434300002,998428.126,1005645.1240000002,1002807.0800000002,999854.5982199992,944876.174221082
2020-09-17,973336.4779800002,994276.573,1000606.6310000002,997842.5430000002,999814.5118399992,929980.0685910584
2020-09-18,988812.8450400002,997481.258,1012225.2060000002,1009611.0730000002,999931.3859999992,946623.8775856318
2020-09-21,978297.22311,994863.773,1010090.6260000002,1007248.4460000002,999879.5785999992,937965.6160643083
2020-09-22,970533.9992100004,991498.444,1001229.0740000003,999233.8500000002,999782.4318799992,928430.8931941442
2020-09-23,987756.9138100004,995628.199,996620.6370000002,994937.3580000002,999763.5864199993,938322.2704949679
2020-09-24,972215.1913300002,988588.665,988161.2590000002,986872.9210000001,999564.3811999992,922845.6268174234
2020-09-25,977022.1203200005,989433.362,983514.9880000001,982786.5860000001,999545.0584999992,923884.4352011415
2020-09-28,966923.2480500002,987923.969,980106.7750000001,979783.3020000001,999625.9360399992,915801.7823571592
2020-09-29,993453.3289500002,995802.688,976656.6040000002,975841.0550000002,999589.7325799993,931397.3752811351
2020-09-30,996769.3825100004,996391.003,971338.4750000001,971020.8560000001,999559.7295599993,930756.8471207063
2020-10-09,1017125.9587800002,1005588.2560000002,974944.4100000001,973954.7150000001,999727.6068999993,946901.9198382598
2020-10-12,1052702.7845000003,1017614.1780000004,986583.3020000001,985508.5390000001,999921.2822399994,976310.671203663
2020-10-13,1058816.12474,1018817.6100000002,982191.0570000003,981202.2270000001,999809.3552999994,977588.4734958396
2020-10-14,1050189.6518000003,1014216.9640000004,974267.8630000001,973800.9650000001,999661.3296599993,966857.1701780964
2020-10-15,1054855.1947200005,1014859.4560000004,974349.7600000002,974850.788,999664.7257199993,969611.7860016712
2020-10-16,1047226.5958100004,1013738.9030000004,969181.6560000002,971106.5989999999,999883.5417399993,962941.4460413741
2020-10-19,1021545.91359,1004051.4010000004,960265.6100000002,963270.452,999896.0152999993,941619.8580547584
2020-10-20,1038473.5610300002,1008755.2380000004,962261.6630000002,963901.392,999650.1887199993,951867.8253500303
2020-10-21,1040022.8336800004,1008120.8990000004,960231.6940000003,962331.325,999607.7448399994,950224.3153394783
2020-10-22,1038216.2428700004,1008120.5720000004,952041.7470000002,954978.275,999646.6814199993,945001.1160351832
2020-10-23,1005454.2662200005,994838.2440000002,952129.8880000003,954596.304,999618.3575799993,925355.127292447
2020-10-26,1007198.2730600004,996688.3440000002,940534.0280000003,942620.337,999604.9340399991,920081.2489078061
2020-10-27,1038300.1936800004,1008149.3850000002,946672.2900000003,948662.496,999480.0106399992,940556.0162028719
2020-10-28,1045145.1355100002,1010637.0830000004,940652.4880000002,941381.592,999307.2285399992,939960.2389913311
2020-10-29,1069549.69391,1020081.7120000004,940940.7480000003,941865.763,999197.3482199992,952565.4117757434
2020-10-30,1067922.1711200003,1020895.0840000004,928857.0050000002,929880.929,999270.4890199993,945953.8054222298
2020-11-02,1080287.2894900003,1026901.4230000004,931151.3840000003,931675.216,999298.3690799993,955120.1142531353
2020-11-03,1078856.2740200004,1026872.5850000004,937508.7400000002,937830.4849999999,999441.6688599993,959092.0267662867
2020-11-04,1093433.53264,1031721.7260000004,966981.0330000003,968118.693,999476.2272199992,982855.6182963786
2020-11-05,1109780.33961,1040004.7550000004,968211.0370000002,968936.6039999999,999558.5052399993,993059.8978402527
2020-11-06,1106648.2409800002,1039426.5590000004,969869.0290000001,970594.507,999720.6224599993,993934.9093743347
2020-11-09,1134943.2105100004,1055001.3460000004,976583.0050000001,976888.3939999999,1000014.4981199993,1016401.9798928091
2020-11-10,1140619.91406,1058385.6890000005,961948.9170000001,963314.2209999999,1000031.3309799994,1011010.1188049093
2020-11-11,1095536.3639100003,1034303.9680000003,984947.9670000002,985778.1759999999,1000076.1436799994,997703.7833850455
2020-11-12,1115504.70632,1045092.8170000004,982349.8020000001,983827.9209999999,1000104.0959599992,1008562.4770929267
2020-11-13,1119540.5737400004,1048203.4060000004,971988.6610000002,973030.6839999999,1000147.5679799994,1008215.7458388383
2020-11-16,1148754.15834,1062726.8690000004,992662.6150000002,992824.5459999999,1000099.0395999993,1033040.0540645588
2020-11-17,1110947.8687900004,1043455.0390000005,1004089.3810000002,1004584.2279999999,1000376.4116599992,1023099.1897533023
2020-11-18,1015504.1100700004,992901.5450000004,1001619.0440000002,1002673.8039999999,1000687.6412199992,976425.6898411931
2020-11-19,1025005.5669400004,998401.0170000002,993250.7290000002,995548.3969999999,1000739.4879999991,976073.5459453384
2020-11-20,1044563.5598200002,1008936.4000000004,986518.4880000001,987904.0529999998,1000639.034319999,981951.3205041696
2020-11-23,1030141.8989800004,1001789.5730000004,995942.3060000002,998247.7759999998,1000924.101519999,981473.0749424068
2020-11-24,1007377.6938400004,989085.8460000004,998140.0420000001,999517.409,1001009.806239999,974083.0147177463
2020-11-25,980338.0538400004,973435.2920000004,978243.7590000002,980791.031,1000953.5102199991,950276.154271631
2020-11-26,987641.6138400002,978152.0480000004,971511.6460000002,975710.8129999998,1001017.094679999,949054.4759196722
2020-11-27,986355.9638400002,979133.7590000004,977931.5900000002,984986.6379999999,1001547.6985999991,954016.0964233776
2020-11-30,991284.5638400004,982058.4040000004,990525.4800000002,998420.3849999999,1001422.7580599991,958758.6338079791
2020-12-01,1039283.6938400004,1013788.1060000004,988341.2650000002,997567.0199999999,1002238.1585599991,989934.3871832767
2020-12-02,1035819.4238400004,1011412.0270000004,986749.0680000002,994998.6619999999,1002325.8523199991,987884.0269333053
2020-12-03,1054147.3838400005,1023308.9510000004,978624.8840000003,987612.325,1002146.1253599991,990713.710943279
2020-12-04,1062145.5638400004,1027807.7480000004,982834.7660000003,990582.048,1001922.7798599992,997015.8946091635
2020-12-07,1062178.0838400004,1027110.4710000004,961203.6140000003,967950.747,1001560.1361599992,984600.2609408819
2020-12-08,1060739.4538400003,1025064.4710000004,950739.6350000002,955470.6269999999,1001257.5953599992,978335.3536233511
2020-12-09,1041414.9318400002,1011766.2227300004,943748.7390000003,948352.6059999999,1000744.3769599992,959326.220176988
2020-12-10,1049025.7878600005,1016001.6083500003,943230.8980000003,946298.641,1000654.6425999992,964333.1715554848
2020-12-11,1042698.7572900002,1011265.0163900004,936517.0610000002,939197.6919999999,1000556.4689399991,958568.4825478386
2020-12-14,1081134.4274800003,1037577.4904900003,931441.2760000002,934121.798,1000525.1360399992,973827.7828839895
