date,ewtf,our,ppo,sse,sac,td3
2020-07-06,1213240.1249999998,1209695.864,1022976.0488299989,1194032.3416664188,1222410.0161499986,1035423.3389999999
2020-07-07,1187415.4699999995,1186466.555,1020339.4581499989,1179253.6070563244,1196880.990159999,1030189.8409999999
2020-07-08,1208857.987,1201192.3,1021825.6871199986,1205214.009501014,1214657.6596299992,1030975.58
2020-07-09,1203417.5699999998,1196039.403,1021196.4912899984,1203137.1577190377,1211453.1332899989,1032876.2839999999
2020-07-10,1205302.3779999998,1194473.719,1021931.2814999983,1165262.4057524442,1203091.840079999,1023881.9079999999
2020-07-13,1185658.109,1173477.096,1019550.6421499981,1162682.6488854203,1188098.8060899992,1025760.8909999998
2020-07-14,1168851.5939999998,1156670.279,1017340.3241999979,1145369.9139558733,1167568.454459999,1016183.8009999999
2020-07-15,1163520.7,1147111.083,1016907.017959998,1132736.510809303,1163687.923719999,1016165.0649999998
2020-07-16,1083760.995,1075065.227,1008629.8470499979,1089799.881378162,1093014.5799099992,992511.3289999999
2020-07-17,1132595.039,1125761.51193,1014989.981419998,1103407.0098429709,1133045.873969999,1004193.4079999998
2020-07-20,1185874.18142,1176108.98795,1020469.903659998,1156276.6691998732,1182277.309439999,1014684.0969999998
2020-07-21,1178429.31184,1169705.36671,1019938.7089999982,1139874.8279657073,1176214.7845899991,1016297.4469999999
2020-07-22,1205979.1407,1194174.9819000002,1023259.980809998,1140617.0798400168,1190844.5250099993,1017103.7459999998
2020-07-23,1261565.99476,1246962.11842,1030959.461849998,1141220.2634194454,1225712.0185099992,1007667.0199999998
2020-07-24,1171960.25265,1162047.0469,1019640.1963099978,1096233.4080761378,1150650.5910999991,983183.5709999999
2020-07-27,1155255.0323799998,1144953.9956200002,1017118.5740499977,1086537.1651327813,1135642.972079999,976649.8209999999
2020-07-28,1175771.5285899998,1166930.2627400002,1020313.5217199977,1094268.4799704948,1151310.1840399988,983514.2519999999
2020-07-29,1212945.4031299998,1197205.0470300002,1024949.9229299976,1115018.6670521372,1185075.520229999,1002534.4969999999
2020-08-03,1291731.07719,1269204.17421,1036738.0720199978,1129571.770201755,1238278.076619999,1012929.2409999999
2020-08-04,1258541.94645,1238017.90621,1031377.8887399976,1143743.418496588,1221685.1864299988,1023430.7179999999
2020-08-05,1254531.62695,1230407.4795499998,1030909.7293499976,1128485.2291532792,1212506.7100099993,1017138.9319999998
2020-08-06,1243421.74983,1216752.47222,1027854.8312699978,1129847.95784766,1206995.294919999,1009350.2989999999
2020-08-07,1250214.0121799998,1218511.0882,1029197.6558199978,1123041.1405273746,1211955.631859999,1013545.8509999998
2020-08-10,1236164.78082,1203307.94295,1025684.6990399974,1128199.9270435649,1205792.580439999,1015771.3049999998
2020-08-11,1230403.15226,1205514.92177,1025577.7819999972,1124759.2314998265,1203689.902419999,1017912.7079999999
2020-08-12,1209057.53786,1188939.88306,1021483.6072399972,1123974.3549628507,1192597.409849999,1023598.0629999998
2020-08-13,1198514.6338399998,1178027.6945099998,1019801.9513899973,1115081.8283470892,1184350.076469999,1021370.2939999998
