date,ewtf,ppo,sse,sac,td3,our,van
2021-04-19,1235558.8237800002,1177502.3965999968,1236621.2639994645,1382511.4028399992,1113037.3217,1275552.8173300007,1182471.226289999
2021-04-20,1228241.84706,1173030.024729997,1233475.7558801791,1374480.8228399989,1111947.5417,1277665.8783500008,1175201.4497699991
2021-04-21,1233130.71088,1187725.211179997,1237415.8949519647,1383908.202839999,1116981.5117,1282673.744340001,1184244.2565199994
2021-04-22,1225929.6395800002,1175697.211399997,1223643.460171989,1370207.252839999,1107264.6616999998,1272073.9000000008,1174863.3224399989
2021-04-23,1229305.87357,1186910.632129997,1229231.4894524172,1379247.052839999,1118773.3017,1277315.7259400005,1182530.0589699992
2021-04-26,1204921.46287,1178065.283019997,1207992.3404761087,1361060.852839999,1088219.8017,1258836.4158500005,1167218.2678399992
2021-04-27,1207167.76415,1199479.764609997,1214506.2780766084,1370166.632839999,1067239.3116999995,1255304.218410001,1170889.9821499994
2021-04-28,1210835.4974299998,1206573.0262299967,1211731.9177110132,1377280.4428399992,1069310.4717,1255901.5864100005,1177786.778069999
2021-04-29,1227305.2891300004,1212373.214579997,1232220.4518076552,1384999.5528399989,1086064.2917,1282257.4538600007,1184912.357559999
2021-04-30,1213291.6148300003,1209591.7559799969,1216712.5067634892,1381501.2428399988,1070529.4316999998,1268204.9471000007,1183141.2982399997
2021-05-06,1186239.6560100005,1164527.8459799967,1191700.498215014,1335207.642839999,1048934.1417,1271833.1810700006,1151361.5794699993
2021-05-07,1162389.9431899998,1142789.328849997,1180631.5055152052,1308770.162839999,1028360.0917,1254444.6854300003,1127986.519679999
2021-05-10,1173644.0280100002,1167876.2016599968,1183408.6293086575,1330794.072839999,1009508.2517,1252191.5791500006,1143675.9213199988
2021-05-11,1177026.6820400003,1166688.824259997,1186877.3227398957,1331128.042839999,1015741.1716999998,1248349.8066200006,1143538.626029999
2021-05-12,1180869.7578000005,1175504.376949997,1187024.9625092528,1338863.062839999,1013443.1217,1246551.1274800007,1150542.2422499992
2021-05-13,1165048.2763000005,1148230.553169997,1172006.3429686818,1311309.3828399987,1002638.4317,1223821.5462400008,1128906.003589999
2021-05-14,1215649.3671200003,1194828.8658899968,1211243.2127666564,1363754.272839999,1022140.0717,1268669.4709600008,1167924.097159999
2021-05-17,1229545.3197500005,1220788.775889997,1215335.2094713703,1386426.492839999,1039790.6516999998,1272206.339130001,1185764.0934999993
2021-05-18,1230885.4895700002,1218384.1458899968,1218220.0002926325,1385570.7028399992,1038503.8017,1272313.714810001,1185110.760609999
2021-05-19,1232202.9127500004,1233447.8458899967,1209393.1559937275,1397041.972839999,1021043.0516999998,1257850.8327200003,1188742.9260799992
2021-05-20,1240350.5002400002,1232935.828819997,1219312.9408582512,1399250.092839999,1032789.8917,1265107.7544500006,1190007.5851499992
2021-05-21,1217730.6307600003,1211236.868819997,1200886.302096323,1376587.302839999,1021278.2717,1253263.915020001,1175882.032839999
2021-05-24,1224577.8281800002,1218155.438819997,1204150.8751712996,1386132.732839999,1030992.4917,1262743.2804900007,1182527.858059999
2021-05-25,1285310.1208100002,1277721.588819997,1257750.569142511,1444709.552839999,1059999.0217,1301673.048070001,1220220.171359999
2021-05-26,1288748.4556800004,1283788.238819997,1262008.79815313,1448237.1928399992,1070659.7217,1310686.5953500008,1223035.5871699993
2021-05-27,1293286.03026,1296178.0788199971,1266060.1627721062,1461044.902839999,1070664.0417,1310182.8848000008,1227532.7252499994
2021-05-28,1292065.1799300003,1294911.9988199968,1268125.0493962727,1459922.882839999,1065972.3417,1310661.086540001,1227010.5062799994
2021-05-31,1273025.7641800002,1265303.4788199968,1250103.94609644,1432557.982839999,1060743.9216999998,1303782.5319400006,1215611.5474199993
2021-06-01,1263412.7926200002,1263083.502539997,1240412.6482345115,1430624.0428399993,1064854.6616999998,1297343.7998000004,1213816.1574099995
2021-06-02,1247419.71262,1239603.8499999968,1230483.433778441,1408790.3728399992,1059143.7817,1285451.2741600005,1202172.7257199993
2021-06-03,1248183.6782500003,1237079.4541199966,1225125.016264227,1410901.9928399993,1064447.1017,1276341.664840001,1205412.2618099991
2021-06-04,1243728.9018600003,1222134.1283199969,1226530.1902408695,1396024.912839999,1055120.2117,1278832.2817000006,1198081.3754999992
2021-06-07,1236617.5137200002,1212631.1947699967,1215106.0340358703,1384972.642839999,1029459.4017,1280518.6566800007,1190791.9341599992
2021-06-08,1237041.60284,1213514.1547699969,1215638.672635037,1386089.0828399989,1029723.2816999998,1274736.2955400008,1189725.1004599992
2021-06-09,1229078.4090000002,1200028.544769997,1212660.49734468,1373823.462839999,1036467.9517,1267017.860510001,1183011.8248099992
2021-06-25,1187276.2303800003,1143411.710859997,1165392.4856346108,1329458.952839999,1010265.7016999996,1229464.4215700007,1169067.6443499993
2021-06-28,1184779.8882300002,1165690.854769997,1155396.0229192304,1342365.0828399989,995328.5717,1215287.796930001,1167179.5521799992
2021-06-29,1163635.1980800002,1142471.918909997,1134760.5180936598,1315592.6628399992,975246.0516999998,1192660.4340100004,1149047.1684599994
2021-06-30,1160951.2804000005,1142815.263849997,1136104.319731279,1315820.8528399991,985663.0516999998,1208331.7202500007,1151845.0866499995
2021-07-01,1160706.7786200002,1147101.831759997,1146282.3493531116,1315087.302839999,990007.9716999998,1210888.1941700005,1150730.2121499996
2021-07-02,1109245.31666,1085750.0559599968,1098054.414919733,1251836.212839999,960961.6217,1172091.6948000006,1118860.3363299996
2021-07-05,1105685.6266600003,1079565.520629997,1091591.9110142095,1244323.572839999,948067.3016999998,1169461.8748000006,1117944.5463299998
2021-07-06,1116954.90977,1087876.2787599969,1104342.0229306135,1254685.712839999,956007.6316999998,1179078.1228000005,1125026.2046099994
2021-07-07,1108869.50177,1070594.0931499968,1095707.9010600906,1240087.622839999,956899.9816999998,1185711.2787200008,1123003.0366099994
2021-07-08,1086098.5641,1046948.637659997,1065187.0184708775,1216491.362839999,935870.0917,1171660.5257900006,1108576.0326099992
2021-07-09,1079082.0024100002,1035563.7360399972,1055908.2082737589,1208341.4528399988,939995.0716999996,1178920.9449400008,1108196.702029999
2021-07-12,1101708.1970000004,1086350.8811299969,1067518.857074163,1250587.162839999,944690.0317,1191041.867690001,1134657.7790299996
2021-07-13,1107730.8996500005,1097947.1263699972,1072034.1963822343,1258357.8328399989,957371.9316999998,1199616.6418500007,1139487.1972799995
2021-07-14,1083448.4378000002,1072699.261549997,1045867.0895338308,1228290.262839999,941194.6716999998,1177955.1677400006,1118922.5292799994
2021-07-15,1102290.5479400002,1085997.9306199967,1074180.8707747343,1241547.572839999,948430.9016999998,1193994.1487400006,1125913.5396799997
2021-07-16,1088210.7320300003,1057708.486749997,1063039.2290109966,1219486.672839999,940319.5917,1184838.207530001,1110445.9926799994
2021-07-19,1104701.9753400004,1096600.7231399969,1070638.6798587344,1252284.942839999,945913.4817,1191609.0775300006,1136857.5853599994
2021-07-20,1100242.42094,1101907.959519997,1061437.3813889492,1254052.762839999,942642.7717,1187895.4901400006,1139466.0046099997
2021-07-21,1095169.9343400002,1079008.165819997,1051538.205878497,1234678.762839999,937448.5517,1195787.0372600006,1122818.8296099994
2021-07-22,1103499.28646,1076028.332189997,1058308.5168623542,1234856.3128399989,945471.4017,1208454.528160001,1123373.9052199996
2021-07-23,1094171.7386400003,1061192.878579997,1045518.6406735212,1219598.5528399989,927365.3117,1204146.9853400006,1108682.2244799994
2021-07-26,1049146.9268500004,1011127.9549799968,995081.937138881,1164228.272839999,896077.6516999999,1178997.0131000006,1060700.8247999994
2021-07-27,1012419.2696800004,975937.2816399968,961220.1720808824,1126599.162839999,859012.4416999999,1133625.3067000008,1023751.9796299994
2021-07-28,1012744.2079900004,969833.681599997,967078.5179350488,1117534.672839999,860560.0816999999,1125012.1510000008,1013414.3698199992
2021-07-29,1019799.9914600004,987436.1388399968,974089.542877739,1132577.912839999,859091.1016999999,1131352.0843800006,1029021.0810599992
2021-07-30,1000671.9415600004,944238.616209997,960242.820369597,1094464.2528399988,862068.5116999998,1126923.9448400007,993514.7864099996
2021-08-02,1021153.7394700004,949115.003469997,972494.055987882,1103656.5828399989,884354.8116999998,1169304.9695000006,1001878.9512199996
2021-08-03,1038995.9093100004,989768.240079997,986697.711564667,1140806.832839999,904450.8517,1178359.0074200006,1035973.6673399992
2021-08-04,1036797.6073100002,992956.2867699967,979889.7549364056,1143001.6428399992,903424.5316999998,1192263.2437100008,1038958.1079799994
2021-08-05,1035912.9427800002,993945.5734399968,983315.6152358574,1143904.752839999,905094.5717,1183601.3803900003,1036950.4127399994
2021-08-06,1035045.4257500002,985653.290189997,980807.8093036198,1135056.4428399992,904257.4417,1194876.0663900003,1032253.7351399992
2021-08-09,1064063.8080400005,1016497.7169999968,1008503.7947342847,1166795.872839999,928527.9617,1228397.3171800007,1062882.8453999993
2021-08-10,1079392.9292000006,1038587.0605699972,1023844.46997507,1187092.6028399991,937138.7217,1235727.1841800006,1079983.8913699994
2021-08-11,1072641.2272100004,1018253.686769997,1019518.3818421416,1169715.682839999,933176.4417,1226073.752380001,1062885.909679999
2021-08-12,1060320.7539400002,998913.623009997,1004753.794043428,1151044.7128399992,920712.3816999998,1220291.8038500007,1045371.5987799994
2021-08-13,1065125.3202300004,1010573.8093999968,1007244.8303318804,1160454.402839999,924037.5617,1234432.7577900006,1057644.3989899992
2021-08-16,1069363.1322100004,1023094.9857399968,1013535.9483809514,1171854.092839999,920816.2617,1223114.390070001,1065189.7083699992
2021-08-17,1049376.2533400003,972329.3316699968,988933.7028543812,1128739.172839999,910286.7616999998,1207457.254030001,1030397.7213399996
2021-08-18,1077711.813230001,957437.6878299968,1012992.449995118,1123784.032839999,919075.0917,1231610.9639300006,1023818.6046499992
2021-08-19,1049144.5926400004,948281.723599997,985390.1835537624,1110024.3828399992,904389.3817,1201283.6540800005,1015172.9380099996
2021-08-20,1032791.63336,924263.519889997,969728.2961854772,1084445.742839999,892469.7616999999,1186379.0095500008,990903.7160499992
2021-08-23,1039064.2510000002,935613.696149997,973812.8558755724,1094003.342839999,896604.0116999999,1200848.9109300007,1001258.1715899996
2021-08-24,1043145.74374,954074.862269997,975263.4373352152,1110416.922839999,896528.7716999999,1211168.0898700005,1019768.8594899994
2021-08-25,1035920.8388700004,967742.1983599968,975747.9535047152,1126369.4528399988,907163.9417,1199789.4703700007,1043739.4255499992
2021-08-26,1016038.1128100004,957297.884599997,956397.2923410255,1115357.422839999,900686.9516999999,1187218.8819600006,1037210.2529699992
2021-08-27,1024743.7605900002,950459.3811699968,969445.1999699296,1112449.662839999,901569.6217,1202907.0798300006,1027662.5840299994
2021-08-30,1004949.6747300002,940526.217759997,949967.9204810734,1099261.182839999,881199.6516999998,1172781.7980300006,1011617.8222699994
2021-08-31,1019513.3410500004,915928.2747099968,945955.5929166687,1089076.9328399987,916020.7617,1206900.0883200008,1020440.1886699992
2021-09-01,1070501.14217,951054.2215299968,981021.3010740004,1128772.2328399988,958001.4117,1257755.9876800012,1059564.6791399994
2021-09-02,1070032.9448500003,929908.0015299967,978840.3310873578,1111195.3828399992,954222.2717,1255846.8115400008,1042367.9930999996
2021-09-03,1072435.0816400002,951072.5515299968,987051.8957498098,1129464.772839999,962582.8917,1246248.8719300006,1063151.5014899992
2021-09-06,1088526.1502,969831.8815299968,991332.6830583572,1149268.8028399989,972570.2117,1263163.376970001,1081867.189489999
2021-09-07,1103175.9941600002,990314.771529997,1009238.4011248564,1171233.8828399992,979489.5116999998,1269006.0112400006,1099684.346749999
2021-09-08,1089015.66666,986315.661529997,1001416.5961451188,1164813.592839999,965386.1217,1251248.2066400007,1090467.3501599994
2021-09-09,1081536.0813500003,973810.0615299968,993686.0957914048,1152608.3128399989,958516.6816999998,1251106.2146300003,1077722.021159999
2021-09-10,1093611.9009600005,1002761.461529997,1011059.437057166,1178909.752839999,970391.3116999998,1275031.6158700006,1104749.6583199992
2021-09-13,1080105.8037400004,989725.6915299968,1001317.587857928,1162073.742839999,952981.3217,1268541.6432700006,1084373.7522399994
2021-09-14,1055182.8714000003,969250.7715299968,976514.8726087392,1138547.452839999,931608.5717,1231700.2682000007,1062077.9322399995
2021-09-15,1045371.2196500005,935076.481529997,960278.4976776682,1107426.732839999,917947.3417,1216675.9192800007,1031810.4722399994
2021-09-16,1037136.1268700004,949406.4515299968,960302.6219180492,1115445.072839999,913384.3317,1201325.4043300005,1036552.2122399992
2021-09-17,1048362.8962800005,970106.0815299968,963730.8626439538,1135920.302839999,927609.8016999998,1204055.7625900006,1064672.8422399994
2021-09-22,1035569.1644100004,933640.1676399969,939738.5395822884,1102070.782839999,912324.2017,1182086.9820900008,1034259.7322399996
2021-09-23,1038194.3249500004,925487.6140499972,941208.6153286214,1099214.1428399992,914813.9116999998,1191201.0359500006,1030592.7822399994
2021-09-24,1035691.2975400004,953032.394049997,948597.2845045258,1122237.932839999,918174.0317,1170106.1721900003,1054861.2422399991
2021-09-27,1038494.6690000003,978568.7540499972,962881.7339852398,1143799.8828399992,918786.7317,1148203.4416800006,1071405.8822399992
2021-09-28,1048268.3783000002,975865.1703799968,969384.5790893584,1141565.8528399991,926915.1217,1158662.4074200003,1070504.9122399995
2021-09-29,1046589.5670300004,970010.3766399968,970372.3591047152,1134601.632839999,929684.3417,1151993.784730001,1065930.8122399994
2021-09-30,1037812.5266300004,989629.9227999968,965029.2567985728,1149068.292839999,930625.1917,1152070.295830001,1081850.2922399994
2021-10-08,1080476.7044200003,1027768.749239997,1010862.3998028324,1196709.092839999,965810.9316999998,1176608.5619700009,1124321.7422399994
