index,tic,date,open,high,low,close,pre_close,change,pct_chg,volume,amount,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
0,600585.SH,2018-08-20,35.42,36.49,35.29,36.49,35.2,1.29,3.6648,295716.91,1063724.403,0.0,37.63852813742386,35.94147186257615,100.0,66.66666666666636,100.0,36.49,36.49
1,600585.SH,2018-08-21,36.39,37.29,36.2,37.09,36.49,0.6,1.6443,204222.39,754456.468,0.013461538461534417,37.63852813742386,35.94147186257615,100.0,66.66666666666636,100.0,36.790000000000006,36.790000000000006
2,600585.SH,2018-08-22,37.3,37.47,36.9,37.46,37.09,0.37,0.9976,183493.46,683594.524,0.0286263497985928,37.99238048916053,36.03428617750614,100.0,70.72156019291799,100.0,37.013333333333335,37.013333333333335
3,600585.SH,2018-08-23,37.68,37.98,36.75,37.22,37.46,-0.24,-0.6407,274367.07,1021899.132,0.026156935536320702,37.89067144393719,36.23932855606281,79.28057553956819,59.254358297673456,100.0,37.065,37.065
4,600585.SH,2018-08-24,37.26,37.59,37.08,37.35,37.22,0.13,0.3493,187729.09,700641.173,0.02943742261417981,37.88113108222493,36.36286891777507,81.43587463880851,63.69965580714636,100.0,37.122,37.122
5,600585.SH,2018-08-27,37.67,38.48,37.44,38.48,37.35,1.13,3.0254,321445.68,1219129.583,0.07917557619032323,38.6485128081239,36.048153858542776,90.40802182875193,124.88459659946486,100.0,37.348333333333336,37.348333333333336
6,600585.SH,2018-08-28,38.49,38.58,37.13,37.6,38.48,-0.88,-2.2869,314894.98,1185282.875,0.06984388396878671,38.58633158933137,36.18223983924006,65.07178529939841,72.70753282128427,72.70057484610244,37.38428571428572,37.38428571428572
7,600585.SH,2018-08-29,37.6,37.95,37.51,37.67,37.6,0.07,0.1862,139777.45,527447.224,0.06579288761675883,38.55106776353775,36.28893223646225,65.85910065143466,79.76848488962429,72.70057484610243,37.42,37.42
8,600585.SH,2018-08-30,37.75,37.98,37.2,37.21,37.67,-0.46,-1.2211,148720.7,557687.336,0.03916430754581768,38.46390609622313,36.32942723711021,57.10818079906597,38.01352069899563,49.39838198531849,37.39666666666667,37.39666666666667
9,600585.SH,2018-08-31,37.18,37.42,36.61,37.13,37.21,-0.08,-0.215,161046.81,596524.921,0.015584163539216433,38.390239623269395,36.3497603767306,55.77486852304606,-39.48457897894278,17.220317577983256,37.37,37.37
10,600585.SH,2018-09-03,36.99,37.38,36.38,36.95,37.13,-0.18,-0.4848,129104.17,476783.357,-0.011263380675408996,38.33229079740816,36.33134556622821,52.90014433049294,-53.865376904394346,7.565857589830771,37.331818181818186,37.331818181818186
11,600585.SH,2018-09-04,37.0,37.41,36.46,37.33,36.95,0.38,1.0284,168643.34,624963.089,-0.00991965374225856,38.285580454779364,36.37775287855398,57.665412139721575,-29.259526036344244,8.615293042015976,37.33166666666667,37.33166666666667
12,600585.SH,2018-09-05,37.1,37.18,35.96,35.99,37.33,-1.34,-3.5896,233409.23,849074.585,-0.08448566878445263,38.40659130363587,36.050331773287205,42.120043992833864,-129.88752282868555,9.658302470642678,37.22846153846154,37.22846153846154
13,600585.SH,2018-09-06,35.99,36.3,35.27,35.78,35.99,-0.21,-0.5835,198289.56,710333.662,-0.15137282787392792,38.49637213711725,35.75362786288275,40.35630327394008,-177.20443343418484,27.62155780633252,37.125,37.125
14,600585.SH,2018-09-07,35.82,36.32,35.7,36.02,35.78,0.24,0.6708,143477.25,516977.144,-0.18564243335568165,38.49075517494031,35.61191149172635,43.169762343152016,-124.19209962866715,26.840113521413688,37.05133333333333,37.05133333333333
15,600585.SH,2018-09-10,36.0,36.0,34.04,34.12,36.02,-1.9,-5.2748,336251.6,1163406.035,-0.324547047535674,38.88851728864099,34.84773271135901,31.139935566997664,-221.6923064362261,52.594242129657346,36.868125,36.868125
16,600585.SH,2018-09-11,33.7,33.7,31.51,32.48,34.12,-1.64,-4.8066,603494.45,1955526.255,-0.5279442412866757,39.50095140049085,33.71904859950915,24.935396788505813,-286.52828393516904,69.87283147620495,36.61,36.61
17,600585.SH,2018-09-12,32.6,32.96,31.98,32.38,32.48,-0.1,-0.3079,261197.59,846620.328,-0.6835374379007817,39.81624635424264,32.93375364575736,24.625894955798827,-217.8609935274153,69.87283147620495,36.375,36.375
18,600585.SH,2018-09-13,32.9,33.17,32.09,32.71,32.38,0.33,1.0191,203573.09,663457.255,-0.7736291676173082,39.92538118404364,32.43882934227215,27.68985684902951,-170.65343938164042,64.19650630013751,36.182105263157894,36.182105263157894
19,600585.SH,2018-09-14,33.0,33.12,32.55,32.95,32.71,0.24,0.7337,179438.2,590799.57,-0.8180872935719563,39.940185674830786,32.10081432516921,29.835699866682674,-134.45443437796303,64.19650630013753,36.0205,36.0205
