date,600000.SH,600009.SH,600016.SH,600030.SH,600031.SH,600036.SH,600104.SH,600690.SH,600887.SH,601066.SH,601138.SH,601166.SH,601288.SH,601318.SH,601328.SH,601601.SH,601888.SH,601939.SH,601988.SH,603993.SH
2020-12-10,100,-100,100,100,0,100,-100,100,-100,100,-100,100,-6,0,-100,0,-100,0,100,100
2020-12-11,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-14,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-15,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-16,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-17,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-18,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-21,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-22,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-23,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-24,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-25,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-28,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-29,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-30,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2020-12-31,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2021-01-04,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2021-01-05,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2021-01-06,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2021-01-07,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2021-01-08,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2021-01-11,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2021-01-12,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2021-01-13,100,-100,100,100,0,100,-100,100,-100,100,-100,100,0,0,-100,0,-100,0,100,100
2021-01-14,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,-7,0,-91,0,100,100
2021-01-15,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-01-18,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-01-19,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-01-20,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-01-21,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-01-22,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-01-25,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-01-26,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-01-27,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-01-28,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-01-29,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-01,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-02,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-03,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-04,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-05,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-08,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-09,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-10,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-18,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-19,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-22,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-23,100,-100,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-24,100,-68,100,100,0,100,-100,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-25,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-02-26,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-03-01,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-03-02,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-03-03,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-03-04,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-03-05,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-03-08,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-03-09,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-03-10,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-03-11,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-03-12,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,100
2021-03-15,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,100
