date,600000.SH,600009.SH,600016.SH,600030.SH,600031.SH,600036.SH,600104.SH,600690.SH,600887.SH,601066.SH,601138.SH,601166.SH,601288.SH,601318.SH,601328.SH,601601.SH,601888.SH,601939.SH,601988.SH,603993.SH
2021-07-05,-100,0,100,-100,100,96,0,0,-100,0,100,-100,0,0,2,0,0,-100,-100,100
2021-07-06,-100,0,100,-100,100,95,1,0,-100,0,100,-100,0,0,3,0,0,-100,-100,100
2021-07-07,-100,0,100,-100,100,83,0,0,-100,0,100,-100,0,0,1,0,0,-5,-100,100
2021-07-08,-100,0,100,-100,100,18,0,0,0,0,100,-100,0,0,3,0,0,0,-100,100
2021-07-09,-100,0,100,-100,100,16,0,0,0,0,100,-100,0,0,1,0,0,0,-100,100
2021-07-12,-100,0,100,-100,100,16,1,0,0,0,100,-100,0,0,2,0,0,0,-100,100
2021-07-13,-100,0,100,-100,100,15,1,0,0,0,100,-100,0,0,4,0,0,0,-100,100
2021-07-14,-100,0,100,-100,100,16,1,0,0,0,100,-100,0,0,0,0,0,0,-100,100
2021-07-15,-100,0,100,-100,100,17,1,0,0,0,100,-100,0,0,4,0,0,0,-100,100
2021-07-16,-100,0,100,-100,100,19,0,0,0,0,100,-100,0,0,0,0,0,0,-100,100
2021-07-19,-100,0,100,-100,100,18,0,0,0,0,100,-100,0,0,1,0,0,0,-100,100
2021-07-20,-100,0,100,-100,100,15,2,0,0,0,100,-100,0,0,1,0,0,0,-100,100
2021-07-21,-100,0,100,-100,100,14,1,0,0,0,100,-100,0,0,2,0,0,0,-100,100
2021-07-22,-100,0,100,-100,100,12,0,0,0,0,100,-100,0,0,2,0,0,0,-100,100
2021-07-23,-100,0,100,-100,100,12,0,0,0,0,100,-100,0,0,4,0,0,0,-100,100
2021-07-26,-100,0,100,-100,100,10,0,0,0,0,100,-100,0,0,4,0,0,0,-100,100
2021-07-27,-100,0,100,-100,100,12,0,0,0,0,100,-100,0,0,2,0,0,0,-100,100
2021-07-28,-100,0,100,-100,100,14,1,0,0,0,100,-100,0,0,0,0,0,0,-100,100
2021-07-29,-100,0,100,-100,100,11,1,0,0,0,100,-100,0,0,0,0,0,0,-100,100
2021-07-30,-100,0,100,-100,100,11,0,0,0,0,100,-100,0,0,3,0,0,0,-100,100
2021-08-02,-100,0,100,-100,100,6,2,0,0,0,100,-100,0,0,0,0,0,0,-100,100
