date,600028.SH,600030.SH,600050.SH,600196.SH,600340.SH,600547.SH,600585.SH,600837.SH,601012.SH,601066.SH,601166.SH,601211.SH,601236.SH,601318.SH,601319.SH,601601.SH,601628.SH,601688.SH,601766.SH,601939.SH
2021-04-30,51,-97,-73,67,-100,-100,0,-40,100,-5,94,-100,-51,6,13,-10,1,29,3,0
2021-05-06,5,-75,91,90,65,21,0,-51,-44,100,6,-39,100,-31,-100,-87,96,-100,25,-100
2021-05-07,100,6,100,6,73,-100,14,81,93,-81,-31,77,-29,39,100,-100,84,-100,100,100
2021-05-10,-74,16,100,69,-25,5,-2,-18,16,30,100,-77,65,-66,100,69,-100,100,-42,-31
2021-05-11,-47,100,28,100,48,-75,-12,-100,-33,-76,-67,0,-100,25,17,100,-82,-61,-100,51
2021-05-12,-100,-56,82,-46,100,21,0,51,-100,-45,-50,0,23,10,-100,-72,14,25,-98,-81
2021-05-13,61,89,-30,100,-100,-68,76,-1,100,92,100,0,-39,-1,-100,100,68,26,-16,57
2021-05-14,-100,-100,100,51,100,100,72,15,57,21,-76,0,-11,-22,0,-72,100,72,90,100
2021-05-17,100,40,100,-100,89,-100,-23,-58,100,-100,-100,32,-100,87,-28,100,-100,7,17,90
2021-05-18,56,-19,-27,68,-100,-70,58,-69,-100,-23,-54,100,-84,-2,-27,7,-48,29,100,33
2021-05-19,60,100,100,91,50,-100,4,61,100,2,46,82,69,-100,-52,-100,-79,100,-100,-48
2021-05-20,6,-100,-6,85,7,-48,100,-1,-15,24,100,-60,100,-100,-41,23,-3,-6,96,-100
2021-05-21,-96,100,-34,100,71,100,26,100,-67,19,2,100,100,-100,-100,-47,54,-33,100,-100
2021-05-24,-33,-80,57,-28,-97,-83,100,-100,-100,100,18,90,-100,40,2,-100,-1,100,39,-95
2021-05-25,30,94,100,48,72,37,-87,100,100,85,78,65,-31,35,44,-100,-26,20,-100,0
2021-05-26,94,-9,100,100,9,100,-78,6,-100,-19,100,64,100,100,-83,-100,32,-100,72,0
2021-05-27,60,-48,37,88,-28,61,-29,39,-25,-100,-26,100,-100,-100,31,24,-26,-100,-34,0
2021-05-28,-6,-32,-100,50,-100,78,-25,-69,-35,54,-100,-8,-10,-100,100,-93,-100,-100,44,100
2021-05-31,100,100,-50,1,64,44,7,-100,-100,21,75,-14,-59,31,-100,-100,100,39,-63,-64
2021-06-01,-5,57,100,52,100,-100,-100,-39,-100,-100,42,14,-97,-100,20,-100,-28,9,-100,100
2021-06-02,-83,100,21,100,50,47,100,-62,-75,65,-32,-56,89,29,-100,-17,-14,-68,57,-28
2021-06-03,77,100,90,21,-45,-47,-100,-100,-77,-94,100,-100,33,-2,21,100,100,-3,-50,96
2021-06-04,90,4,-32,-31,96,-100,100,-19,-20,47,100,61,-87,18,-20,49,100,38,-8,-2
2021-06-07,59,100,-51,-1,100,100,-35,-4,-56,24,-4,5,-58,60,26,26,-41,10,-100,22
2021-06-08,29,-100,-85,-100,36,-61,100,0,-29,100,-32,100,-89,100,43,-71,-100,-29,-24,31
2021-06-09,-100,-100,-31,-43,-14,-100,-100,0,-63,-29,-7,-98,-100,-74,-90,-87,16,-83,-36,86
2021-06-10,-100,-28,-18,36,-96,-76,-100,0,27,100,33,100,84,-100,100,100,7,31,0,-100
2021-06-11,100,100,35,-14,-20,0,100,45,39,-100,34,3,-40,-16,37,43,81,-73,71,100
2021-06-15,-75,21,69,30,-10,80,-63,100,100,8,-100,100,-52,-5,-46,-37,-34,-15,85,100
2021-06-16,-47,5,100,35,-34,-74,100,77,-48,67,100,88,0,58,-100,53,-100,-51,100,-100
2021-06-17,100,-5,12,27,54,-6,21,100,-42,100,-100,11,62,-25,-86,-6,-100,-68,33,-31
2021-06-18,-100,100,-65,61,32,0,-100,82,-100,99,17,56,47,-100,75,18,-100,-20,16,100
2021-06-21,-36,-33,77,100,-100,99,100,100,100,-4,78,-100,100,-100,-100,100,-16,68,-72,-100
2021-06-22,100,-36,100,-21,70,-99,-7,100,26,42,-59,0,-100,-76,82,-81,-93,84,-61,100
2021-06-23,-40,-49,100,100,7,0,-100,34,-100,-15,100,100,-86,-100,50,-64,44,100,-100,-57
2021-06-24,100,-4,-100,-100,43,0,-7,-64,-90,75,-95,-100,10,-37,100,-100,-49,-3,-52,-51
2021-06-25,-67,-100,-6,-100,100,0,-100,-9,100,-100,-100,84,58,-46,-70,100,100,-100,100,-98
2021-06-28,100,58,15,-18,62,72,-9,100,-36,-48,100,-91,-91,3,19,0,-20,30,-72,46
2021-06-29,100,97,38,-100,-100,-29,-1,-11,100,-31,-78,-10,22,62,62,100,-22,9,-48,79
2021-06-30,-76,100,26,-34,100,-43,7,-100,82,0,100,100,-22,1,11,28,-58,25,57,-63
2021-07-01,-100,100,-100,-100,-100,9,-7,100,53,-19,100,-85,0,-83,20,-100,100,53,-57,-100
