date,600028.SH,600030.SH,600050.SH,600196.SH,600340.SH,600547.SH,600585.SH,600837.SH,601012.SH,601066.SH,601166.SH,601211.SH,601236.SH,601318.SH,601319.SH,601601.SH,601628.SH,601688.SH,601766.SH,601939.SH
2020-11-17,0,-92,-30,0,-23,0,55,0,0,0,0,0,0,0,4,0,0,0,-9,0
2020-11-18,3,-12,-68,0,-1,-36,44,0,0,0,0,0,0,0,-82,0,0,0,-73,-4
2020-11-19,-94,0,-49,-27,0,0,0,0,0,0,0,0,0,31,0,-6,0,0,0,-62
2020-11-20,-89,0,-16,0,-97,0,0,0,0,0,2,0,0,44,-96,-32,0,0,-39,0
2020-11-23,-44,0,-44,-5,-36,0,0,0,-27,0,0,95,0,14,0,0,0,0,2,0
2020-11-24,3,-6,-22,-41,-89,-28,1,0,0,0,0,0,0,51,0,0,0,0,0,0
2020-11-25,3,-3,-21,0,-29,89,-56,0,0,0,47,0,0,0,96,0,0,0,0,0
2020-11-26,-3,0,88,0,-5,0,0,0,0,0,-68,0,0,0,0,0,0,0,93,77
2020-11-27,-80,0,-63,0,0,-36,0,0,0,0,0,79,0,0,0,0,0,0,2,0
2020-11-30,90,0,1,0,-98,61,0,0,0,0,0,0,0,0,-38,0,0,0,-16,-4
2020-12-01,0,-41,0,0,0,0,0,0,0,0,-41,0,0,37,-59,-30,0,0,-58,89
2020-12-02,-40,-95,0,1,-6,0,0,0,47,0,0,0,0,0,1,0,0,0,-23,0
2020-12-03,-98,0,-53,0,0,0,16,0,0,0,0,1,0,0,-33,0,0,0,0,0
2020-12-04,1,0,0,27,-75,0,-38,0,-20,0,0,-30,0,0,3,94,0,0,0,0
2020-12-07,1,0,-46,0,0,-55,0,0,38,0,0,-33,0,0,-92,1,0,0,0,2
2020-12-08,0,0,0,0,-63,0,0,0,0,0,-77,0,0,28,1,0,0,0,0,0
