date,600028.SH,600030.SH,600050.SH,600196.SH,600340.SH,600547.SH,600585.SH,600837.SH,601012.SH,601066.SH,601166.SH,601211.SH,601236.SH,601318.SH,601319.SH,601601.SH,601628.SH,601688.SH,601766.SH,601939.SH
2021-07-05,-100,-100,100,100,100,-9,0,100,-100,100,100,100,100,100,100,100,100,-100,100,100
2021-07-06,-100,-100,100,100,100,0,0,100,-100,100,100,100,100,100,100,100,100,-100,100,100
2021-07-07,-100,-100,100,100,100,0,0,100,-100,100,100,100,100,100,100,100,100,-100,100,100
2021-07-08,-100,-100,100,100,100,0,0,100,-100,100,100,100,100,100,100,100,100,-100,100,100
2021-07-09,-100,-100,100,100,100,0,0,100,-100,100,100,100,100,100,100,100,100,-16,100,100
2021-07-12,-100,-100,100,100,100,0,0,100,-100,100,100,100,100,100,100,100,100,0,100,100
2021-07-13,-100,100,100,100,100,0,0,100,-100,39,100,1,0,0,0,0,0,0,100,100
2021-07-14,-100,100,100,58,5,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-07-15,-100,100,100,61,5,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-07-16,-100,100,100,52,2,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-07-19,-100,100,100,50,1,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-07-20,-100,100,100,52,9,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-07-21,-100,100,100,52,14,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-07-22,-100,100,100,54,12,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-07-23,-100,100,100,53,15,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-07-26,-100,100,100,56,8,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-04,-100,100,100,51,15,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-05,-100,100,100,53,13,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-06,-100,100,100,56,12,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-09,-100,100,100,52,11,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-10,-61,100,100,48,2,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-11,0,100,100,45,16,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-12,0,100,100,45,5,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-13,0,100,100,43,6,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-16,0,100,100,45,6,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-17,0,100,100,49,1,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-18,0,100,100,40,9,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-19,0,100,100,39,11,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-20,0,100,100,41,8,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-23,0,100,100,40,11,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-24,0,100,100,44,8,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-25,0,100,100,49,5,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-26,0,100,100,50,1,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-27,0,100,100,56,10,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-30,0,100,100,69,3,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-08-31,0,100,100,55,7,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-09-01,0,100,100,44,14,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
2021-09-02,0,100,100,50,3,0,0,0,-100,0,100,0,0,0,0,0,0,0,0,100
