date,600000.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600104.SH,600196.SH,600276.SH
2022-02-11,100,-100,-100,-100,-100,100,-100,-100,-37,-100
2022-02-14,100,-62,-49,-100,-100,100,-100,-100,0,-100
2022-02-15,100,0,0,-100,-100,100,-100,-54,0,-40
2022-02-16,100,0,0,-100,-100,100,-67,0,0,0
2022-02-17,100,0,0,-100,-100,100,0,0,0,0
2022-02-18,100,0,0,-7,-100,100,0,0,0,0
2022-02-21,100,0,0,0,-100,100,0,0,0,0
2022-02-22,100,0,0,0,-38,100,0,0,0,0
2022-02-23,100,0,0,0,0,100,0,0,0,0
2022-02-24,100,0,0,0,0,100,0,0,0,0
2022-02-25,100,0,0,0,0,100,0,0,0,0
2022-02-28,100,0,0,0,0,100,0,0,0,0
2022-03-01,100,0,0,0,0,100,0,0,0,0
2022-03-02,100,0,0,0,0,100,0,0,0,0
2022-03-03,100,0,0,0,0,100,0,0,0,0
2022-03-04,100,0,0,0,0,100,0,0,0,0
2022-03-07,100,0,0,0,0,100,0,0,0,0
2022-03-08,100,0,0,0,0,100,0,0,0,0
2022-03-09,100,0,0,0,0,100,0,0,0,0
2022-03-10,100,0,0,0,0,100,0,0,0,0
2022-03-11,100,0,0,0,0,100,0,0,0,0
2022-03-14,100,0,0,0,0,100,0,0,0,0
2022-03-15,100,0,0,0,0,100,0,0,0,0
2022-03-16,100,0,0,0,0,100,0,0,0,0
2022-03-17,100,0,0,0,0,100,0,0,0,0
2022-03-18,100,0,0,0,0,100,0,0,0,0
2022-03-21,100,0,0,0,0,100,0,0,0,0
2022-03-22,100,0,0,0,0,100,0,0,0,0
2022-03-23,100,0,0,0,0,100,0,0,0,0
2022-03-24,100,0,0,0,0,100,0,0,0,0
2022-03-25,100,0,0,0,0,100,0,0,0,0
2022-03-28,100,0,0,0,0,100,0,0,0,0
2022-03-29,100,0,0,0,0,100,0,0,0,0
2022-03-30,100,0,0,0,0,100,0,0,0,0
2022-03-31,100,0,0,0,0,100,0,0,0,0
2022-04-01,100,0,0,0,0,100,0,0,0,0
2022-04-06,100,0,0,0,0,100,0,0,0,0
2022-04-07,100,0,0,0,0,100,0,0,0,0
2022-04-08,100,0,0,0,0,100,0,0,0,0
2022-04-11,100,0,0,0,0,100,0,0,0,0
2022-04-12,100,0,0,0,0,100,0,0,0,0
2022-04-13,100,0,0,0,0,100,0,0,0,0
2022-04-14,100,0,0,0,0,100,0,0,0,0
2022-04-15,100,0,0,0,0,100,0,0,0,0
2022-04-18,100,0,0,0,0,100,0,0,0,0
2022-04-19,100,0,0,0,0,100,0,0,0,0
2022-04-20,100,0,0,0,0,100,0,0,0,0
2022-04-21,100,0,0,0,0,100,0,0,0,0
2022-04-22,100,0,0,0,0,100,0,0,0,0
2022-04-25,100,0,0,0,0,100,0,0,0,0
2022-04-26,100,0,0,0,0,100,0,0,0,0
2022-04-27,100,0,0,0,0,100,0,0,0,0
2022-04-28,100,0,0,0,0,100,0,0,0,0
2022-04-29,100,0,0,0,0,100,0,0,0,0
2022-05-05,100,0,0,0,0,100,0,0,0,0
2022-05-06,100,0,0,0,0,100,0,0,0,0
2022-05-09,100,0,0,0,0,100,0,0,0,0
2022-05-10,100,0,0,0,0,100,0,0,0,0
2022-05-11,100,0,0,0,0,100,0,0,0,0
2022-05-12,100,0,0,0,0,100,0,0,0,0
2022-05-13,100,0,0,0,0,100,0,0,0,0
2022-05-16,100,0,0,0,0,100,0,0,0,0
