date,600028.SH,600030.SH,600050.SH,600196.SH,600340.SH,600547.SH,600585.SH,600837.SH,601012.SH,601066.SH,601166.SH,601211.SH,601236.SH,601318.SH,601319.SH,601601.SH,601628.SH,601688.SH,601766.SH,601939.SH
2020-12-10,-43,-23,-81,-52,100,0,-62,0,100,0,28,90,1,-100,71,90,16,0,58,40
2020-12-11,-70,0,1,0,0,0,-10,0,0,0,-55,0,0,39,-100,0,-16,0,0,-24
2020-12-14,-42,-72,-86,0,-41,49,0,0,-100,0,-100,-100,-1,100,100,100,0,0,100,-38
2020-12-15,0,-100,-10,0,74,-52,0,0,0,0,0,0,0,0,-100,100,0,0,-100,100
2020-12-16,0,0,-51,0,-100,-31,0,1,-67,100,100,-68,0,45,-100,-20,0,0,100,-99
2020-12-17,-70,-98,0,0,0,-34,0,0,0,0,0,0,0,0,16,0,100,0,0,-21
2020-12-18,-71,33,-66,38,63,69,0,27,-58,73,95,-29,0,-100,64,-59,100,100,-28,-86
2020-12-21,100,-49,18,0,-17,-96,0,100,0,-64,100,-24,0,97,-100,-52,-100,100,-24,-13
2020-12-22,-100,1,-8,-8,-44,-31,0,45,-26,0,56,0,39,28,-30,66,-100,68,-85,100
2020-12-23,88,5,-100,-30,75,-68,100,-100,-100,-28,-6,1,-39,33,54,100,100,-94,64,57
2020-12-24,-65,0,0,0,0,0,-18,0,-13,-30,100,0,0,-28,0,100,30,-24,-85,3
2020-12-25,2,-7,-100,28,44,-64,65,1,0,72,-88,-31,100,-15,-100,-52,-14,-100,0,61
2020-12-28,2,-29,-100,0,100,0,-100,-66,-100,100,0,-32,-28,100,0,21,100,-13,0,-100
2020-12-29,-56,-10,-43,-28,-100,0,-9,-8,100,-77,-77,0,0,0,-77,-48,86,-37,0,-100
2020-12-30,-100,-31,83,48,26,28,-38,100,-88,-74,100,-53,12,-2,58,100,97,0,0,-44
2020-12-31,-91,0,-35,12,0,0,0,0,0,100,0,0,0,0,6,0,-100,0,0,0
2021-01-04,-44,100,100,-60,0,64,0,0,0,-93,0,100,100,-66,1,100,0,0,100,0
2021-01-05,-100,-90,-24,0,-34,-85,95,-30,0,-79,100,0,-32,0,-100,100,0,0,-15,2
2021-01-06,41,-100,-53,0,-12,-7,30,95,-29,69,-35,-62,-48,-35,-74,-78,4,0,16,-2
2021-01-07,100,-28,100,100,0,0,33,-31,68,71,-15,0,0,0,0,-100,-100,0,0,0
2021-01-08,4,100,0,-95,-9,0,0,-100,0,0,3,-38,0,1,-69,0,100,0,-39,100
2021-01-11,-81,100,1,68,55,100,19,-34,-100,-18,26,100,3,-41,100,-10,-15,100,100,-43
2021-01-12,-100,100,-100,0,100,-54,0,0,81,-72,4,-100,100,-100,-91,0,100,-57,-88,2
2021-01-13,96,15,61,59,82,-46,-100,0,-1,100,-100,2,-59,-100,-33,60,-44,100,-74,-59
2021-01-14,-100,-100,62,100,-100,100,-35,0,100,14,-48,21,-26,-34,100,32,-24,-100,0,100
2021-01-15,-55,-97,100,-100,75,68,-42,0,25,-100,-100,-23,-66,-57,-100,21,81,51,100,-77
2021-01-18,-45,-100,100,0,100,-4,70,0,0,-64,0,0,100,100,1,-34,100,100,-48,-23
2021-01-19,100,-100,-6,55,100,-19,100,0,-63,0,-69,0,29,-49,-44,-61,71,-100,-36,100
2021-01-20,-67,-55,100,17,-100,-1,62,0,-67,0,10,100,86,58,-28,100,-16,-87,-16,6
2021-01-21,-64,5,-50,100,-16,-87,-97,100,-32,18,-72,-89,47,93,99,-67,100,-7,0,-32
2021-01-22,100,55,-100,-41,100,14,-100,100,-100,79,-32,100,-100,-100,-25,92,-8,0,0,100
2021-01-25,-86,-52,-100,99,13,-59,-34,100,-85,0,-26,-100,-66,-100,100,100,53,68,0,-23
2021-01-26,-12,-36,-100,100,62,-12,100,28,100,31,100,100,-65,-100,-44,21,79,57,65,-67
2021-01-27,-100,8,90,-1,94,28,100,-100,5,9,66,100,84,-26,69,-17,-3,-76,-1,-84
2021-01-28,-100,-100,-10,-100,100,-28,0,1,100,100,100,0,-24,-89,100,65,-70,0,-64,0
2021-02-19,-50,21,-28,-100,27,0,100,-100,-100,-55,53,26,98,18,-36,-100,17,52,100,100
2021-02-22,-35,100,-85,-100,-40,64,-100,100,67,58,21,-17,-71,-100,-58,-89,100,-61,100,-86
2021-02-23,43,-94,-100,100,90,83,-12,-47,-16,75,56,100,63,-38,100,68,94,-40,-100,-14
2021-02-24,-100,-70,70,13,-43,-100,-37,-57,-100,-50,-28,-81,91,-52,10,-82,-62,100,100,0
2021-02-25,100,41,-96,100,7,52,-100,74,50,-25,-82,-100,15,12,-9,-100,-32,14,-1,0
2021-02-26,100,-34,-20,0,-100,-37,100,57,-63,20,100,28,-100,22,-69,-100,73,97,5,100
2021-03-01,-100,26,-47,100,-100,-50,3,80,100,-100,-24,69,52,-95,-100,-56,100,99,100,100
2021-03-02,100,20,-48,81,100,10,55,-13,-10,-100,100,-100,-100,81,-100,35,73,59,78,-100
2021-03-03,100,93,-29,-100,-100,-22,69,-50,97,-60,17,-100,-17,-42,46,-54,47,100,-100,-75
2021-03-04,0,0,-7,58,-31,100,100,100,100,0,-100,0,-100,-67,1,0,1,-99,-50,-25
2021-03-05,69,0,-16,-100,100,100,2,100,-17,0,-100,2,-78,100,100,-16,-100,0,-100,75
2021-03-08,-19,0,100,-100,-100,0,0,-100,-23,69,-65,-38,0,100,-100,0,-35,0,100,1
2021-03-09,36,96,-100,-100,-24,50,-100,21,-5,-35,15,0,0,36,100,-84,-36,-59,-33,74
2021-03-10,100,-47,-6,-100,-100,86,37,-62,58,-34,100,97,90,-100,-100,100,-100,100,-13,-73
2021-03-11,-100,-83,54,-100,11,-34,-22,99,-100,0,-17,-97,100,82,-17,-100,-51,-100,70,-3
2021-03-12,-100,28,70,-13,100,-23,-93,-100,72,0,86,31,13,85,100,100,-28,72,61,-70
2021-03-15,67,-100,-93,0,14,100,90,24,-18,11,-22,83,66,2,-100,-7,-16,88,4,-4
2021-03-16,1,100,-41,100,0,-34,0,0,0,-11,-97,2,-13,7,100,100,-97,-34,-19,0
2021-03-17,0,100,-74,0,-37,-100,84,100,-100,1,-51,0,100,76,-27,4,-100,-3,-27,0
2021-03-18,100,0,2,0,-91,-100,100,0,0,-1,0,-5,-100,-41,0,0,23,100,-80,0
2021-03-19,0,-100,100,-5,100,-25,-100,-51,90,99,100,93,-93,-100,1,21,100,-100,100,0
2021-03-22,-32,0,0,92,0,0,0,0,0,-32,-38,0,-100,0,4,0,0,-13,-8,0
2021-03-23,0,-100,0,24,85,0,0,-16,100,-67,81,-100,100,-100,0,0,0,100,3,0
2021-03-24,0,100,100,-100,0,100,-31,-52,-19,0,100,46,-86,-11,100,0,100,-100,-100,0
2021-03-25,4,-39,100,-32,-1,-6,-100,-100,100,0,-8,-100,-19,-29,0,25,96,74,-81,0
2021-03-26,-100,-100,-100,-74,90,-100,0,90,-71,0,-100,-36,100,-16,-100,36,100,97,-100,22
2021-03-29,-100,-100,100,-5,-98,-18,1,-68,57,0,47,-14,42,26,-9,100,-28,-100,-9,100
