account_rewards,date
-15143.254900000058,2022-04-25
14065.39000000013,2022-04-26
-9549.521479999996,2022-04-27
13984.72901999997,2022-04-28
13104.003050000058,2022-04-29
-23284.967840000056,2022-05-05
-1382.5675800001482,2022-05-06
1099.9166800002567,2022-05-09
4990.146319999942,2022-05-10
-10981.225000000093,2022-05-11
3839.4390000001295,2022-05-12
-1135.9615500000073,2022-05-13
5475.740450000041,2022-05-16
-6730.604420000105,2022-05-17
-4253.625550000113,2022-05-18
14751.737550000078,2022-05-19
-5206.98862999992,2022-05-20
-7892.698980000103,2022-05-23
11764.316480000154,2022-05-24
2767.2087799999863,2022-05-25
796.8178399996832,2022-05-26
7774.404980000225,2022-05-27
3302.5398499998264,2022-05-30
-9192.821899999864,2022-05-31
-2918.820739999879,2022-06-01
4714.6815499997465,2022-06-02
-1770.2094799999613,2022-06-06
6195.590199999977,2022-06-07
-1569.9124999999767,2022-06-08
-1948.6128099997295,2022-06-09
-11174.480830000248,2022-06-10
11744.482059999951,2022-06-13
16059.173770000227,2022-06-14
-8135.309320000117,2022-06-15
3722.740240000072,2022-06-16
5848.341579999891,2022-06-17
6055.827030000044,2022-06-20
-11583.606779999915,2022-06-21
7708.58123999997,2022-06-22
6439.888970000204,2022-06-23
16449.43533999985,2022-06-24
33136.40943999973,2022-06-27
-8430.440979999723,2022-06-28
8917.741240000003,2022-06-29
-20726.238799999934,2022-06-30
-3145.74272999994,2022-07-01
-2124.8797100001248,2022-07-04
-14637.445270000026,2022-07-05
-4207.891010000021,2022-07-06
-538.9807399999117,2022-07-07
-15187.312370000058,2022-07-08
2597.940699999919,2022-07-11
2488.8885299999965,2022-07-12
4455.940960000153,2022-07-13
-11690.5309400002,2022-07-14
594.4761899999576,2022-07-15
-193.63922000001185,2022-07-18
2773.626780000166,2022-07-19
-8562.671120000305,2022-07-20
13413.410400000284,2022-07-21
-8401.961809999892,2022-07-22
11790.205249999766,2022-07-25
