account_rewards,date
-6017.737470000284,2022-01-07
-6874.958539999789,2022-01-10
3846.6495599996997,2022-01-11
-11189.548359999899,2022-01-12
-10549.052569999942,2022-01-13
-5353.3011399998795,2022-01-14
23952.762969999807,2022-01-17
-25290.432719999924,2022-01-18
-5824.872979999986,2022-01-27
26667.469999999972,2022-01-28
19087.929999999935,2022-02-07
11139.010000000242,2022-02-08
21036.199999999837,2022-02-09
6170.160000000033,2022-02-10
-953.9399999998277,2022-02-11
-20495.38000000012,2022-02-14
6427.449999999953,2022-02-15
-3267.8899999998976,2022-02-16
15646.499999999884,2022-02-17
-3554.3899999998976,2022-02-18
-12483.090000000084,2022-02-21
-13879.869999999995,2022-02-22
-16923.47999999998,2022-02-23
3214.0399999998044,2022-02-24
-2468.739999999758,2022-02-25
7972.459999999963,2022-02-28
-5503.9700000000885,2022-03-01
16659.159999999916,2022-03-02
-17448.149999999907,2022-03-03
-44690.85000000009,2022-03-04
-17155.569999999832,2022-03-07
-6243.229999999981,2022-03-08
8678.300000000163,2022-03-09
-4846.1500000003725,2022-03-10
-37744.859999999986,2022-03-11
-35302.32999999984,2022-03-14
40580.25999999989,2022-03-15
19491.71000000008,2022-03-16
13371.459999999963,2022-03-17
-9528.53999999992,2022-03-18
-3526.8399999999674,2022-03-21
-4934.880000000121,2022-03-22
-3562.039999999921,2022-03-23
-17791.189999999828,2022-03-24
605.3699999997625,2022-03-25
1579.280000000028,2022-03-28
26330.950000000186,2022-03-29
-8903.569999999949,2022-03-30
33536.299999999814,2022-03-31
9017.720000000205,2022-04-01
-12192.430000000051,2022-04-06
19302.05999999994,2022-04-11
-10124.270000000251,2022-04-12
5743.560000000056,2022-04-13
-573.5799999998417,2022-04-14
-12588.800000000047,2022-04-15
-15374.089999999851,2022-04-18
-5801.790000000154,2022-04-19
-3445.4899999998743,2022-04-20
3930.539999999921,2022-04-21
-40000.44000000006,2022-04-22
5049.470000000205,2022-04-25
