date,600009.SH,600028.SH,600030.SH,600031.SH,600050.SH,600104.SH,600309.SH,600585.SH,601012.SH,601066.SH,601186.SH,601318.SH,601328.SH,601390.SH,601398.SH,601601.SH,601668.SH,601766.SH,601939.SH,603993.SH
2022-08-26,-13,100,100,-8,73,18,-66,100,43,-58,-43,-100,-47,84,-100,85,-4,-100,-43,-22
2022-08-29,-25,40,-100,100,-100,-100,-15,20,5,33,-100,-12,0,80,-100,-72,-62,-100,-63,100
2022-08-30,-56,100,-8,-84,-100,100,100,82,25,81,-97,0,100,-6,4,-57,-18,-100,-16,100
2022-08-31,0,6,-100,0,0,0,0,0,0,80,0,0,0,-1,-17,0,0,-14,-10,0
2022-09-01,22,-46,15,-100,100,-4,-100,-28,-30,13,50,-50,100,60,98,-100,17,-100,-45,93
2022-09-02,100,1,74,-22,-100,-98,50,-76,100,-100,26,86,88,-96,-100,40,69,0,-19,24
2022-09-05,-100,-19,100,84,76,27,-54,100,80,-47,-23,-100,-51,90,-61,100,-36,-17,-84,98
2022-09-06,9,100,100,-100,-100,-100,-9,100,98,22,16,-71,23,73,-20,-89,-50,9,-26,100
2022-09-07,-100,100,-100,-2,100,1,100,-100,52,-28,-5,0,-100,-36,0,-59,0,100,-50,100
2022-09-08,-100,-18,-36,100,-100,100,0,100,0,-73,-100,100,-9,-100,100,58,-100,-100,-100,-53
2022-09-09,-100,-7,-14,-26,-30,64,-100,-100,100,0,-47,82,-36,-100,-24,16,-72,31,-96,39
2022-09-13,75,-71,100,-41,100,100,92,84,-89,-11,-11,6,-59,100,47,-100,-100,6,-49,-100
2022-09-14,91,-29,-63,-14,1,-59,0,0,-10,0,0,-34,-56,0,-70,0,-1,0,0,-48
2022-09-15,-5,-100,0,0,15,0,0,0,-29,0,0,0,0,100,0,94,0,0,0,-100
2022-09-16,52,99,-21,-85,100,-56,-100,-36,100,0,31,-41,100,-34,48,100,-16,57,0,100
2022-09-19,-100,-25,-81,1,100,88,65,-100,-1,20,-100,-100,-91,-46,18,-77,100,100,0,-93
2022-09-20,-3,-100,-91,4,27,-8,-66,24,-100,16,-48,91,100,-100,100,81,53,79,0,-70
2022-09-21,100,0,-100,100,-35,31,0,100,52,91,-87,8,-82,50,100,-100,-100,35,0,-3
2022-09-22,-100,100,100,23,20,1,0,65,79,100,-74,-52,100,80,100,86,100,61,0,70
2022-09-23,-29,-98,-42,-100,-100,-48,44,100,-100,-19,100,2,100,-72,36,93,-100,-100,0,100
2022-09-26,-100,100,100,59,100,82,77,3,-37,78,-81,-100,-38,4,-100,-97,86,-51,0,-12
2022-09-27,-51,100,-60,-52,23,-13,100,-67,72,-65,-55,0,-96,59,-52,-17,-33,100,59,-82
2022-09-28,0,-100,-4,-44,-35,100,0,-97,62,0,-100,-37,100,-100,-75,22,100,65,86,97
2022-09-29,91,-100,100,0,-16,-100,-42,0,0,-100,0,-16,-100,-81,100,94,-45,0,56,0
2022-09-30,0,10,-100,-100,0,100,0,0,83,-65,-49,0,-71,100,-100,0,100,0,-52,-100
2022-10-10,-100,56,76,-67,100,100,-16,-79,-100,-56,-95,100,-22,-78,-100,-79,-100,-17,-80,100
2022-10-11,45,70,-100,78,-100,-100,-35,-100,-85,100,29,-100,0,-100,100,63,-37,-83,-69,-39
2022-10-12,-100,-46,100,-71,-20,-60,-100,97,67,100,-33,82,0,-100,-62,-93,-26,94,0,-100
2022-10-13,49,30,-100,85,-100,-52,-9,76,100,-14,32,-10,0,23,-96,-25,70,-21,0,-100
2022-10-14,100,-100,39,100,-100,100,-19,-32,-54,100,48,32,0,-100,89,98,52,15,0,-9
2022-10-17,100,6,100,100,100,-43,38,100,0,-8,0,0,0,0,100,0,-100,100,0,-82
2022-10-18,5,-100,0,100,0,-100,-38,100,100,0,100,-100,0,-9,2,-19,-100,-63,0,100
2022-10-19,0,0,0,0,100,0,0,0,0,-7,-100,0,0,100,0,1,0,-4,0,0
2022-10-20,-37,19,-100,-100,-2,0,0,-94,-100,74,52,-17,0,-100,40,-18,76,-96,100,-51
2022-10-21,100,-26,53,-74,-55,-100,0,100,57,7,34,3,79,0,-34,41,-56,65,93,-7
2022-10-24,20,-100,66,3,56,-60,0,83,0,-100,0,0,100,0,100,-100,64,60,-69,-52
2022-10-25,-98,37,-50,-27,56,-100,0,6,-48,-6,92,-36,-53,0,-100,-52,-57,100,100,100
2022-10-26,24,56,-47,-81,73,100,16,-45,16,-81,21,-100,83,91,-46,78,83,-100,-100,-1
2022-10-27,-45,100,94,-75,66,56,-16,-100,-100,20,-53,-100,100,-79,-69,-78,68,-100,-38,37
2022-10-28,88,40,-10,54,100,-100,79,96,-41,100,81,-100,-6,66,43,-100,43,-26,6,78
