date,600028.SH,600030.SH,600050.SH,600196.SH,600340.SH,600547.SH,600585.SH,600837.SH,601012.SH,601066.SH,601166.SH,601211.SH,601236.SH,601318.SH,601319.SH,601601.SH,601628.SH,601688.SH,601766.SH,601939.SH
2020-09-02,0,0,100,0,0,0,-92,0,100,-100,-51,19,100,0,-56,0,0,100,0,2
2020-09-03,96,92,1,0,0,0,-92,0,37,-52,-67,0,80,0,79,-100,100,0,0,1
2020-09-04,100,96,-100,0,-76,0,-30,0,0,-46,1,-100,0,0,100,0,100,0,1,-100
2020-09-07,-3,-57,1,0,0,0,0,0,-21,-100,42,0,0,100,0,-80,0,100,0,0
2020-09-08,-22,-80,-2,64,-59,0,84,100,5,-100,-32,36,-35,-44,25,-48,16,-22,-1,62
2020-09-09,100,-51,0,100,70,94,29,-100,-60,-100,-19,100,-100,0,-52,76,100,-80,62,-49
2020-09-10,0,0,0,-22,-36,-37,-36,100,0,0,0,0,4,38,0,-58,100,-95,0,-59
2020-09-11,-88,0,0,-60,0,0,0,0,71,-100,100,2,-33,-94,-89,100,100,100,1,100
2020-09-14,0,0,0,100,-20,-57,-52,0,100,-1,-68,-56,71,0,-7,-2,-100,-69,-63,1
2020-09-15,1,0,0,0,0,100,-22,-56,53,0,3,100,0,0,-100,-100,-74,0,0,100
2020-09-16,29,0,92,-100,50,-23,100,-44,-100,47,40,-27,-100,19,24,-100,-11,100,0,81
2020-09-17,17,100,-20,-20,0,0,0,0,0,-69,0,0,-100,47,100,0,100,-42,99,-100
2020-09-18,100,-100,-72,48,0,1,0,0,0,-72,100,100,-100,-66,100,100,100,-15,100,-100
2020-09-21,17,0,95,-35,37,-78,-100,0,-100,-8,-40,22,-100,31,-100,-30,-100,-77,-100,100
2020-09-22,-7,100,-47,-31,100,0,16,0,100,-78,4,-100,100,28,100,100,-100,0,5,100
2020-09-23,-100,100,-48,-44,41,0,-62,100,-97,1,0,-100,100,10,-10,-100,-100,74,100,-9
2020-09-24,51,-43,0,100,-59,0,-100,100,-29,-2,-44,53,-100,-69,-100,-17,-31,100,-6,35
2020-09-25,-3,-36,8,41,-6,0,-100,-100,0,-100,36,51,-38,18,15,100,11,100,17,6
2020-09-28,-17,-100,54,68,-69,21,9,96,89,-12,10,29,-68,-18,97,-46,-100,-91,-32,100
2020-10-09,8,-21,-62,100,36,-21,100,-100,100,-41,32,-100,-41,75,-20,-58,100,-1,100,19
2020-10-12,-50,0,100,100,-100,0,71,54,-100,32,-85,-100,-71,100,100,25,25,-31,61,-100
2020-10-13,-65,87,0,60,71,31,69,-71,-96,3,22,100,-93,75,-15,7,23,67,24,100
2020-10-14,70,0,3,77,100,-31,-9,-66,-48,0,100,-76,-46,0,100,-100,41,0,75,89
2020-10-15,-100,1,0,-71,0,0,-25,0,93,0,-100,0,-100,100,100,-100,-43,0,-100,-100
2020-10-16,-4,-88,100,0,0,0,-100,0,0,0,-79,0,3,57,-37,0,100,-14,0,0
2020-10-19,-38,100,0,0,-24,0,0,1,0,0,0,1,-60,19,-91,-36,-18,0,0,-46
2020-10-20,-92,2,-76,-100,29,100,40,-14,99,-82,60,-58,-62,-81,6,-100,-89,100,-100,-6
2020-10-21,66,100,100,12,-79,-100,-82,0,36,-3,-3,7,4,63,-100,-100,51,100,-94,-34
2020-10-22,-66,-100,24,-100,-48,0,100,0,-24,0,-34,100,90,60,74,-49,-100,-100,-8,-91
2020-10-23,0,-45,1,86,0,89,-15,0,100,-6,100,24,-65,0,100,0,0,99,0,0
2020-10-26,0,0,100,0,-100,0,-100,0,100,-63,-9,100,2,28,0,0,-21,-56,0,0
2020-10-27,12,-42,80,-100,63,100,-13,0,65,-46,35,-100,-71,-1,-34,-100,-100,-79,-65,-100
2020-10-28,100,2,94,-100,75,-100,100,0,62,-38,-47,-42,35,-79,-48,76,-49,53,100,-100
2020-10-29,19,41,98,-36,10,100,100,0,100,100,65,-34,94,-89,-37,-50,40,-100,8,100
2020-10-30,-10,-58,18,69,100,100,-8,0,29,21,-40,-32,-100,100,-36,-21,-100,-100,-32,-100
2020-11-02,-100,26,-100,-83,-47,-100,34,100,51,36,3,-38,100,3,4,-100,-100,-100,30,-100
2020-11-03,2,-24,100,73,-100,83,100,96,-100,17,100,100,-100,-56,100,20,3,-21,100,-57
2020-11-04,2,44,100,-100,45,45,-49,-52,61,13,22,-7,-27,-64,-84,-100,-100,74,-100,94
2020-11-05,-7,100,100,55,-55,-48,47,68,100,-100,-100,100,25,100,-100,0,-8,-74,-87,81
2020-11-06,86,0,3,100,-73,-9,-100,100,100,-8,100,29,-100,-100,-100,0,0,100,-82,-9
2020-11-09,-100,100,100,-68,-100,-100,100,-74,-100,-2,-49,-18,-100,-100,32,45,-94,17,-1,54
2020-11-10,-4,-50,33,100,-20,-3,96,-100,15,-100,74,100,100,77,29,35,98,-34,-12,-83
2020-11-11,100,73,1,0,48,-81,95,49,0,0,-100,-100,-22,15,95,-100,0,-83,0,0
2020-11-12,-100,0,1,-60,0,100,49,0,100,1,0,0,0,-87,-53,-44,0,0,0,100
2020-11-13,2,2,0,-49,-100,0,0,-1,-19,100,0,0,0,23,-100,0,0,0,0,-18
2020-11-16,68,0,100,100,-32,-100,63,-100,-100,-44,0,0,93,43,-71,-75,0,0,0,66
2020-11-17,11,-100,47,100,96,5,53,-86,-47,-9,-100,98,-18,-100,100,-17,-70,0,0,-100
2020-11-18,-81,70,-26,-100,100,19,-7,0,-17,-23,-59,100,100,71,100,-71,-6,0,0,100
2020-11-19,0,-30,-89,100,-28,-23,-42,0,-94,-7,62,77,100,-89,-88,-71,-59,33,100,100
2020-11-20,0,100,-16,17,68,2,-68,0,-89,100,73,-4,-84,36,-60,-100,94,24,-100,38
2020-11-23,0,-58,-4,-100,-75,-43,-100,0,10,-100,100,-100,38,-3,100,-51,1,-57,71,-28
2020-11-24,0,100,32,-100,82,-36,20,43,-47,-8,49,48,48,-80,14,14,11,100,100,-58
2020-11-25,32,-100,100,-52,100,40,-100,53,-100,10,100,-22,-100,-14,100,85,-20,-100,-100,100
2020-11-26,100,51,100,-100,-36,-40,100,100,-73,-40,100,100,29,-100,-66,-53,-21,79,29,100
2020-11-27,100,78,-24,-20,-83,100,-69,-100,25,-55,62,100,28,100,-52,100,-75,100,-73,100
2020-11-30,-10,-73,-49,-19,-66,-64,-100,100,-12,-38,11,-100,-36,-26,0,-100,100,-80,-27,-11
2020-12-01,-74,35,-100,0,-100,-36,-47,-43,-100,46,100,-23,4,-57,25,51,97,-19,0,20
2020-12-02,4,1,-1,0,-78,0,65,94,-100,-100,-86,45,24,58,-89,9,21,-72,100,100
2020-12-03,-53,80,-29,0,49,0,-91,79,13,-53,100,100,100,10,100,-100,-100,91,100,100
2020-12-04,-77,-97,67,16,-11,0,-100,-63,-100,21,-100,53,-100,-49,-17,67,12,-66,1,-44
2020-12-07,-22,19,-40,-16,-58,0,19,-48,-100,18,-79,-60,100,-38,100,-1,100,69,-100,64
2020-12-08,32,96,-100,0,45,2,100,-55,0,54,-69,100,-64,0,-100,13,-100,35,100,-26
