account_value,date,daily_return
902568.0997100011,2022-05-18,
898897.9953700013,2022-05-19,-0.004066290777592352
920887.3287900011,2022-05-20,0.02446254584308938
911100.3660300012,2022-05-23,-0.01062775266205418
898112.3788500011,2022-05-24,-0.014255275998399042
896247.3871300011,2022-05-25,-0.002076568326992767
889530.8274500011,2022-05-26,-0.0074940912257585035
894971.0082100013,2022-05-27,0.006115786650807031
906666.1165900013,2022-05-30,0.01306758350015258
919926.2651900011,2022-05-31,0.014625172770183159
912560.2587300012,2022-06-01,-0.008007170507821737
912392.8463300013,2022-06-02,-0.00018345352912130242
914585.1163300013,2022-06-06,0.0024027698253206164
928016.1963300013,2022-06-07,0.014685434696221078
950217.1063300011,2022-06-08,0.023922976870228263
941836.1863300012,2022-06-09,-0.008820005390525298
966197.8563300011,2022-06-10,0.02586614355403838
944108.8763300012,2022-06-13,-0.022861756373485087
950992.8163300012,2022-06-14,0.007291468359835518
954243.1863300012,2022-06-15,0.0034178701922729093
956182.5263300013,2022-06-16,0.0020323330863474265
990863.1463300012,2022-06-17,0.03626987426041994
987290.0163300012,2022-06-20,-0.0036060782089174515
989029.1663300013,2022-06-21,0.0017615391336225361
982451.8863300013,2022-06-22,-0.006650238662229135
992823.9763300013,2022-06-23,0.01055735160603688
1022376.4863300013,2022-06-24,0.029766112326619742
1025311.8463300014,2022-06-27,0.002871114544640063
1041109.1863300012,2022-06-28,0.015407351486813381
1036934.9763300013,2022-06-29,-0.004009387348424487
1048432.2763300012,2022-06-30,0.011087773353631203
1038639.9563300012,2022-07-01,-0.009339964269583167
1030973.0463300012,2022-07-04,-0.007381682125046307
1037854.6263300012,2022-07-05,0.006674839875296934
1022797.0163300013,2022-07-06,-0.01450839994156572
1015615.5063300013,2022-07-07,-0.007021442070459627
1020293.1963300012,2022-07-08,0.004605768591406267
1002732.8163300012,2022-07-11,-0.017211111534571444
994780.6463300013,2022-07-12,-0.007930497407180548
998513.4363300013,2022-07-13,0.0037523749720818067
994836.9063300012,2022-07-14,-0.0036820035326846634
992758.3863300013,2022-07-15,-0.002089307289239617
994333.9963300013,2022-07-18,0.0015871031881429243
989693.0963300011,2022-07-19,-0.004667345195004224
993514.7263300011,2022-07-20,0.003861429380654924
988420.3563300011,2022-07-21,-0.005127624045210055
991027.1963300012,2022-07-22,0.002637379919692595
988205.6263300013,2022-07-25,-0.0028471166184428354
991842.7263300013,2022-07-26,0.0036805093020038093
976602.9363300012,2022-07-27,-0.01536512755040309
968322.4663300012,2022-07-28,-0.008478850197929266
966600.5663300012,2022-07-29,-0.0017782299387579803
964311.5663300013,2022-08-01,-0.0023680929638710824
958171.4463300013,2022-08-02,-0.006367361145908634
960811.1863300012,2022-08-03,0.0027549766903518513
976381.1863300012,2022-08-04,0.016205056957623976
982107.9163300013,2022-08-05,0.005865260494751556
974602.5963300011,2022-08-08,-0.00764205223805392
973673.1863300013,2022-08-09,-0.0009536297189229881
955608.6463300013,2022-08-10,-0.018552980870398028
972363.9663300014,2022-08-11,0.01753366303700643
981414.9763300013,2022-08-12,0.009308253198811123
976472.8063300013,2022-08-15,-0.005035759713471255
