account_value,date,daily_return
962488.5300800011,2022-02-11,
968108.2100700011,2022-02-14,0.005838698139637
981221.0197000011,2022-02-15,0.01354477680656374
982092.6753000013,2022-02-16,0.0008883376757120587
979407.3851200012,2022-02-17,-0.0027342533424148385
989185.3915100013,2022-02-18,0.009983594711001853
974636.8115100011,2022-02-21,-0.01470763733964131
939808.9255800012,2022-02-22,-0.03573421967926815
950169.3365100012,2022-02-23,0.011023954601842245
917659.0276300011,2022-02-24,-0.03421527893060772
935667.1407800012,2022-02-25,0.01962396991452131
931402.6266600013,2022-02-28,-0.004557725642096222
963783.4966600012,2022-03-01,0.0347657061222999
955966.8766600012,2022-03-02,-0.008110348462168626
934288.8366600012,2022-03-03,-0.02267655975250915
923470.3166600012,2022-03-04,-0.011579416959187072
886078.7066600012,2022-03-07,-0.0404903214812985
906560.0166600011,2022-03-08,0.02311454935781332
917643.4166600012,2022-03-09,0.012225776337273508
923838.1066600012,2022-03-10,0.006750650511445189
912719.2166600012,2022-03-11,-0.012035539473684076
877408.0666600012,2022-03-14,-0.03868785641351724
828496.8066600012,2022-03-15,-0.05574516790823314
864619.656660001,2022-03-16,0.04360046980220167
888463.8166600013,2022-03-17,0.027577628864129178
882250.8866600011,2022-03-18,-0.006992890293896714
880648.5466600012,2022-03-21,-0.0018161953977354761
877069.5366600011,2022-03-22,-0.004064061666341212
903698.1766600012,2022-03-23,0.030360922238167554
888807.0366600011,2022-03-24,-0.016478001598981384
872891.5066600012,2022-03-25,-0.017906620158868236
858134.1066600012,2022-03-28,-0.016906339318694008
860267.6666600012,2022-03-29,0.0024862780577550314
893417.1166600012,2022-03-30,0.038533878796936705
886744.3366600011,2022-03-31,-0.007468829369361107
914894.4366600012,2022-04-01,0.03174545225293435
907155.0066600011,2022-04-06,-0.008459369398128969
905893.5397100012,2022-04-07,-0.0013905748639854165
914098.2797100013,2022-04-08,0.009057068673463231
881590.8397100013,2022-04-11,-0.035562303005660434
912347.8197100012,2022-04-12,0.0348880439934216
905601.1197100012,2022-04-13,-0.007394877100867725
926111.8797100012,2022-04-14,0.022648779416889475
923395.1097100013,2022-04-15,-0.0029335224604295496
916098.5197100012,2022-04-18,-0.007901915359170175
914929.4597100012,2022-04-19,-0.0012761291224114846
918183.4397100012,2022-04-20,0.0035565364799068355
908305.4797100013,2022-04-21,-0.010758155258299817
904820.4997100012,2022-04-22,-0.003836792882844664
871055.1197100013,2022-04-25,-0.03731721375766994
881034.6797100013,2022-04-26,0.011456863950610296
913719.6797100012,2022-04-27,0.0370984261490801
933174.8397100013,2022-04-28,0.021292263296960767
935273.0597100012,2022-04-29,0.0022484746809634526
938499.4797100013,2022-05-05,0.0034497091159670923
916247.9997100012,2022-05-06,-0.023709634881071917
896575.2597100012,2022-05-09,-0.02147097729678704
904342.4497100012,2022-05-10,0.008663176811852136
905646.6997100011,2022-05-11,0.001442208093204167
903338.0897100013,2022-05-12,-0.0025491287063036383
910781.4997100012,2022-05-13,0.008239893883351446
900970.7397100012,2022-05-16,-0.010771804217722725
905913.5797100012,2022-05-17,0.005486127109511907
