account_rewards,date
0.0,2021-11-08
-1.1971120001748585,2021-11-09
574.5259065205203,2021-11-10
-0.4546339032656932,2021-11-11
-0.3631664919035979,2021-11-12
-214.37404328774363,2021-11-15
-49.29181112912672,2021-11-16
0.1607025009964455,2021-11-17
5.486286573226448,2021-11-18
0.5605863801389258,2021-11-19
-53.56521590608627,2021-11-22
1.653128657190214,2021-11-23
-64.07891927304577,2021-11-24
-24.973442312854917,2021-11-25
8.03531372460272,2021-11-26
-6.38365217398665,2021-11-29
-0.04771850485775609,2021-11-30
4.877303135091654,2021-12-01
-3.0424087621088023,2021-12-02
-13.015072944756838,2021-12-03
-0.1096236760017108,2021-12-06
21.926737523436575,2021-12-07
0.12463018644923259,2021-12-08
-18.718444902653633,2021-12-09
1.1288649974183183,2021-12-10
0.9844767561023153,2021-12-13
-109.80310409986087,2021-12-14
-0.592108090089238,2021-12-15
15.574041791910831,2021-12-16
13.490090920721997,2021-12-17
-0.14805223713177876,2021-12-20
3.844475292456008,2021-12-21
-4.088551064130312,2021-12-22
0.781951183473067,2021-12-23
-212.19257610482214,2021-12-24
0.8541001953369477,2021-12-27
-8.903831221093283,2021-12-28
6.3688467956814465,2021-12-29
0.16368799581801582,2021-12-30
-0.46185567351278567,2021-12-31
-1.1429756042173538,2022-01-04
-1.2793495097461405,2022-01-05
-1.0964474502867585,2022-01-06
1087.6474820472843,2022-01-07
-2.088863399577673,2022-01-10
5.744476301089869,2022-01-11
-15.836074153570362,2022-01-12
1.6223926034963816,2022-01-13
1.2137005242962864,2022-01-14
2.347503268198329,2022-01-17
-2.5289195837006186,2022-01-18
0.6250302211440893,2022-01-19
-8.47224333053244,2022-01-20
-4.365669606728943,2022-01-21
-0.6296579554303022,2022-01-24
39.81068030333817,2022-01-25
-0.657138949181684,2022-01-26
-1.2979676649443292,2022-01-27
4.12977894169298,2022-01-28
-0.6250978472829997,2022-02-07
46.44798324574897,2022-02-08
-3.0249842344980022,2022-02-09
