account_value,date,daily_return
1000000.0,2021-11-08,
999444.4085699999,2021-11-09,-0.0005555914300001685
998940.20604,2021-11-10,-0.0005044828163291992
1000008.0138600001,2021-11-11,0.0010689406768731313
1002260.7154400003,2021-11-12,0.0022526835273097845
1003670.3138800003,2021-11-15,0.0014064189270166505
1009063.6855300004,2021-11-16,0.005373648672690523
1005056.8643600002,2021-11-17,-0.0039708308082612165
1004283.4028200003,2021-11-18,-0.0007695699292521452
1008218.3932000003,2021-11-19,0.003918207120570338
1010914.6044000005,2021-11-22,0.0026742332992386597
1020037.8642400005,2021-11-23,0.009024758174717151
1028449.8398500003,2021-11-24,0.008246728778315893
1031769.3293100006,2021-11-25,0.0032276629655407785
1026547.3981900006,2021-11-26,-0.005061142032097732
1036791.7906700005,2021-11-29,0.009979463683861711
1029498.7380400007,2021-11-30,-0.0070342499773140554
1026903.7572400006,2021-12-01,-0.0025206255278568124
1031172.3671900008,2021-12-02,0.004156777029887371
1047140.3163500009,2021-12-03,0.015485237646072347
1043984.0086700009,2021-12-06,-0.0030142165579125635
1043298.885190001,2021-12-07,-0.0006562585962143208
1079429.4991400011,2021-12-08,0.03463112485107289
1100794.635640001,2021-12-09,0.01979298927537343
1098416.978470001,2021-12-10,-0.0021599461816215193
1114054.7507200008,2021-12-13,0.01423664469551622
1127781.127230001,2021-12-14,0.012321096877087045
1118664.352260001,2021-12-15,-0.008083815866286148
1110633.268930001,2021-12-16,-0.0071791715841977854
1081528.3631700012,2021-12-17,-0.026205685147573377
1083027.545650001,2021-12-20,0.0013861702855444413
1079591.493990001,2021-12-21,-0.0031726355195681455
1087422.406010001,2021-12-22,0.00725358810586596
1112901.573070001,2021-12-23,0.023430790941202817
1131907.2988600011,2021-12-24,0.017077634042309553
1115041.1731200013,2021-12-27,-0.014900624597956491
1118967.6236600012,2021-12-28,0.0035213502735627067
1068334.1205900009,2021-12-29,-0.04525019491125626
1076162.379270001,2021-12-30,0.0073275378265340585
1078811.1429200012,2021-12-31,0.0024613048188850684
1075630.339050001,2022-01-04,-0.0029484343861991835
1059557.4962400012,2022-01-05,-0.014942719842018781
1042460.0554800013,2022-01-06,-0.01613639733631511
1028239.6786300011,2022-01-07,-0.013641171932916252
1036594.5122100011,2022-01-10,0.008125375584738803
1024831.450630001,2022-01-11,-0.011347794572943881
1035151.3064000014,2022-01-12,0.010069807833918754
998031.9640300012,2022-01-13,-0.03585885671061173
991800.7417500011,2022-01-14,-0.006243509731731156
994015.0859400011,2022-01-17,0.002232650266113856
1009922.9174000012,2022-01-18,0.016003611700678322
1011893.9083600012,2022-01-19,0.0019516251448914446
1028949.7854700014,2022-01-20,0.01685540052083434
1029704.9126900014,2022-01-21,0.0007338815077890803
1016965.4960700012,2022-01-24,-0.012371910110363427
1007876.3191000012,2022-01-25,-0.008937547050636874
1014253.0802500012,2022-01-26,0.006326928244225538
1012690.7135300011,2022-01-27,-0.0015404111167351964
976379.6888800012,2022-01-28,-0.03585598659577738
973371.2070400013,2022-02-07,-0.0030812622120918176
961604.0909400012,2022-02-08,-0.012089032441984449
985260.9415100012,2022-02-09,0.024601445431533753
977072.1500800012,2022-02-10,-0.008311292049647201
