date,600000.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600104.SH,600196.SH,600276.SH
2021-09-14,100,0,-100,0,-100,100,100,0,0,0
2021-09-15,100,0,-100,0,-100,100,100,0,0,0
2021-09-16,100,0,-100,0,-100,100,100,0,0,0
2021-09-17,100,0,-100,0,-100,100,100,0,0,0
2021-09-22,100,0,-100,0,-100,100,100,0,0,0
2021-09-23,100,0,-100,0,-100,100,100,0,0,0
2021-09-24,100,0,-100,0,-100,100,100,0,0,0
2021-09-27,100,0,-100,0,-100,100,100,0,0,0
2021-09-28,100,0,-100,0,-100,100,100,0,0,0
2021-09-29,100,0,-100,0,-100,100,100,0,0,0
2021-09-30,100,0,-100,0,-100,100,100,0,0,0
2021-10-08,100,0,-100,0,-100,100,100,0,0,0
2021-10-11,100,0,-100,0,-100,100,100,0,0,0
2021-10-12,100,0,-100,0,-100,100,100,0,0,0
2021-10-13,100,0,-100,0,-100,100,100,0,0,0
2021-10-14,100,0,-100,0,-100,100,100,0,0,0
2021-10-15,100,0,-100,0,-100,100,100,0,0,0
2021-10-18,100,0,-100,0,-100,100,100,0,0,0
2021-10-19,100,0,-100,0,-100,100,100,0,0,0
2021-10-20,100,0,-100,0,-100,100,100,0,0,0
2021-10-21,100,0,-100,0,-100,100,100,0,0,0
2021-10-22,100,0,-100,0,-100,100,100,0,0,0
2021-10-25,100,0,-100,0,-100,100,100,0,0,0
2021-10-26,100,0,-100,0,-100,100,100,0,0,0
2021-10-27,100,0,-100,0,-100,100,100,0,0,0
2021-10-28,100,0,-100,0,-100,100,100,0,0,0
2021-10-29,100,0,-100,0,-100,100,100,0,0,0
2021-11-01,100,0,-100,0,-86,100,100,0,0,0
2021-11-02,100,0,-100,0,0,100,100,0,0,0
2021-11-03,100,0,-100,0,0,100,100,0,0,0
2021-11-04,100,0,-100,0,0,100,100,0,0,0
2021-11-05,100,0,-100,0,0,100,100,0,0,0
2021-11-08,100,0,-100,0,0,100,100,0,0,0
2021-11-09,100,0,-100,0,0,100,100,0,0,0
2021-11-10,100,0,-100,0,0,100,100,0,0,0
2021-11-11,100,0,-100,0,0,100,100,0,0,0
2021-11-12,100,0,-100,0,0,100,100,0,0,0
2021-11-15,100,0,-100,0,0,100,100,0,0,0
2021-11-16,100,0,-100,0,0,100,100,0,0,0
2021-11-17,100,0,-100,0,0,100,100,0,0,0
2021-11-18,100,0,-100,0,0,100,100,0,0,0
2021-11-19,100,0,-100,0,0,100,100,0,0,0
2021-11-22,100,0,-100,0,0,100,100,0,0,0
2021-11-23,100,0,-100,0,0,100,100,0,0,0
2021-11-24,100,0,-100,0,0,100,100,0,0,0
2021-11-25,100,0,-100,0,0,100,100,0,0,0
2021-11-26,100,0,-100,0,0,100,100,0,0,0
2021-11-29,100,0,-100,0,0,100,100,0,0,0
2021-11-30,100,0,-100,0,0,100,100,0,0,0
2021-12-01,100,0,-100,0,0,100,100,0,0,0
2021-12-02,100,0,-100,0,0,100,100,0,0,0
2021-12-03,100,0,-100,0,0,100,100,0,0,0
2021-12-06,100,0,-100,0,0,100,100,0,0,0
2021-12-07,100,0,-100,0,0,100,100,0,0,0
2021-12-08,100,0,-100,0,0,100,100,0,0,0
2021-12-09,100,0,-100,0,0,100,100,0,0,0
2021-12-10,100,0,-100,0,0,100,100,0,0,0
2021-12-13,100,0,-100,0,0,100,100,0,0,0
2021-12-14,100,0,-100,0,0,100,100,0,0,0
2021-12-15,100,0,-100,0,0,100,100,0,0,0
2021-12-16,100,0,-100,0,0,100,100,0,0,0
2021-12-17,100,0,-100,0,0,100,100,0,0,0
