account_value,date,daily_return
975128.2263300013,2022-08-16,
976552.8136600011,2022-08-17,0.0014609230781488236
964142.4437400013,2022-08-18,-0.01270834484976524
962859.5848600012,2022-08-19,-0.001330569863747244
962667.6216900012,2022-08-22,-0.00019936777181062126
950834.1170400013,2022-08-23,-0.012292409533028348
942658.0976100011,2022-08-24,-0.008598786353452126
955498.9583100013,2022-08-25,0.013621970396856087
961367.3757300014,2022-08-26,0.0061417308401670034
953425.6915400014,2022-08-29,-0.00826082139927986
950095.9184700014,2022-08-30,-0.0034924306105299507
977028.3373200013,2022-08-31,0.028347052467471823
958995.4310300014,2022-09-01,-0.018456891782140494
955052.7209100014,2022-09-02,-0.004111291871083611
936915.5770900014,2022-09-05,-0.01899072524783596
941351.4411700015,2022-09-06,0.0047345397904232644
929166.8029200013,2022-09-07,-0.012943771812635618
928568.5845900014,2022-09-08,-0.000643822323526777
940143.4162900014,2022-09-09,0.012465241547139794
950624.3764400013,2022-09-13,0.011148256711045246
947761.3951100013,2022-09-14,-0.003011685162883748
949047.3941000013,2022-09-15,0.0013568805362143
938060.8941800012,2022-09-16,-0.011576344857275322
941402.6349700013,2022-09-19,0.003562392175959106
942748.7757700012,2022-09-20,0.001429930988075867
926968.6149900014,2022-09-21,-0.01673845799174989
910946.0789000014,2022-09-22,-0.017284874407719752
915489.3174900013,2022-09-23,0.004987384758806002
927234.4773000013,2022-09-26,0.012829379421053
941077.2608600013,2022-09-27,0.014929107899771532
936614.6724800012,2022-09-28,-0.0047420000095655945
935400.4564900013,2022-09-29,-0.0012963879658055566
931695.1952400014,2022-09-30,-0.003961149713250567
892521.3029700016,2022-10-10,-0.042045824074373184
889088.2030400014,2022-10-11,-0.0038465187537551904
882662.9964700014,2022-10-12,-0.0072267369514416036
860973.7990600015,2022-10-13,-0.0245724557353606
879794.6366300012,2022-10-14,0.021859942300855195
873035.8083700014,2022-10-17,-0.007682279453179119
866081.1347100015,2022-10-18,-0.007966080650213647
838249.3230200014,2022-10-19,-0.03213533995209272
836944.6238100015,2022-10-20,-0.0015564572188372372
827833.3093800014,2022-10-21,-0.010886400570354282
775560.3414000014,2022-10-24,-0.06314431587580038
764019.4230000016,2022-10-25,-0.014880748516829523
759202.5296200013,2022-10-26,-0.006304673984708686
742092.0066100014,2022-10-27,-0.022537494729586993
723551.5780600016,2022-10-28,-0.02498400250219046
722681.9627500015,2022-10-31,-0.001201870518107051
770050.3369300015,2022-11-01,0.06554525589617666
775392.5037500015,2022-11-02,0.006937425469220493
757494.4487500015,2022-11-03,-0.023082574197506922
795002.3665200013,2022-11-04,0.04951576586718809
790384.4095900012,2022-11-07,-0.005808733564170998
781700.0760400015,2022-11-08,-0.010987480831643137
770729.7815900015,2022-11-09,-0.014033892008267546
775208.7793500016,2022-11-10,0.005811372373284884
795678.0965300016,2022-11-11,0.026404908877790456
798412.4629500016,2022-11-14,0.0034365234281610313
816666.3564100016,2022-11-15,0.02286273612583023
814361.6093000016,2022-11-16,-0.0028221403905157594
807564.7984500016,2022-11-17,-0.008346182791993728
807632.4611100017,2022-11-18,8.378604432723868e-05
