account_rewards,date
2453.0897999998415,2022-07-27
-19653.686189999804,2022-07-28
27874.056480000145,2022-07-29
587.9320899999002,2022-08-01
-283.7158500001533,2022-08-02
13516.389190000016,2022-08-03
92.51109000004362,2022-08-04
3036.4625700000906,2022-08-05
-792.4881899999455,2022-08-08
-11093.127240000293,2022-08-09
13557.892170000123,2022-08-10
11437.467170000193,2022-08-11
-12588.84776000015,2022-08-12
1851.6539900000207,2022-08-15
5846.934500000207,2022-08-16
-9755.52714999998,2022-08-17
-2399.3072400002275,2022-08-18
-2767.9333000001498,2022-08-19
-2449.37434999994,2022-08-22
1288.0833800000837,2022-08-23
18956.947289999924,2022-08-24
-745.5961699998006,2022-08-25
-6523.634269999689,2022-08-26
-6521.552289999905,2022-08-29
3705.0482399994507,2022-08-30
-15454.234370000078,2022-08-31
2038.715510000242,2022-09-01
737.0820099998964,2022-09-02
20433.90514999989,2022-09-05
-1772.0450999996392,2022-09-06
15541.268999999505,2022-09-07
7202.87618000072,2022-09-08
4332.359409999219,2022-09-09
-9151.674469999503,2022-09-13
-4269.704690000042,2022-09-14
-12057.600630000234,2022-09-15
19666.129880000255,2022-09-16
124.93835999991279,2022-09-19
-4122.798840000061,2022-09-20
-7204.184740000055,2022-09-21
2298.1792600002373,2022-09-22
-621.1151000002865,2022-09-23
23211.803609999944,2022-09-26
-16277.4318299999,2022-09-27
-14294.392799999681,2022-09-28
-11919.26286000025,2022-09-29
-5391.8770699999295,2022-09-30
1461.3544000000693,2022-10-10
-12288.740500000189,2022-10-11
2657.152589999954,2022-10-12
2214.5366800000193,2022-10-13
18518.725910000154,2022-10-14
-8763.816870000097,2022-10-17
-7175.420540000079,2022-10-18
-2654.333009999944,2022-10-19
4910.601230000262,2022-10-20
-32148.95734000008,2022-10-21
18815.824660000275,2022-10-24
8237.491309999721,2022-10-25
-4296.710120000178,2022-10-26
-9508.894299999927,2022-10-27
-27158.45273000002,2022-10-28
