account_rewards,date
0.0,2022-02-11
-9.637166080521437,2022-02-14
-15.107697219376858,2022-02-15
-1.4265756198058352,2022-02-16
6.927134481628497,2022-02-17
-20.90321288457108,2022-02-18
0.9358998930012038,2022-02-21
22.35956713966606,2022-02-22
-2.396452238933991,2022-02-23
8.217117215596838,2022-02-24
-0.6282400958089924,2022-02-25
4.144571341592917,2022-02-28
-6.281726602335455,2022-03-01
-1.3446797314190413,2022-03-02
0.08368229603082386,2022-03-03
20.70399541766957,2022-03-04
44.35108807290967,2022-03-07
0.2721592318706433,2022-03-08
-0.07562204682624633,2022-03-09
-13.925449838286575,2022-03-10
2.483697978868402,2022-03-11
1.0920284455108742,2022-03-14
183.5212436168957,2022-03-15
0.39732903945547027,2022-03-16
-4.302882290443927,2022-03-17
-0.11006840489049186,2022-03-18
-0.45913645336017467,2022-03-21
66.61043746797715,2022-03-22
-9.519056166492405,2022-03-23
-0.7226469331926987,2022-03-24
-1.03085119873919,2022-03-25
57.42044275447738,2022-03-28
7.1890314186332,2022-03-29
-6.455082096733145,2022-03-30
1.8631135469521345,2022-03-31
-6.009148288509625,2022-04-01
-0.036425586904034524,2022-04-06
1.7125469187511895,2022-04-07
-53.00588228406194,2022-04-08
13.088591942768632,2022-04-11
-1.2946447577590838,2022-04-12
1.490637546479178,2022-04-13
-3.1064620900281135,2022-04-14
-0.9088211123389035,2022-04-15
0.6753924869438044,2022-04-18
2.5923619758565133,2022-04-19
-14.636168677275565,2022-04-20
0.5164596598586974,2022-04-21
84.21167368040943,2022-04-22
14.227480074049403,2022-04-25
1.6845456371618346,2022-04-26
0.07964722014866353,2022-04-27
-11.220316550040014,2022-04-28
-0.011342978936388876,2022-04-29
-26.78467618472839,2022-05-05
-1.0306820600846633,2022-05-06
67.66682797468924,2022-05-09
0.0034056519143351614,2022-05-10
-0.7283925646883604,2022-05-11
6.325338092049131,2022-05-12
-15.643776301867002,2022-05-13
3.0256407420527576,2022-05-16
