account_value,date,daily_return
953775.5064900009,2021-09-14,
946665.1454900008,2021-09-15,-0.007454962883422067
936304.8784900007,2021-09-16,-0.01094396159968214
947115.5734900008,2021-09-17,0.011546126959665948
948788.5104900007,2021-09-22,0.001766349373641285
950197.5604900008,2021-09-23,0.0014851044088552978
946081.8484900007,2021-09-24,-0.004331427664240328
938661.8794900008,2021-09-27,-0.007842840460201894
950263.1334900009,2021-09-28,0.012359353515350335
952856.5784900007,2021-09-29,0.0027291861681248974
951612.4584900008,2021-09-30,-0.0013056739367549586
950586.4814900006,2021-10-08,-0.0010781458259050414
957591.1424900007,2021-10-11,0.007368778260995912
955855.9114900007,2021-10-12,-0.0018120792089700855
952811.1434900007,2021-10-13,-0.0031853838673798762
947395.1224900007,2021-10-14,-0.005684254468479422
953404.7584900009,2021-10-15,0.006343325880974859
946243.1624900007,2021-10-18,-0.007511600856012768
942668.6934900008,2021-10-19,-0.0037775374678469253
940121.4784900008,2021-10-20,-0.002702131743199776
949823.1614900009,2021-10-21,0.010319605733912995
953614.4634900009,2021-10-22,0.0039915872277240805
951828.009490001,2021-10-25,-0.0018733503615936398
944932.1524900009,2021-10-26,-0.007244856141284339
941237.1904900009,2021-10-27,-0.003910293443040724
940524.4474900009,2021-10-28,-0.0007572405842027896
940350.226490001,2021-10-29,-0.00018523814076798484
936541.3634900008,2021-11-01,-0.004050472784185244
933384.214170001,2021-11-02,-0.003371073017250148
941330.2201700009,2021-11-03,0.008513113763195301
937879.7441700009,2021-11-04,-0.0036655319526200936
932960.3831700009,2021-11-05,-0.0052451937794578685
937228.0251700009,2021-11-08,0.004574301414063786
937494.0691700007,2021-11-09,0.0002838626170527103
947710.1481700009,2021-11-10,0.01089721987152914
968354.2281700007,2021-11-11,0.021783115902961336
967353.0731700009,2021-11-12,-0.0010338726995510195
962467.366170001,2021-11-15,-0.005050593351597632
958396.248170001,2021-11-16,-0.004229876402148003
956303.3811700009,2021-11-17,-0.0021837178557368997
951011.1221700009,2021-11-18,-0.005534079565341576
966412.0241700008,2021-11-19,0.016194239626617923
953344.7401700008,2021-11-22,-0.01352144186246318
957225.944170001,2021-11-23,0.004071144294883311
959523.965170001,2021-11-24,0.002400709063514306
954881.828170001,2021-11-25,-0.004837958371553097
950885.8851700011,2021-11-26,-0.0041847513295525385
948604.0801700011,2021-11-29,-0.0023996622892261676
946883.7491700011,2021-11-30,-0.001813539532416586
951727.588170001,2021-12-01,0.005115558276552745
957163.5191700011,2021-12-02,0.005711645924284303
962095.2261700012,2021-12-03,0.005152418475242948
967884.7941700012,2021-12-06,0.006017666279301226
966452.8471700011,2021-12-07,-0.0014794601678064234
966817.7821700012,2021-12-08,0.0003776024883870299
972892.9531700012,2021-12-09,0.00628367735062163
968767.1721700012,2021-12-10,-0.004240734796728485
960769.7091700013,2021-12-13,-0.008255299343067013
951911.1431700015,2021-12-14,-0.009220280276792558
956344.2231700013,2021-12-15,0.004657031312016224
960186.4181700012,2021-12-16,0.004017585830407677
959443.4311700012,2021-12-17,-0.0007737945319161721
964039.0171700013,2021-12-20,0.004789845707105389
