time/time_elapsed,time/fps,time/episodes,train/n_updates,train/reward,train/critic_loss,time/total_timesteps,train/learning_rate,train/ent_coef,train/actor_loss,train/ent_coef_loss
77,112,4,8599,-40664.76,15905230848.0,8700,0.0001,0.23499970138072968,-2742.06884765625,266.56524658203125
156,111,8,17299,-40664.76,8312687616.0,17400,0.0001,0.560965359210968,3159.2041015625,106.3533935546875
234,111,12,25999,-40664.76,315554432.0,26100,0.0001,1.3389724493026733,17818.052734375,-53.7163200378418
